PLANTA,TEMPORADA,DESCARG,TDC_POND,JUVX2,Munida_pond,ANO,MES,Fecha,%SP+P,%SP+P ANTERIOR,ORIGEN
CHIMBOTE,2022 - I,4237,16.9,0.09,0,2022,5,16/05/2022,0.03,0.35,ambas
CHIMBOTE,2022 - I,3768,18.3,0.176,0,2022,5,19/05/2022,0.08,,ambas
CHIMBOTE,2022 - I,1685,17.7,0.125,0,2022,5,20/05/2022,0,0.08,ambas
CHIMBOTE,2022 - I,1350,14.4,0.118,0.004,2022,5,21/05/2022,0.29,0,ambas
CHIMBOTE,2022 - I,1568,14.5,0.423,0,2022,5,22/05/2022,0.73,0.29,ambas
CHIMBOTE,2022 - I,1237,16.6,0.043,0,2022,5,24/05/2022,0.35,,ambas
CHIMBOTE,2022 - I,689,10.3,0.264,0,2022,5,25/05/2022,0.36,0.35,ambas
CHIMBOTE,2022 - I,3065,13,0.186,0,2022,5,26/05/2022,0.66,0.36,ambas
CHIMBOTE,2022 - I,2020,10.6,0.022,0.001,2022,5,27/05/2022,0.83,0.66,ambas
CHIMBOTE,2022 - I,4677,16.4,0.102,0.005,2022,5,28/05/2022,0.51,0.83,ambas
CHIMBOTE,2022 - I,2957,15.5,0.176,0.011,2022,5,29/05/2022,0.6,0.51,ambas
CHIMBOTE,2022 - I,2646,12.2,0.088,0.003,2022,5,30/05/2022,0.79,0.6,ambas
CHIMBOTE,2022 - I,1885,12.6,0.118,0.005,2022,5,31/05/2022,0.69,0.79,ambas
CHIMBOTE,2022 - I,3280,12.9,0.118,0.002,2022,6,01/06/2022,0.74,0.69,ambas
CHIMBOTE,2022 - I,3053,15,0.152,0.002,2022,6,02/06/2022,0.6,0.74,ambas
CHIMBOTE,2022 - I,4073,14.6,0.205,0,2022,6,03/06/2022,0.66,0.6,ambas
CHIMBOTE,2022 - I,3779,19.2,0.176,0.001,2022,6,04/06/2022,0.57,0.66,ambas
CHIMBOTE,2022 - I,2471,16.2,0.063,0,2022,6,05/06/2022,0.46,0.57,ambas
CHIMBOTE,2022 - I,2466,15.9,0.038,0.057,2022,6,06/06/2022,0.5,0.46,ambas
CHIMBOTE,2022 - I,2793,14.8,0.088,0.001,2022,6,07/06/2022,0.86,0.5,ambas
CHIMBOTE,2022 - I,2644,19.9,0.102,0,2022,6,08/06/2022,0.6,0.86,ambas
CHIMBOTE,2022 - I,2579,15.3,0.019,0.004,2022,6,09/06/2022,0.93,0.6,ambas
CHIMBOTE,2022 - I,1198,9.8,0.195,0.007,2022,6,10/06/2022,0.56,0.93,ambas
CHIMBOTE,2022 - I,3917,13.5,0.077,0.023,2022,6,11/06/2022,0.68,0.56,ambas
CHIMBOTE,2022 - I,3475,13.8,0.035,0.018,2022,6,12/06/2022,0.74,0.68,ambas
CHIMBOTE,2022 - I,3635,19.2,0.06,0.016,2022,6,13/06/2022,0.77,0.74,ambas
CHIMBOTE,2022 - I,2954,14.9,0.089,0.005,2022,6,14/06/2022,0.33,0.77,ambas
CHIMBOTE,2022 - I,2814,14.6,0.072,0.005,2022,6,15/06/2022,0.77,0.33,ambas
CHIMBOTE,2022 - I,1431,12.2,0.016,0.037,2022,6,16/06/2022,0.25,0.77,ambas
CHIMBOTE,2022 - I,2786,18,0.204,0.01,2022,6,17/06/2022,0.52,0.25,ambas
CHIMBOTE,2022 - I,3491,14.7,0.445,0,2022,6,18/06/2022,0.65,0.52,ambas
CHIMBOTE,2022 - I,3152,18.4,0.401,0,2022,6,19/06/2022,0.85,0.65,ambas
CHIMBOTE,2022 - I,212,8.9,0,0.002,2022,6,20/06/2022,0,0.85,ambas
CHIMBOTE,2022 - I,3450,23.1,0.041,0,2022,6,21/06/2022,0.32,0,ambas
CHIMBOTE,2022 - I,843,13.7,0.009,0.003,2022,6,22/06/2022,0.34,0.32,ambas
CHIMBOTE,2022 - I,1068,16.1,0.003,0,2022,6,24/06/2022,0.64,,ambas
CHIMBOTE,2022 - I,560,7.1,0.264,0,2022,6,30/06/2022,0,,ambas
CHIMBOTE,2022 - I,646,7.9,0.308,0.008,2022,7,01/07/2022,1,0,ambas
CHIMBOTE,2022 - I,438,8.3,0.192,0.004,2022,7,03/07/2022,0.63,,ambas
CHIMBOTE,2022 - I,394,6.5,0.287,0.004,2022,7,04/07/2022,0,0.63,ambas
CHIMBOTE,2022 - I,2310,19.7,0.139,0.003,2022,7,05/07/2022,0.7,0,ambas
CHIMBOTE,2022 - I,2852,17.4,0.042,0.013,2022,7,06/07/2022,1,0.7,ambas
CHIMBOTE,2022 - I,2770,15.1,0.073,0.003,2022,7,07/07/2022,0.93,1,ambas
CHIMBOTE,2022 - I,2372,14.4,0.118,0.013,2022,7,08/07/2022,0.81,0.93,ambas
CHIMBOTE,2022 - I,2718,18,0.118,0.005,2022,7,09/07/2022,0.65,0.81,ambas
CHIMBOTE,2022 - I,1143,30.7,0.06,0.006,2022,7,10/07/2022,0.7,0.65,ambas
CHIMBOTE,2022 - I,2050,12.1,0.422,0.06,2022,7,11/07/2022,0.28,0.7,ambas
CHIMBOTE,2022 - I,629,8.5,0.711,0.084,2022,7,15/07/2022,0.33,,ambas
CHIMBOTE,2022 - I,410,10.4,0.364,0,2022,7,19/07/2022,0.3,,ambas
CHIMBOTE,2022 - I,2143,14.3,0.26,0.085,2022,7,20/07/2022,0.61,0.3,ambas
CHIMBOTE,2022 - I,1964,11.7,0.017,0.012,2022,7,21/07/2022,0.98,0.61,ambas
CHIMBOTE,2022 - I,1762,15.2,0.233,0,2022,7,22/07/2022,0.82,0.98,ambas
CHIMBOTE,2022 - II,3191,14.7,0.163,0.011,2022,11,23/11/2022,1,,ambas
CHIMBOTE,2022 - II,3085,13,0.138,0.013,2022,11,24/11/2022,0.77,1,ambas
CHIMBOTE,2022 - II,1798,12.9,0.12,0.01,2022,11,25/11/2022,0.59,0.77,ambas
CHIMBOTE,2022 - II,1934,15.1,0.102,0.012,2022,11,26/11/2022,0.33,0.59,ambas
CHIMBOTE,2022 - II,3564,14.8,0.158,0.012,2022,11,27/11/2022,0.09,0.33,ambas
CHIMBOTE,2022 - II,2372,16.5,0.262,0.018,2022,11,28/11/2022,0.49,0.09,ambas
CHIMBOTE,2022 - II,1960,10.5,0.063,0.062,2022,11,29/11/2022,0.18,0.49,ambas
CHIMBOTE,2022 - II,2204,15.9,0.055,0.051,2022,11,30/11/2022,0.36,0.18,ambas
CHIMBOTE,2022 - II,2371,13.9,0.065,0.014,2022,12,01/12/2022,0.37,0.36,ambas
CHIMBOTE,2022 - II,2506,15.6,0.088,0.033,2022,12,02/12/2022,0.3,0.37,ambas
CHIMBOTE,2022 - II,564,25.6,0.04,0.011,2022,12,03/12/2022,0.21,0.3,ambas
CHIMBOTE,2022 - II,4238,21.1,0.064,0.011,2022,12,04/12/2022,0.86,0.21,ambas
CHIMBOTE,2022 - II,1824,13.3,0.088,0.008,2022,12,05/12/2022,0.55,0.86,ambas
CHIMBOTE,2022 - II,3800,15,0.02,0.043,2022,12,06/12/2022,0.56,0.55,ambas
CHIMBOTE,2022 - II,1211,23.5,0.07,0.082,2022,12,07/12/2022,0.3,0.56,ambas
CHIMBOTE,2022 - II,3679,15.9,0.138,0.137,2022,12,08/12/2022,0.67,0.3,ambas
CHIMBOTE,2022 - II,2658,11.2,0.071,0.073,2022,12,09/12/2022,0.34,0.67,ambas
CHIMBOTE,2022 - II,2032,15.4,0.071,0.108,2022,12,10/12/2022,0.7,0.34,ambas
CHIMBOTE,2022 - II,3688,28.2,0.192,0.078,2022,12,11/12/2022,0.13,0.7,ambas
CHIMBOTE,2022 - II,2400,25.2,0.193,0.027,2022,12,12/12/2022,0,0.13,ambas
CHIMBOTE,2022 - II,3138,25.2,0.083,0.081,2022,12,13/12/2022,0.56,0,ambas
CHIMBOTE,2022 - II,1268,27.9,0.049,0.077,2022,12,14/12/2022,0,0.56,ambas
CHIMBOTE,2022 - II,1490,22.9,0.281,0.081,2022,12,15/12/2022,0.53,0,ambas
CHIMBOTE,2022 - II,1690,19.2,0.033,0.014,2022,12,16/12/2022,0.38,0.53,ambas
CHIMBOTE,2022 - II,1676,18.3,0.023,0.01,2022,12,17/12/2022,0.51,0.38,ambas
CHIMBOTE,2022 - II,2571,25.9,0.021,0.003,2022,12,18/12/2022,0.65,0.51,ambas
CHIMBOTE,2022 - II,529,17,0.018,0.005,2022,12,19/12/2022,0.37,0.65,ambas
CHIMBOTE,2022 - II,2693,18.8,0.14,0.049,2022,12,20/12/2022,0.78,0.37,ambas
CHIMBOTE,2022 - II,607,11.2,0.078,0.057,2022,12,22/12/2022,0.47,,ambas
CHIMBOTE,2022 - II,610,11.5,0.034,0.064,2022,12,23/12/2022,0.64,0.47,ambas
CHIMBOTE,2022 - II,3298,13.2,0.307,0.198,2022,12,24/12/2022,0.29,0.64,ambas
CHIMBOTE,2022 - II,585,9.3,0.034,0.096,2022,12,26/12/2022,0.68,,ambas
CHIMBOTE,2022 - II,1758,13.5,0.157,0.037,2022,12,27/12/2022,0.86,0.68,ambas
CHIMBOTE,2022 - II,1081,13.5,0.188,0.072,2022,12,28/12/2022,0,0.86,ambas
CHIMBOTE,2022 - II,1216,15.6,0.063,0.157,2022,12,29/12/2022,0.41,0,ambas
CHIMBOTE,2022 - II,250,7.3,0.123,0.047,2022,12,30/12/2022,0.61,0.41,ambas
CHIMBOTE,2022 - II,1092,12.5,0.196,0.09,2022,12,31/12/2022,0.91,0.61,ambas
CHIMBOTE,2022 - II,484,11.4,0.428,0.229,2023,1,02/01/2023,0.26,,ambas
CHIMBOTE,2022 - II,617,13.8,0.02,0.081,2023,1,03/01/2023,0.56,0.26,ambas
CHIMBOTE,2022 - II,1482,48.6,0.1,0.034,2023,1,11/01/2023,0,,ambas
CHIMBOTE,2022 - II,554,13.1,0.143,0.018,2023,1,12/01/2023,0,0,ambas
CHIMBOTE,2022 - II,687,11.5,0.082,0.086,2023,1,15/01/2023,0,,ambas
CHIMBOTE,2022 - II,282,13.6,0.095,0,2023,1,17/01/2023,0,,ambas
CHIMBOTE,2022 - II,1367,22.7,0.245,0.033,2023,1,18/01/2023,0.06,0,ambas
CHIMBOTE,2022 - II,784,12.9,0.169,0.058,2023,1,19/01/2023,0,0.06,ambas
CHIMBOTE,2022 - II,478,8.7,0.215,0.15,2023,1,20/01/2023,0,0,ambas
CHIMBOTE,2022 - II,819,12.9,0.083,0.107,2023,1,21/01/2023,0.1,0,ambas
CHIMBOTE,2022 - II,4808,19.4,0.294,0.096,2023,1,22/01/2023,0.48,0.1,ambas
CHIMBOTE,2022 - II,1120,15.4,0.515,0.186,2023,1,23/01/2023,0.18,0.48,ambas
CHIMBOTE,2022 - II,152,9.7,0.026,0.063,2023,1,24/01/2023,0,0.18,ambas
CHIMBOTE,2022 - II,1372,16.3,0.168,0.041,2023,1,25/01/2023,0.06,0,ambas
CHIMBOTE,2022 - II,733,7.5,0.184,0.114,2023,1,26/01/2023,0.07,0.06,ambas
CHIMBOTE,2022 - II,1375,13.8,0.153,0.001,2023,1,27/01/2023,0.66,0.07,ambas
CHIMBOTE,2022 - II,275,11.8,0.448,0.136,2023,1,28/01/2023,0,0.66,ambas
CHIMBOTE,2022 - II,161,8.6,0.372,0.042,2023,1,30/01/2023,0,,ambas
CHIMBOTE,2022 - II,342,10.2,0.561,0.013,2023,2,03/02/2023,0.32,,ambas
CHIMBOTE,2022 - II,554,14.1,0.024,0.067,2023,2,04/02/2023,0.15,0.32,ambas
CHIMBOTE,2023 - I,243,7.5,0.956,0,2023,6,03/06/2023,0,,ambas
CHIMBOTE,2023 - I,107,7.7,0.934,0.025,2023,6,04/06/2023,0,0,ambas
CHIMBOTE,2023 - I,564,29,0.964,0,2023,6,06/06/2023,0,,ambas
CHIMBOTE,2023 - I,2935,17.4,0.495,0.003,2023,8,05/08/2023,0.15,,ambas
CHIMBOTE,2023 - I,1941,14.7,0.706,0.002,2023,8,06/08/2023,0,0.15,ambas
CHIMBOTE,2023 - I,3510,23.7,0.678,0.002,2023,8,07/08/2023,0,0,ambas
CHIMBOTE,2023 - I,1897,28.1,0.548,0,2023,8,08/08/2023,0,0,ambas
CHIMBOTE,2023 - I,767,29.4,0.696,0,2023,8,10/08/2023,0,,ambas
CHIMBOTE,2023 - I,2007,12.3,0.842,0,2023,8,11/08/2023,0,0,ambas
CHIMBOTE,2023 - I,2413,19.3,0.715,0,2023,8,12/08/2023,0,0,ambas
CHIMBOTE,2023 - II,1697,19.8,0.667,0.015,2023,10,21/10/2023,0,,ambas
CHIMBOTE,2023 - II,1257,13.3,0.184,0.001,2023,10,22/10/2023,0,0,ambas
CHIMBOTE,2023 - II,1685,26.6,0.429,0,2023,10,23/10/2023,0.13,0,ambas
CHIMBOTE,2023 - II,3121,10,0.456,0,2023,10,26/10/2023,0.49,,ambas
CHIMBOTE,2023 - II,3257,14,0.656,0,2023,10,31/10/2023,0.47,,ambas
CHIMBOTE,2023 - II,2655,18.3,0.599,0,2023,11,01/11/2023,0.42,0.47,ambas
CHIMBOTE,2023 - II,204,5.2,0.28,0,2023,11,02/11/2023,0.3,0.42,ambas
CHIMBOTE,2023 - II,2803,23.1,0.456,0,2023,11,03/11/2023,0.22,0.3,ambas
CHIMBOTE,2023 - II,495,21.1,0.331,0,2023,11,05/11/2023,0.88,,ambas
CHIMBOTE,2023 - II,2232,25.6,0.685,0,2023,11,06/11/2023,0.9,0.88,ambas
CHIMBOTE,2023 - II,1244,9.7,0.598,0.047,2023,11,08/11/2023,0.25,,ambas
CHIMBOTE,2023 - II,1651,23.6,0.444,0,2023,11,09/11/2023,0.27,0.25,ambas
CHIMBOTE,2023 - II,1284,23,0.362,0,2023,11,10/11/2023,0.78,0.27,ambas
CHIMBOTE,2023 - II,2239,22.3,0.393,0.001,2023,11,11/11/2023,0.7,0.78,ambas
CHIMBOTE,2023 - II,1516,12.9,0.117,0.002,2023,11,12/11/2023,0.52,0.7,ambas
CHIMBOTE,2023 - II,3786,20,0.403,0,2023,11,13/11/2023,0.52,0.52,ambas
CHIMBOTE,2023 - II,1477,19.5,0.333,0,2023,11,14/11/2023,0.33,0.52,ambas
CHIMBOTE,2023 - II,1498,10.1,0.077,0,2023,11,19/11/2023,0.83,,ambas
CHIMBOTE,2023 - II,1190,13.8,0.116,0.006,2023,11,20/11/2023,0.72,0.83,ambas
CHIMBOTE,2023 - II,1698,13.3,0.239,0,2023,11,21/11/2023,0.81,0.72,ambas
CHIMBOTE,2023 - II,401,6.6,0.487,0,2023,11,22/11/2023,0.38,0.81,ambas
CHIMBOTE,2023 - II,117,13.4,0.832,0.063,2023,11,26/11/2023,0,,ambas
CHIMBOTE,2023 - II,325,10,0.648,0,2023,11,27/11/2023,0.09,0,ambas
CHIMBOTE,2023 - II,198,9,0.545,0,2023,11,28/11/2023,0.39,0.09,ambas
CHIMBOTE,2023 - II,1021,8.8,0.385,0,2023,11,29/11/2023,0.44,0.39,ambas
CHIMBOTE,2023 - II,706,7.5,0.587,0,2023,11,30/11/2023,0.5,0.44,ambas
CHIMBOTE,2023 - II,600,7.2,0.487,0,2023,12,01/12/2023,0.38,0.5,ambas
CHIMBOTE,2023 - II,465,9.9,0.285,0,2023,12,02/12/2023,0.94,0.38,ambas
CHIMBOTE,2023 - II,143,8.4,0.779,0,2023,12,05/12/2023,0,,ambas
CHIMBOTE,2024 - I,3220,13.9,0.255,0,2024,4,16/04/2024,0.38,,ambas
CHIMBOTE,2024 - I,2844,11.7,0.435,0,2024,4,17/04/2024,0.42,0.38,ambas
CHIMBOTE,2024 - I,1632,11.3,0.425,0,2024,4,18/04/2024,0,0.42,ambas
CHIMBOTE,2024 - I,3631,12.8,0.484,0,2024,4,19/04/2024,0.23,0,ambas
CHIMBOTE,2024 - I,2789,13,0.354,0,2024,4,20/04/2024,0.39,0.23,ambas
CHIMBOTE,2024 - I,3186,16.6,0.309,0,2024,4,21/04/2024,0.51,0.39,ambas
CHIMBOTE,2024 - I,2427,12.7,0.336,0,2024,4,22/04/2024,0.1,0.51,ambas
CHIMBOTE,2024 - I,2605,13.8,0.694,0,2024,4,23/04/2024,0,0.1,ambas
CHIMBOTE,2024 - I,3298,14.7,0.466,0,2024,4,24/04/2024,0.25,0,ambas
CHIMBOTE,2024 - I,2735,12.5,0.405,0,2024,4,25/04/2024,0,0.25,ambas
CHIMBOTE,2024 - I,2339,14.2,0.267,0,2024,4,26/04/2024,0,0,ambas
CHIMBOTE,2024 - I,1693,12,0.322,0,2024,4,27/04/2024,0.12,0,ambas
CHIMBOTE,2024 - I,1351,13.9,0.383,0,2024,4,28/04/2024,0.69,0.12,ambas
CHIMBOTE,2024 - I,2906,11.7,0.486,0,2024,4,29/04/2024,0.09,0.69,ambas
CHIMBOTE,2024 - I,2272,11.5,0.272,0,2024,4,30/04/2024,0.47,0.09,ambas
CHIMBOTE,2024 - I,2720,13.7,0.152,0.002,2024,5,01/05/2024,0.64,0.47,ambas
CHIMBOTE,2024 - I,1544,12.9,0.236,0,2024,5,02/05/2024,0.39,0.64,ambas
CHIMBOTE,2024 - I,1161,7.4,0.786,0,2024,5,05/05/2024,0.23,,ambas
CHIMBOTE,2024 - I,3101,20.7,0.146,0,2024,5,06/05/2024,0,0.23,ambas
CHIMBOTE,2024 - I,2594,16.4,0.171,0,2024,5,07/05/2024,0.63,0,ambas
CHIMBOTE,2024 - I,2914,19.2,0.261,0.003,2024,5,08/05/2024,0.43,0.63,ambas
CHIMBOTE,2024 - I,3403,16.5,0.263,0,2024,5,09/05/2024,0.54,0.43,ambas
CHIMBOTE,2024 - I,2804,18.7,0.27,0,2024,5,10/05/2024,0.67,0.54,ambas
CHIMBOTE,2024 - I,3617,14.8,0.082,0,2024,5,11/05/2024,0.83,0.67,ambas
CHIMBOTE,2024 - I,2867,13.9,0.29,0,2024,5,12/05/2024,0.49,0.83,ambas
CHIMBOTE,2024 - I,1977,8.8,0.123,0,2024,5,13/05/2024,0.65,0.49,ambas
CHIMBOTE,2024 - I,3058,16.2,0.092,0,2024,5,14/05/2024,0.76,0.65,ambas
CHIMBOTE,2024 - I,2740,13.1,0.141,0,2024,5,15/05/2024,0.6,0.76,ambas
CHIMBOTE,2024 - I,2278,13.2,0.073,0,2024,5,16/05/2024,0.6,0.6,ambas
CHIMBOTE,2024 - I,4415,14.6,0.077,0,2024,5,17/05/2024,0.56,0.6,ambas
CHIMBOTE,2024 - I,3480,13.8,0.084,0,2024,5,18/05/2024,0.55,0.56,ambas
CHIMBOTE,2024 - I,1580,11.4,0.074,0,2024,5,19/05/2024,0.52,0.55,ambas
CHIMBOTE,2024 - I,4364,22.9,0.073,0,2024,5,20/05/2024,0.48,0.52,ambas
CHIMBOTE,2024 - I,2421,13.4,0.066,0,2024,5,21/05/2024,0.76,0.48,ambas
CHIMBOTE,2024 - I,3801,13.5,0.073,0,2024,5,22/05/2024,0.46,0.76,ambas
CHIMBOTE,2024 - I,2368,12.6,0.288,0,2024,5,23/05/2024,0.46,0.46,ambas
CHIMBOTE,2024 - I,2965,19.5,0.131,0,2024,5,24/05/2024,0.27,0.46,ambas
CHIMBOTE,2024 - I,3724,16,0.061,0,2024,5,25/05/2024,0.26,0.27,ambas
CHIMBOTE,2024 - I,2133,20.4,0.061,0,2024,5,26/05/2024,0,0.26,ambas
CHIMBOTE,2024 - I,2780,15.8,0.247,0.006,2024,5,27/05/2024,0.32,0,ambas
CHIMBOTE,2024 - I,1520,13,0.087,0.005,2024,5,28/05/2024,0.75,0.32,ambas
CHIMBOTE,2024 - I,2603,24.2,0.091,0,2024,5,29/05/2024,0.5,0.75,ambas
CHIMBOTE,2024 - I,2716,19.5,0.06,0.031,2024,5,30/05/2024,0.63,0.5,ambas
CHIMBOTE,2024 - I,3295,18.6,0.076,0.029,2024,5,31/05/2024,0.44,0.63,ambas
CHIMBOTE,2024 - I,2179,12.3,0.128,0.008,2024,6,01/06/2024,0.76,0.44,ambas
CHIMBOTE,2024 - I,3570,11.8,0.087,0,2024,6,02/06/2024,0.29,0.76,ambas
CHIMBOTE,2024 - I,1370,9.3,0.035,0.005,2024,6,03/06/2024,0.31,0.29,ambas
CHIMBOTE,2024 - I,2605,11.8,0.042,0,2024,6,04/06/2024,0.28,0.31,ambas
CHIMBOTE,2024 - I,3422,17.3,0.098,0,2024,6,05/06/2024,0.48,0.28,ambas
CHIMBOTE,2024 - I,3190,18.1,0.046,0,2024,6,06/06/2024,0.43,0.48,ambas
CHIMBOTE,2024 - I,311,29.8,0.04,0,2024,6,07/06/2024,0.77,0.43,ambas
CHIMBOTE,2024 - I,438,25.4,0.038,0.007,2024,6,08/06/2024,0.86,0.77,ambas
CHIMBOTE,2024 - II,1172,9,0,0,2024,11,01/11/2024,0.76,,ambas
CHIMBOTE,2024 - II,1587,8.5,0,0,2024,11,02/11/2024,0.48,0.76,ambas
CHIMBOTE,2024 - II,1846,7.3,0,0,2024,11,03/11/2024,0.36,0.48,ambas
CHIMBOTE,2024 - II,2584,10.2,0.005,0.02,2024,11,04/11/2024,0.75,0.36,ambas
CHIMBOTE,2024 - II,3442,11.9,0,0,2024,11,05/11/2024,0.73,0.75,ambas
CHIMBOTE,2024 - II,2499,14.3,0,0,2024,11,06/11/2024,0.62,0.73,ambas
CHIMBOTE,2024 - II,2945,11.8,0,0.012,2024,11,08/11/2024,0,,ambas
CHIMBOTE,2024 - II,1628,9.5,0,0,2024,11,09/11/2024,0.69,0,ambas
CHIMBOTE,2024 - II,3784,10.9,0.014,0,2024,11,10/11/2024,0.39,0.69,ambas
CHIMBOTE,2024 - II,2676,14.3,0,0.001,2024,11,11/11/2024,0.42,0.39,ambas
CHIMBOTE,2024 - II,2393,11.9,0,0.002,2024,11,12/11/2024,0.27,0.42,ambas
CHIMBOTE,2024 - II,1431,10.7,0.012,0.014,2024,11,13/11/2024,0.76,0.27,ambas
CHIMBOTE,2024 - II,1796,12,0,0.025,2024,11,14/11/2024,0.37,0.76,ambas
CHIMBOTE,2024 - II,2604,10.2,0.008,0.011,2024,11,16/11/2024,0.64,,ambas
CHIMBOTE,2024 - II,3396,19.8,0.046,0,2024,11,17/11/2024,0.95,0.64,ambas
CHIMBOTE,2024 - II,2920,15.4,0.001,0,2024,11,18/11/2024,0.53,0.95,ambas
CHIMBOTE,2024 - II,2570,11.4,0.032,0.007,2024,11,19/11/2024,0.5,0.53,ambas
CHIMBOTE,2024 - II,2371,9.6,0.359,0.118,2024,11,20/11/2024,0.34,0.5,ambas
CHIMBOTE,2024 - II,3428,18.8,0.036,0.018,2024,11,21/11/2024,0.39,0.34,ambas
CHIMBOTE,2024 - II,2827,13.3,0.036,0.106,2024,11,22/11/2024,0.35,0.39,ambas
CHIMBOTE,2024 - II,2933,14.8,0.006,0.02,2024,11,23/11/2024,0.77,0.35,ambas
CHIMBOTE,2024 - II,2998,13.9,0,0.002,2024,11,24/11/2024,0.5,0.77,ambas
CHIMBOTE,2024 - II,3983,25.8,0.023,0.006,2024,11,25/11/2024,0.83,0.5,ambas
CHIMBOTE,2024 - II,3005,14.2,0.021,0.025,2024,11,27/11/2024,0.54,,ambas
CHIMBOTE,2024 - II,3388,15.1,0.008,0.013,2024,11,28/11/2024,0.16,0.54,ambas
CHIMBOTE,2024 - II,2117,15.5,0.035,0.042,2024,11,29/11/2024,0.15,0.16,ambas
CHIMBOTE,2024 - II,3233,17.6,0.321,0.014,2024,11,30/11/2024,0.24,0.15,ambas
CHIMBOTE,2024 - II,2808,13,0.138,0.2,2024,12,01/12/2024,0.29,0.24,ambas
CHIMBOTE,2024 - II,3757,16.5,0.192,0,2024,12,02/12/2024,0,0.29,ambas
CHIMBOTE,2024 - II,3027,18.4,0.245,0.011,2024,12,03/12/2024,0,0,ambas
CHIMBOTE,2024 - II,1572,20.9,0.017,0.009,2024,12,04/12/2024,0.14,0,ambas
CHIMBOTE,2024 - II,2036,17.6,0.046,0.038,2024,12,05/12/2024,0.41,0.14,ambas
CHIMBOTE,2024 - II,3265,21.8,0.022,0.038,2024,12,06/12/2024,0.28,0.41,ambas
CHIMBOTE,2024 - II,3306,18.3,0.013,0.034,2024,12,07/12/2024,0.65,0.28,ambas
CHIMBOTE,2024 - II,3563,22.1,0.011,0.038,2024,12,08/12/2024,0.5,0.65,ambas
CHIMBOTE,2024 - II,3038,18,0.045,0.016,2024,12,09/12/2024,0.37,0.5,ambas
CHIMBOTE,2024 - II,2897,25,0.109,0.026,2024,12,10/12/2024,0.49,0.37,ambas
CHIMBOTE,2024 - II,2720,23.5,0.015,0.015,2024,12,11/12/2024,0.36,0.49,ambas
CHIMBOTE,2024 - II,3685,20.7,0.307,0.034,2024,12,12/12/2024,0.39,0.36,ambas
CHIMBOTE,2024 - II,3841,18.7,0.021,0.021,2024,12,13/12/2024,0.13,0.39,ambas
CHIMBOTE,2024 - II,2437,12.3,0.005,0.009,2024,12,14/12/2024,0.21,0.13,ambas
CHIMBOTE,2024 - II,3661,22.6,0.163,0.029,2024,12,15/12/2024,0.17,0.21,ambas
CHIMBOTE,2024 - II,2685,17.2,0.091,0.001,2024,12,16/12/2024,0.11,0.17,ambas
CHIMBOTE,2024 - II,3104,16.4,0.349,0.031,2024,12,17/12/2024,0.64,0.11,ambas
CHIMBOTE,2024 - II,2745,13.5,0.073,0.062,2024,12,18/12/2024,0.6,0.64,ambas
CHIMBOTE,2024 - II,2104,11.6,0.052,0.085,2024,12,19/12/2024,0.09,0.6,ambas
CHIMBOTE,2024 - II,3481,14.8,0.034,0.098,2024,12,20/12/2024,0.36,0.09,ambas
CHIMBOTE,2024 - II,3340,12.5,0.046,0.025,2024,12,21/12/2024,0.49,0.36,ambas
CHIMBOTE,2024 - II,3471,19.8,0.237,0.031,2024,12,22/12/2024,0.09,0.49,ambas
CHIMBOTE,2024 - II,2833,23.2,0.157,0.024,2024,12,23/12/2024,0,0.09,ambas
CHIMBOTE,2024 - II,3768,19.2,0.559,0.079,2024,12,27/12/2024,0.34,,ambas
CHIMBOTE,2024 - II,92,10.6,0,0.026,2024,12,28/12/2024,0,0.34,ambas
CHIMBOTE,2024 - II,2592,15.3,0.127,0.036,2024,12,31/12/2024,0.03,,ambas
CHIMBOTE,2024 - II,2644,12.4,0.029,0.13,2025,1,01/01/2025,0.38,0.03,ambas
CHIMBOTE,2024 - II,3343,22.4,0.433,0.256,2025,1,02/01/2025,0.03,0.38,ambas
CHIMBOTE,2024 - II,3289,16.1,0.801,0.159,2025,1,03/01/2025,0.42,0.03,ambas
CHIMBOTE,2024 - II,507,11,0,0.563,2025,1,04/01/2025,0.24,0.42,ambas
CHIMBOTE,2024 - II,1678,12.5,0.197,0.237,2025,1,05/01/2025,0.56,0.24,ambas
CHIMBOTE,2024 - II,3145,12.8,0.373,0.122,2025,1,06/01/2025,0.66,0.56,ambas
CHIMBOTE,2024 - II,2921,14.7,0.535,0.184,2025,1,07/01/2025,0.43,0.66,ambas
CHIMBOTE,2024 - II,926,16.4,0.353,0.402,2025,1,08/01/2025,0.19,0.43,ambas
CHIMBOTE,2024 - II,3080,14.5,0.696,0.363,2025,1,09/01/2025,0.07,0.19,ambas
CHIMBOTE,2024 - II,1171,14.5,0.67,0.363,2025,1,10/01/2025,0,0.07,ambas
CHIMBOTE,2024 - II,2809,23.8,0.335,0.159,2025,1,11/01/2025,0.25,0,ambas
CHIMBOTE,2024 - II,1902,14,0.404,0.231,2025,1,12/01/2025,0.42,0.25,ambas
CHIMBOTE,2024 - II,3398,20.6,0.112,0.195,2025,1,13/01/2025,0.23,0.42,ambas
CHIMBOTE,2024 - II,945,22.4,0.077,0.019,2025,1,15/01/2025,0.48,,ambas
CHIMBOTE,2024 - II,967,23.5,0.3,0.059,2025,1,16/01/2025,0.21,0.48,ambas
