PLANTA,TEMPORADA,Fecha_Batch,DESCARG,TDC_POND,JUVX2,Munida_pond
Vegueta,2025 - II,10/01/26,"1,081",23.2,7.0 %,1.1
Vegueta,2026 - I,19/12/25,0,NaN,,NaN
Vegueta,2026 - I,9/04/26,"2,829",16.4,20.6 %,8.1
Vegueta,2026 - I,10/04/26,"2,336",13.5,20.9 %,3.1
Vegueta,2026 - I,11/04/26,"1,185",10.5,38.3 %,2.4
Vegueta,2026 - I,12/04/26,596,8.2,7.6 %,0.2
Vegueta,2026 - I,13/04/26,510,8.7,62.4 %,1.3
Vegueta,2026 - I,14/04/26,947,11.2,13.5 %,2.5
Vegueta,2026 - I,17/04/26,224,5.2,51.9 %,0.2
Vegueta,2026 - I,18/04/26,290,9.1,93.0 %,1.7
Vegueta,2026 - I,19/04/26,352,10.5,87.5 %,0.3
Vegueta,2026 - I,20/04/26,465,11.7,49.0 %,8.0
Vegueta,2026 - I,21/04/26,"1,030",14.1,49.7 %,7.7
Vegueta,2026 - I,22/04/26,"3,327",21.0,33.4 %,0.0
Vegueta,2026 - I,23/04/26,"2,977",21.1,38.6 %,9.7
Vegueta,2026 - I,24/04/26,"2,023",22.4,58.8 %,0.3
Vegueta,2026 - I,7/05/26,32,10.5,81.6 %,5.1
Callao,2025 - I,22/04/25,"3,809",14.3,31.8 %,7.4
Callao,2025 - I,23/04/25,"3,777",16.1,31.6 %,3.0
Callao,2025 - I,24/04/25,"3,737",16.1,22.4 %,3.5
Callao,2025 - I,25/04/25,"2,283",16.7,22.8 %,2.4
Callao,2025 - I,26/04/25,"1,400",18.7,37.0 %,4.6
Callao,2025 - I,27/04/25,"2,816",10.2,56.9 %,2.6
Callao,2025 - I,28/04/25,"3,504",17.2,40.9 %,12.5
Callao,2025 - I,29/04/25,140,29.9,31.4 %,2.9
Callao,2025 - I,30/04/25,"2,811",18.5,36.4 %,3.5
Callao,2025 - I,1/05/25,"4,319",10.9,42.3 %,5.2
Callao,2025 - I,2/05/25,"4,324",16.4,27.9 %,5.1
Callao,2025 - I,3/05/25,"2,246",12.1,26.5 %,3.0
Callao,2025 - I,4/05/25,"3,178",15.4,31.6 %,10.0
Callao,2025 - I,5/05/25,"2,981",19.0,46.3 %,2.6
Callao,2025 - I,6/05/25,"2,636",15.1,26.9 %,13.1
Callao,2025 - I,7/05/25,"4,036",11.8,60.6 %,11.8
Callao,2025 - I,8/05/25,"3,930",12.8,39.1 %,6.1
Callao,2025 - I,9/05/25,"2,362",9.5,34.9 %,19.6
Callao,2025 - I,10/05/25,"1,706",13.4,27.5 %,10.8
Callao,2025 - I,11/05/25,"4,099",14.8,33.6 %,1.7
Callao,2025 - I,12/05/25,"2,066",14.3,14.0 %,6.4
Callao,2025 - I,13/05/25,805,8.1,33.7 %,14.1
Callao,2025 - I,14/05/25,"1,639",12.7,42.4 %,9.9
Callao,2025 - I,17/05/25,"4,188",12.0,21.2 %,12.0
Callao,2025 - I,18/05/25,"3,895",10.6,38.0 %,10.6
Callao,2025 - I,19/05/25,"2,214",13.1,36.2 %,20.2
Callao,2025 - I,20/05/25,"2,935",15.7,34.0 %,14.9
Callao,2025 - I,21/05/25,"2,429",29.5,24.2 %,0.7
Callao,2025 - I,26/05/25,"1,120",21.9,13.0 %,5.4
Callao,2025 - I,27/05/25,"1,941",12.7,38.0 %,2.5
Callao,2025 - I,30/05/25,"4,482",19.5,25.0 %,1.4
Callao,2025 - I,31/05/25,"2,392",21.2,49.9 %,30.9
Callao,2025 - I,1/06/25,"1,168",15.7,27.5 %,3.4
Callao,2025 - I,2/06/25,"3,766",19.3,38.9 %,1.8
Callao,2025 - I,3/06/25,179,10.9,63.5 %,22.8
Callao,2025 - I,4/06/25,"5,515",23.0,40.4 %,2.4
Callao,2025 - I,5/06/25,"3,854",18.1,48.7 %,5.6
Callao,2025 - I,6/06/25,"2,027",14.8,46.0 %,1.2
Callao,2025 - I,7/06/25,376,17.7,24.2 %,4.3
Callao,2025 - I,8/06/25,"1,628",18.0,27.9 %,4.4
Callao,2025 - I,9/06/25,644,20.6,39.1 %,4.3
Callao,2025 - I,10/06/25,621,14.2,42.2 %,6.6
Callao,2025 - I,11/06/25,"2,653",18.8,73.1 %,40.8
Callao,2025 - I,12/06/25,680,13.3,65.9 %,23.5
Callao,2025 - I,15/06/25,441,26.1,60.9 %,9.9
Callao,2025 - I,16/06/25,561,13.2,67.2 %,19.1
Callao,2025 - I,17/06/25,"3,280",13.0,47.7 %,5.0
Callao,2025 - I,18/06/25,586,9.0,62.6 %,10.7
Callao,2025 - I,19/06/25,240,3.9,40.1 %,16.7
Callao,2025 - I,20/06/25,"1,791",14.5,59.7 %,10.8
Callao,2025 - I,21/06/25,851,30.3,60.9 %,5.6
Callao,2025 - I,22/06/25,283,7.6,46.5 %,20.5
Callao,2025 - I,23/06/25,152,5.0,62.3 %,7.2
Callao,2025 - I,24/06/25,461,9.2,56.4 %,7.3
Callao,2025 - I,25/06/25,387,8.5,65.7 %,12.3
Callao,2025 - I,1/07/25,499,8.9,70.6 %,14.9
Callao,2025 - I,2/07/25,"2,904",24.7,53.3 %,13.5
Callao,2025 - I,3/07/25,200,5.9,39.8 %,1.0
Callao,2025 - I,4/07/25,"1,883",19.1,53.7 %,2.5
Callao,2025 - I,5/07/25,532,11.5,74.4 %,7.5
Callao,2025 - I,6/07/25,452,8.2,70.8 %,3.0
Callao,2025 - I,7/07/25,239,9.4,77.6 %,2.3
Callao,2025 - I,8/07/25,988,18.2,49.4 %,0.4
Callao,2025 - I,9/07/25,380,8.2,44.2 %,2.0
Callao,2025 - I,10/07/25,943,14.6,74.7 %,12.3
Callao,2025 - I,11/07/25,"1,167",7.3,67.4 %,7.4
Callao,2025 - I,12/07/25,386,5.9,60.8 %,14.2
Callao,2025 - I,13/07/25,353,6.9,61.8 %,18.6
Callao,2025 - I,14/07/25,446,9.5,53.7 %,13.3
Callao,2025 - I,18/07/25,116,5.2,85.6 %,4.0
Callao,2025 - I,19/07/25,201,7.7,67.9 %,1.2
Callao,2025 - I,20/07/25,422,11.0,61.8 %,0.7
Callao,2025 - I,21/07/25,327,7.7,48.2 %,0.1
Callao,2025 - I,22/07/25,37,5.4,76.3 %,26.9
Callao,2025 - I,23/07/25,545,17.8,71.3 %,0.0
Callao,2025 - II,,227,37.6,,0.0
Callao,2025 - II,7/11/25,"1,098",16.1,43.6 %,0.5
Callao,2025 - II,8/11/25,"2,178",10.5,33.8 %,2.9
Callao,2025 - II,9/11/25,579,8.4,36.2 %,12.6
Callao,2025 - II,10/11/25,152,9.9,45.1 %,1.2
Callao,2025 - II,11/11/25,181,13.4,23.1 %,39.0
Callao,2025 - II,12/11/25,489,36.6,58.2 %,1.4
Callao,2025 - II,29/11/25,525,17.8,0.2 %,0.0
Callao,2025 - II,30/11/25,"2,534",22.6,0.0 %,0.0
Callao,2025 - II,1/12/25,"1,046",17.4,6.3 %,0.5
Callao,2025 - II,2/12/25,"1,888",12.4,14.4 %,2.1
Callao,2025 - II,3/12/25,762,12.7,26.1 %,5.0
Callao,2025 - II,4/12/25,"1,862",12.8,19.2 %,8.9
Callao,2025 - II,5/12/25,"1,720",10.8,28.1 %,10.5
Callao,2025 - II,6/12/25,"3,614",16.0,27.4 %,1.8
Callao,2025 - II,7/12/25,"1,880",20.4,11.9 %,6.1
Callao,2025 - II,8/12/25,"1,542",15.8,21.7 %,7.2
Callao,2025 - II,9/12/25,"1,110",9.8,18.9 %,4.2
Callao,2025 - II,10/12/25,369,20.1,8.5 %,6.4
Callao,2025 - II,11/12/25,"1,366",9.1,6.8 %,3.0
Callao,2025 - II,12/12/25,"2,039",10.4,12.8 %,5.1
Callao,2025 - II,13/12/25,"1,693",15.6,40.2 %,19.6
Callao,2025 - II,14/12/25,323,9.6,15.3 %,7.4
Callao,2025 - II,15/12/25,"1,786",16.4,35.1 %,0.9
Callao,2025 - II,16/12/25,"1,698",12.5,49.9 %,3.1
Callao,2025 - II,17/12/25,"1,380",10.6,11.8 %,22.9
Callao,2025 - II,18/12/25,539,6.7,12.4 %,25.1
Callao,2025 - II,19/12/25,887,18.6,54.9 %,11.6
Callao,2025 - II,20/12/25,"3,151",25.1,21.9 %,2.3
Callao,2025 - II,21/12/25,"1,263",15.5,16.0 %,4.5
Callao,2025 - II,22/12/25,"3,966",22.6,30.5 %,11.6
Callao,2025 - II,23/12/25,"1,860",28.9,24.8 %,16.2
Callao,2025 - II,27/12/25,751,9.2,23.1 %,12.1
Callao,2025 - II,28/12/25,694,14.0,29.5 %,17.0
Callao,2025 - II,29/12/25,651,21.2,70.5 %,24.5
Callao,2025 - II,30/12/25,66,10.7,36.0 %,27.3
Callao,2025 - II,31/12/25,250,14.4,15.0 %,0.0
Callao,2025 - II,1/01/26,35,24.8,5.4 %,5.1
Callao,2025 - II,5/01/26,51,44.3,3.7 %,0.0
Callao,2025 - II,9/01/26,5,7.6,74.3 %,20.0
Callao,2026 - I,9/04/26,"3,496",15.8,8.9 %,2.2
Callao,2026 - I,10/04/26,861,11.2,31.6 %,18.2
Callao,2026 - I,11/04/26,"3,889",18.0,51.4 %,5.8
Callao,2026 - I,12/04/26,"2,456",21.1,64.6 %,14.3
Callao,2026 - I,13/04/26,"1,098",16.2,54.0 %,19.7
Callao,2026 - I,14/04/26,"3,073",19.8,36.2 %,6.8
Callao,2026 - I,15/04/26,"2,575",18.0,47.8 %,4.1
Callao,2026 - I,16/04/26,"2,702",23.6,43.8 %,8.4
Callao,2026 - I,17/04/26,"3,546",19.2,37.9 %,4.8
Callao,2026 - I,18/04/26,"1,985",18.9,56.9 %,6.4
Callao,2026 - I,19/04/26,"3,080",19.3,64.4 %,4.2
Callao,2026 - I,20/04/26,"1,012",22.5,55.2 %,3.5
Callao,2026 - I,21/04/26,"2,519",11.0,30.7 %,1.7
Callao,2026 - I,22/04/26,"5,536",16.5,34.6 %,0.0
Callao,2026 - I,23/04/26,"3,835",20.8,30.5 %,16.1
Callao,2026 - I,25/04/26,104,12.6,50.8 %,0.0
Callao,2026 - I,7/05/26,56,14.2,77.6 %,32.7
Callao,2026 - I,8/05/26,98,14.7,25.2 %,8.4
P. Sur,2025 - I,22/04/25,389,7.8,46.5 %,3.7
P. Sur,2025 - I,23/04/25,"2,136",14.1,35.4 %,1.1
P. Sur,2025 - I,24/04/25,"1,725",14.3,38.6 %,2.4
P. Sur,2025 - I,25/04/25,"1,638",9.6,3.1 %,0.2
P. Sur,2025 - I,26/04/25,"1,643",16.6,21.7 %,9.4
P. Sur,2025 - I,27/04/25,"1,262",12.5,34.0 %,1.8
P. Sur,2025 - I,28/04/25,"1,946",15.2,49.8 %,7.7
P. Sur,2025 - I,29/04/25,"1,307",16.9,41.6 %,1.3
P. Sur,2025 - I,30/04/25,"2,998",16.7,37.5 %,7.4
P. Sur,2025 - I,1/05/25,"1,550",12.6,24.3 %,0.0
P. Sur,2025 - I,2/05/25,"2,120",19.9,29.9 %,15.1
P. Sur,2025 - I,3/05/25,"1,157",12.8,5.4 %,0.4
P. Sur,2025 - I,4/05/25,"2,008",14.0,51.6 %,12.3
P. Sur,2025 - I,5/05/25,"2,290",18.9,46.5 %,5.1
P. Sur,2025 - I,6/05/25,"1,911",14.3,57.2 %,1.7
P. Sur,2025 - I,7/05/25,"1,849",20.8,79.8 %,26.6
P. Sur,2025 - I,8/05/25,587,16.5,25.8 %,2.6
P. Sur,2025 - I,9/05/25,"1,687",12.7,57.1 %,13.3
P. Sur,2025 - I,10/05/25,"2,053",12.1,38.1 %,0.8
P. Sur,2025 - I,11/05/25,"1,088",9.7,45.9 %,11.7
P. Sur,2025 - I,12/05/25,"2,137",14.9,41.8 %,13.3
P. Sur,2025 - I,13/05/25,579,11.1,11.5 %,2.2
P. Sur,2025 - I,14/05/25,"1,088",12.4,41.6 %,0.4
P. Sur,2025 - I,15/05/25,397,16.1,19.7 %,0.0
P. Sur,2025 - I,16/05/25,"1,705",15.7,35.5 %,32.3
P. Sur,2025 - I,17/05/25,"1,870",12.4,27.7 %,0.0
P. Sur,2025 - I,18/05/25,"2,179",16.8,70.9 %,0.9
P. Sur,2025 - I,19/05/25,"2,155",13.0,24.4 %,5.3
P. Sur,2025 - I,20/05/25,"2,082",12.7,21.3 %,0.0
P. Sur,2025 - I,21/05/25,"2,342",16.0,24.0 %,0.0
P. Sur,2025 - I,22/05/25,808,17.5,25.5 %,1.7
P. Sur,2025 - I,23/05/25,"3,283",26.3,21.3 %,2.3
P. Sur,2025 - I,24/05/25,386,14.3,49.5 %,0.0
P. Sur,2025 - I,25/05/25,"1,038",17.9,43.4 %,0.0
P. Sur,2025 - I,26/05/25,"2,358",16.2,3.9 %,0.0
P. Sur,2025 - I,27/05/25,"1,088",10.7,19.2 %,0.1
P. Sur,2025 - I,28/05/25,"1,060",11.0,17.0 %,0.0
P. Sur,2025 - I,30/05/25,"2,275",16.3,3.5 %,0.0
P. Sur,2025 - I,31/05/25,"2,790",13.0,7.9 %,0.0
P. Sur,2025 - I,1/06/25,"2,586",15.3,20.7 %,4.1
P. Sur,2025 - I,2/06/25,"2,528",15.4,38.7 %,0.8
P. Sur,2025 - I,3/06/25,"2,479",18.7,20.2 %,0.9
P. Sur,2025 - I,4/06/25,"2,520",15.2,23.9 %,0.6
P. Sur,2025 - I,5/06/25,"2,102",12.3,15.8 %,0.1
P. Sur,2025 - I,6/06/25,899,18.9,31.0 %,0.8
P. Sur,2025 - I,7/06/25,"1,239",18.4,14.3 %,0.1
P. Sur,2025 - I,8/06/25,"2,166",27.8,27.1 %,8.2
P. Sur,2025 - I,9/06/25,759,19.4,27.3 %,4.5
P. Sur,2025 - I,10/06/25,"1,678",22.8,34.5 %,2.1
P. Sur,2025 - I,11/06/25,"2,343",35.9,59.9 %,0.6
P. Sur,2025 - I,12/06/25,"1,796",27.2,42.4 %,2.9
P. Sur,2025 - I,13/06/25,"1,722",27.9,54.2 %,0.4
P. Sur,2025 - I,14/06/25,"1,079",33.2,32.1 %,0.1
P. Sur,2025 - I,16/06/25,774,14.9,41.2 %,4.8
P. Sur,2025 - I,17/06/25,"1,802",17.7,36.8 %,0.6
P. Sur,2025 - I,18/06/25,450,10.4,27.9 %,1.7
P. Sur,2025 - I,19/06/25,"1,529",19.5,60.2 %,0.2
P. Sur,2025 - I,20/06/25,"2,553",18.3,62.1 %,3.0
P. Sur,2025 - I,21/06/25,"1,317",22.4,59.0 %,0.8
P. Sur,2025 - I,22/06/25,900,16.8,34.2 %,0.1
P. Sur,2025 - I,23/06/25,728,14.5,62.3 %,0.1
P. Sur,2025 - I,24/06/25,"1,763",20.3,60.3 %,0.0
P. Sur,2025 - I,25/06/25,"2,160",34.9,59.9 %,0.0
P. Sur,2025 - I,26/06/25,679,38.1,58.3 %,0.0
P. Sur,2025 - I,1/07/25,"2,497",13.6,79.4 %,17.4
P. Sur,2025 - I,2/07/25,"2,314",20.4,77.9 %,1.1
P. Sur,2025 - I,3/07/25,"1,905",25.3,38.1 %,3.7
P. Sur,2025 - I,4/07/25,"1,462",21.3,40.3 %,0.0
P. Sur,2025 - I,5/07/25,"1,599",26.1,31.4 %,4.3
P. Sur,2025 - I,6/07/25,915,17.9,70.5 %,0.4
P. Sur,2025 - I,7/07/25,789,19.6,77.4 %,0.5
P. Sur,2025 - I,8/07/25,"2,069",16.6,60.8 %,0.0
P. Sur,2025 - I,9/07/25,894,23.0,55.4 %,8.4
P. Sur,2025 - I,10/07/25,35,8.7,58.3 %,0.0
P. Sur,2025 - I,11/07/25,190,12.4,48.5 %,0.3
P. Sur,2025 - II,,191,5.9,62.0 %,0.0
P. Sur,2025 - II,7/11/25,931,14.7,26.3 %,0.9
P. Sur,2025 - II,8/11/25,"1,210",16.0,73.6 %,1.5
P. Sur,2025 - II,9/11/25,"2,567",17.4,57.3 %,5.8
P. Sur,2025 - II,10/11/25,"1,557",33.8,61.7 %,3.5
P. Sur,2025 - II,11/11/25,"1,237",20.5,68.3 %,20.0
P. Sur,2025 - II,12/11/25,353,24.6,71.6 %,12.8
P. Sur,2025 - II,13/11/25,464,22.6,72.4 %,5.9
P. Sur,2025 - II,14/11/25,309,15.8,71.1 %,9.4
P. Sur,2025 - II,3/12/25,334,18.3,7.0 %,17.4
P. Sur,2025 - II,4/12/25,596,12.6,75.3 %,6.3
P. Sur,2025 - II,7/12/25,"1,136",15.1,73.4 %,4.6
P. Sur,2025 - II,13/12/25,"1,079",18.4,66.6 %,15.5
P. Sur,2025 - II,14/12/25,784,13.8,36.6 %,11.7
P. Sur,2025 - II,15/12/25,"1,626",14.0,40.1 %,1.8
P. Sur,2025 - II,16/12/25,"2,147",10.0,64.4 %,0.1
P. Sur,2025 - II,17/12/25,"1,451",12.0,48.9 %,3.3
P. Sur,2025 - II,18/12/25,70,23.1,28.1 %,27.5
P. Sur,2025 - II,19/12/25,783,15.5,67.2 %,1.9
P. Sur,2025 - II,20/12/25,"1,324",17.1,44.3 %,0.1
P. Sur,2025 - II,21/12/25,868,12.9,71.3 %,2.1
P. Sur,2025 - II,22/12/25,"2,298",18.6,63.0 %,17.4
P. Sur,2025 - II,27/12/25,984,13.7,68.3 %,3.9
P. Sur,2025 - II,28/12/25,167,11.0,67.8 %,7.6
P. Sur,2025 - II,29/12/25,"1,253",12.4,77.8 %,9.4
P. Sur,2025 - II,30/12/25,557,24.0,80.9 %,18.9
P. Sur,2026 - I,9/04/26,"2,546",17.6,28.6 %,2.6
P. Sur,2026 - I,10/04/26,"1,354",15.2,45.5 %,3.8
P. Sur,2026 - I,11/04/26,"2,285",13.3,55.1 %,2.9
P. Sur,2026 - I,12/04/26,"2,134",12.6,74.0 %,5.0
P. Sur,2026 - I,13/04/26,"1,441",17.2,64.0 %,9.6
P. Sur,2026 - I,14/04/26,702,12.3,43.9 %,5.4
P. Sur,2026 - I,15/04/26,"1,618",20.4,48.0 %,8.2
P. Sur,2026 - I,16/04/26,"1,729",22.0,35.5 %,5.6
P. Sur,2026 - I,17/04/26,"1,621",22.7,35.9 %,3.3
P. Sur,2026 - I,18/04/26,"1,239",27.0,80.1 %,7.0
P. Sur,2026 - I,19/04/26,"2,720",27.0,71.9 %,9.1
P. Sur,2026 - I,22/04/26,866,33.9,29.6 %,0.0
P. Sur,2026 - I,23/04/26,580,26.2,37.7 %,10.0
P. Sur,2026 - I,24/04/26,417,26.1,50.0 %,1.5
