PLANTA,TEMPORADA,F. BATCH,%SP+P,ANO,MES,%SP+P ANTERIOR
CALLAO,2025 - II,2025-12-03,0.82,2025,12,0.63
CALLAO,2025 - II,2025-12-04,0.78,2025,12,0.82
CALLAO,2025 - II,2025-12-05,0.76,2025,12,0.78
CALLAO,2025 - II,2025-12-06,0.64,2025,12,0.76
CALLAO,2025 - II,2025-12-07,0.86,2025,12,0.64
CALLAO,2025 - II,2025-12-08,0.84,2025,12,0.86
CALLAO,2025 - II,2025-12-09,0.72,2025,12,0.84
CALLAO,2025 - II,2025-12-10,0.13,2025,12,0.72
CALLAO,2025 - II,2025-12-11,0.85,2025,12,0.13
CALLAO,2025 - II,2025-12-12,0.72,2025,12,0.85
CALLAO,2025 - II,2025-12-13,0.13,2025,12,0.72
CALLAO,2025 - II,2025-12-14,0.11,2025,12,0.13
CALLAO,2025 - II,2025-12-15,0.04,2025,12,0.11
CALLAO,2025 - II,2025-12-16,0.89,2025,12,0.04
CALLAO,2025 - II,2025-12-17,0.41,2025,12,0.89
CALLAO,2025 - II,2025-12-18,0.48,2025,12,0.41
CALLAO,2025 - II,2025-12-19,0.0,2025,12,0.48
CALLAO,2025 - II,2025-12-20,0.53,2025,12,0.0
CALLAO,2025 - II,2025-12-21,0.48,2025,12,0.53
CALLAO,2025 - II,2025-12-22,0.31,2025,12,0.48
CALLAO,2025 - II,2025-12-23,0.0,2025,12,0.31
CALLAO,2025 - II,2025-12-27,0.26,2025,12,
CALLAO,2025 - II,2025-12-28,0.0,2025,12,0.26
CALLAO,2025 - II,2025-12-29,0.0,2025,12,0.0
CALLAO,2025 - II,2025-12-30,0.0,2025,12,0.0
CALLAO,2025 - II,2025-12-31,0.15,2025,12,0.0
CALLAO,2025 - II,2026-01-01,0.0,2026,1,0.15
CALLAO,2025 - II,2026-01-05,0.0,2026,1,
CALLAO,2026 - I,2026-04-09,0.07,2026,4,
CALLAO,2026 - I,2026-04-10,0.0,2026,4,0.07
CALLAO,2026 - I,2026-04-11,0.18,2026,4,0.0
CALLAO,2026 - I,2026-04-12,0.0,2026,4,0.18
CALLAO,2026 - I,2026-04-13,0.0,2026,4,0.0
CALLAO,2026 - I,2026-04-14,0.0,2026,4,0.0
CALLAO,2026 - I,2026-04-15,0.0,2026,4,0.0
CALLAO,2026 - I,2026-04-16,0.02,2026,4,0.0
CALLAO,2026 - I,2026-04-17,0.05,2026,4,0.02
CALLAO,2026 - I,2026-04-18,0.0,2026,4,0.05
CALLAO,2026 - I,2026-04-19,0.0,2026,4,0.0
CALLAO,2026 - I,2026-04-20,0.0,2026,4,0.0
CALLAO,2026 - I,2026-04-21,0.03,2026,4,0.0
CALLAO,2026 - I,2026-04-22,0.22,2026,4,0.03
CALLAO,2026 - I,2026-04-23,0.0,2026,4,0.22
CALLAO,2026 - I,2026-04-25,0.0,2026,4,
CHIMBOTE,2021 - I,2021-04-24,0.69,2021,4,
CHIMBOTE,2021 - I,2021-04-25,0.25,2021,4,0.69
CHIMBOTE,2021 - I,2021-04-26,0.61,2021,4,0.25
CHIMBOTE,2021 - I,2021-04-27,0.48,2021,4,0.61
CHIMBOTE,2021 - I,2021-04-28,0.82,2021,4,0.48
CHIMBOTE,2021 - I,2021-04-29,0.46,2021,4,0.82
CHIMBOTE,2021 - I,2021-04-30,0.06,2021,4,0.46
CHIMBOTE,2021 - I,2021-05-01,0.46,2021,5,0.06
CHIMBOTE,2021 - I,2021-05-02,0.32,2021,5,0.46
CHIMBOTE,2021 - I,2021-05-03,0.42,2021,5,0.32
CHIMBOTE,2021 - I,2021-05-04,0.74,2021,5,0.42
CHIMBOTE,2021 - I,2021-05-05,0.7,2021,5,0.74
CHIMBOTE,2021 - I,2021-05-06,0.84,2021,5,0.7
CHIMBOTE,2021 - I,2021-05-07,0.63,2021,5,0.84
CHIMBOTE,2021 - I,2021-05-08,0.94,2021,5,0.63
CHIMBOTE,2021 - I,2021-05-09,0.93,2021,5,0.94
CHIMBOTE,2021 - I,2021-05-10,0.87,2021,5,0.93
CHIMBOTE,2021 - I,2021-05-11,0.79,2021,5,0.87
CHIMBOTE,2021 - I,2021-05-12,0.08,2021,5,0.79
CHIMBOTE,2021 - I,2021-05-13,0.95,2021,5,0.08
CHIMBOTE,2021 - I,2021-05-14,0.62,2021,5,0.95
CHIMBOTE,2021 - I,2021-05-15,0.46,2021,5,0.62
CHIMBOTE,2021 - I,2021-05-16,0.88,2021,5,0.46
CHIMBOTE,2021 - I,2021-05-17,0.65,2021,5,0.88
CHIMBOTE,2021 - I,2021-05-19,0.36,2021,5,
CHIMBOTE,2021 - I,2021-05-22,0.72,2021,5,
CHIMBOTE,2021 - I,2021-05-23,0.61,2021,5,0.72
CHIMBOTE,2021 - I,2021-05-24,0.5,2021,5,0.61
CHIMBOTE,2021 - I,2021-05-25,0.63,2021,5,0.5
CHIMBOTE,2021 - I,2021-05-26,0.88,2021,5,0.63
CHIMBOTE,2021 - I,2021-05-27,0.77,2021,5,0.88
CHIMBOTE,2021 - I,2021-05-28,0.69,2021,5,0.77
CHIMBOTE,2021 - I,2021-05-30,0.26,2021,5,
CHIMBOTE,2021 - I,2021-05-31,0.53,2021,5,0.26
CHIMBOTE,2021 - I,2021-06-01,0.0,2021,6,0.53
CHIMBOTE,2021 - I,2021-06-04,0.99,2021,6,
CHIMBOTE,2021 - I,2021-06-07,0.93,2021,6,
CHIMBOTE,2021 - I,2021-06-08,0.59,2021,6,0.93
CHIMBOTE,2021 - I,2021-06-09,0.98,2021,6,0.59
CHIMBOTE,2021 - I,2021-06-11,0.76,2021,6,
CHIMBOTE,2021 - I,2021-06-12,0.14,2021,6,0.76
CHIMBOTE,2021 - I,2021-06-15,0.81,2021,6,
CHIMBOTE,2021 - I,2021-06-16,0.95,2021,6,0.81
CHIMBOTE,2021 - I,2021-06-17,0.48,2021,6,0.95
CHIMBOTE,2021 - I,2021-06-18,0.66,2021,6,0.48
CHIMBOTE,2021 - I,2021-06-20,0.65,2021,6,
CHIMBOTE,2021 - I,2021-06-22,0.19,2021,6,
CHIMBOTE,2021 - I,2021-06-23,0.77,2021,6,0.19
CHIMBOTE,2021 - I,2021-06-25,0.48,2021,6,
CHIMBOTE,2021 - I,2021-06-26,0.6,2021,6,0.48
CHIMBOTE,2021 - I,2021-06-27,0.85,2021,6,0.6
CHIMBOTE,2021 - I,2021-06-28,0.88,2021,6,0.85
CHIMBOTE,2021 - I,2021-06-29,0.85,2021,6,0.88
CHIMBOTE,2021 - I,2021-06-30,0.89,2021,6,0.85
CHIMBOTE,2021 - I,2021-07-01,0.78,2021,7,0.89
CHIMBOTE,2021 - I,2021-07-02,0.8,2021,7,0.78
CHIMBOTE,2021 - I,2021-07-03,1.0,2021,7,0.8
CHIMBOTE,2021 - I,2021-07-04,1.0,2021,7,1.0
CHIMBOTE,2021 - I,2021-07-05,0.85,2021,7,1.0
CHIMBOTE,2021 - I,2021-07-06,0.85,2021,7,0.85
CHIMBOTE,2021 - I,2021-07-07,1.0,2021,7,0.85
CHIMBOTE,2021 - I,2021-07-08,0.97,2021,7,1.0
CHIMBOTE,2021 - II,2021-11-15,0.62,2021,11,
CHIMBOTE,2021 - II,2021-11-16,0.13,2021,11,0.62
CHIMBOTE,2021 - II,2021-11-17,0.0,2021,11,0.13
CHIMBOTE,2021 - II,2021-11-18,0.41,2021,11,0.0
CHIMBOTE,2021 - II,2021-11-19,0.55,2021,11,0.41
CHIMBOTE,2021 - II,2021-11-20,0.76,2021,11,0.55
CHIMBOTE,2021 - II,2021-11-21,0.7,2021,11,0.76
CHIMBOTE,2021 - II,2021-11-22,0.52,2021,11,0.7
CHIMBOTE,2021 - II,2021-11-23,0.73,2021,11,0.52
CHIMBOTE,2021 - II,2021-11-24,0.76,2021,11,0.73
CHIMBOTE,2021 - II,2021-11-25,0.57,2021,11,0.76
CHIMBOTE,2021 - II,2021-11-26,0.94,2021,11,0.57
CHIMBOTE,2021 - II,2021-11-27,1.0,2021,11,0.94
CHIMBOTE,2021 - II,2021-11-28,0.77,2021,11,1.0
CHIMBOTE,2021 - II,2021-11-29,0.38,2021,11,0.77
CHIMBOTE,2021 - II,2021-11-30,0.56,2021,11,0.38
CHIMBOTE,2021 - II,2021-12-01,0.68,2021,12,0.56
CHIMBOTE,2021 - II,2021-12-02,0.56,2021,12,0.68
CHIMBOTE,2021 - II,2021-12-03,0.74,2021,12,0.56
CHIMBOTE,2021 - II,2021-12-04,0.77,2021,12,0.74
CHIMBOTE,2021 - II,2021-12-05,0.92,2021,12,0.77
CHIMBOTE,2021 - II,2021-12-06,0.62,2021,12,0.92
CHIMBOTE,2021 - II,2021-12-07,0.22,2021,12,0.62
CHIMBOTE,2021 - II,2021-12-08,0.52,2021,12,0.22
CHIMBOTE,2021 - II,2021-12-09,0.9,2021,12,0.52
CHIMBOTE,2021 - II,2021-12-10,0.3,2021,12,0.9
CHIMBOTE,2021 - II,2021-12-11,0.88,2021,12,0.3
CHIMBOTE,2021 - II,2021-12-12,0.3,2021,12,0.88
CHIMBOTE,2021 - II,2021-12-13,0.79,2021,12,0.3
CHIMBOTE,2021 - II,2021-12-14,1.0,2021,12,0.79
CHIMBOTE,2021 - II,2021-12-15,1.0,2021,12,1.0
CHIMBOTE,2021 - II,2021-12-20,0.63,2021,12,
CHIMBOTE,2022 - I,2022-05-06,0.37,2022,5,
CHIMBOTE,2022 - I,2022-05-08,0.26,2022,5,
CHIMBOTE,2022 - I,2022-05-12,0.21,2022,5,
CHIMBOTE,2022 - I,2022-05-13,0.16,2022,5,0.21
CHIMBOTE,2022 - I,2022-05-14,0.23,2022,5,0.16
CHIMBOTE,2022 - I,2022-05-15,0.35,2022,5,0.23
CHIMBOTE,2022 - I,2022-05-16,0.03,2022,5,0.35
CHIMBOTE,2022 - I,2022-05-19,0.08,2022,5,
CHIMBOTE,2022 - I,2022-05-20,0.0,2022,5,0.08
CHIMBOTE,2022 - I,2022-05-21,0.29,2022,5,0.0
CHIMBOTE,2022 - I,2022-05-22,0.73,2022,5,0.29
CHIMBOTE,2022 - I,2022-05-24,0.35,2022,5,
CHIMBOTE,2022 - I,2022-05-25,0.36,2022,5,0.35
CHIMBOTE,2022 - I,2022-05-26,0.66,2022,5,0.36
CHIMBOTE,2022 - I,2022-05-27,0.83,2022,5,0.66
CHIMBOTE,2022 - I,2022-05-28,0.51,2022,5,0.83
CHIMBOTE,2022 - I,2022-05-29,0.6,2022,5,0.51
CHIMBOTE,2022 - I,2022-05-30,0.79,2022,5,0.6
CHIMBOTE,2022 - I,2022-05-31,0.69,2022,5,0.79
CHIMBOTE,2022 - I,2022-06-01,0.74,2022,6,0.69
CHIMBOTE,2022 - I,2022-06-02,0.6,2022,6,0.74
CHIMBOTE,2022 - I,2022-06-03,0.66,2022,6,0.6
CHIMBOTE,2022 - I,2022-06-04,0.57,2022,6,0.66
CHIMBOTE,2022 - I,2022-06-05,0.46,2022,6,0.57
CHIMBOTE,2022 - I,2022-06-06,0.5,2022,6,0.46
CHIMBOTE,2022 - I,2022-06-07,0.86,2022,6,0.5
CHIMBOTE,2022 - I,2022-06-08,0.6,2022,6,0.86
CHIMBOTE,2022 - I,2022-06-09,0.93,2022,6,0.6
CHIMBOTE,2022 - I,2022-06-10,0.56,2022,6,0.93
CHIMBOTE,2022 - I,2022-06-11,0.68,2022,6,0.56
CHIMBOTE,2022 - I,2022-06-12,0.74,2022,6,0.68
CHIMBOTE,2022 - I,2022-06-13,0.77,2022,6,0.74
CHIMBOTE,2022 - I,2022-06-14,0.33,2022,6,0.77
CHIMBOTE,2022 - I,2022-06-15,0.77,2022,6,0.33
CHIMBOTE,2022 - I,2022-06-16,0.25,2022,6,0.77
CHIMBOTE,2022 - I,2022-06-17,0.52,2022,6,0.25
CHIMBOTE,2022 - I,2022-06-18,0.65,2022,6,0.52
CHIMBOTE,2022 - I,2022-06-19,0.85,2022,6,0.65
CHIMBOTE,2022 - I,2022-06-20,0.0,2022,6,0.85
CHIMBOTE,2022 - I,2022-06-21,0.32,2022,6,0.0
CHIMBOTE,2022 - I,2022-06-22,0.34,2022,6,0.32
CHIMBOTE,2022 - I,2022-06-24,0.64,2022,6,
CHIMBOTE,2022 - I,2022-06-30,0.0,2022,6,
CHIMBOTE,2022 - I,2022-07-01,1.0,2022,7,0.0
CHIMBOTE,2022 - I,2022-07-03,0.63,2022,7,
CHIMBOTE,2022 - I,2022-07-04,0.0,2022,7,0.63
CHIMBOTE,2022 - I,2022-07-05,0.7,2022,7,0.0
CHIMBOTE,2022 - I,2022-07-06,1.0,2022,7,0.7
CHIMBOTE,2022 - I,2022-07-07,0.93,2022,7,1.0
CHIMBOTE,2022 - I,2022-07-08,0.81,2022,7,0.93
CHIMBOTE,2022 - I,2022-07-09,0.65,2022,7,0.81
CHIMBOTE,2022 - I,2022-07-10,0.7,2022,7,0.65
CHIMBOTE,2022 - I,2022-07-11,0.28,2022,7,0.7
CHIMBOTE,2022 - I,2022-07-15,0.33,2022,7,
CHIMBOTE,2022 - I,2022-07-19,0.3,2022,7,
CHIMBOTE,2022 - I,2022-07-20,0.61,2022,7,0.3
CHIMBOTE,2022 - I,2022-07-21,0.98,2022,7,0.61
CHIMBOTE,2022 - I,2022-07-22,0.82,2022,7,0.98
CHIMBOTE,2022 - II,2022-11-23,1.0,2022,11,
CHIMBOTE,2022 - II,2022-11-24,0.77,2022,11,1.0
CHIMBOTE,2022 - II,2022-11-25,0.59,2022,11,0.77
CHIMBOTE,2022 - II,2022-11-26,0.33,2022,11,0.59
CHIMBOTE,2022 - II,2022-11-27,0.09,2022,11,0.33
CHIMBOTE,2022 - II,2022-11-28,0.49,2022,11,0.09
CHIMBOTE,2022 - II,2022-11-29,0.18,2022,11,0.49
CHIMBOTE,2022 - II,2022-11-30,0.36,2022,11,0.18
CHIMBOTE,2022 - II,2022-12-01,0.37,2022,12,0.36
CHIMBOTE,2022 - II,2022-12-02,0.3,2022,12,0.37
CHIMBOTE,2022 - II,2022-12-03,0.21,2022,12,0.3
CHIMBOTE,2022 - II,2022-12-04,0.86,2022,12,0.21
CHIMBOTE,2022 - II,2022-12-05,0.55,2022,12,0.86
CHIMBOTE,2022 - II,2022-12-06,0.56,2022,12,0.55
CHIMBOTE,2022 - II,2022-12-07,0.3,2022,12,0.56
CHIMBOTE,2022 - II,2022-12-08,0.67,2022,12,0.3
CHIMBOTE,2022 - II,2022-12-09,0.34,2022,12,0.67
CHIMBOTE,2022 - II,2022-12-10,0.7,2022,12,0.34
CHIMBOTE,2022 - II,2022-12-11,0.13,2022,12,0.7
CHIMBOTE,2022 - II,2022-12-12,0.0,2022,12,0.13
CHIMBOTE,2022 - II,2022-12-13,0.56,2022,12,0.0
CHIMBOTE,2022 - II,2022-12-14,0.0,2022,12,0.56
CHIMBOTE,2022 - II,2022-12-15,0.53,2022,12,0.0
CHIMBOTE,2022 - II,2022-12-16,0.38,2022,12,0.53
CHIMBOTE,2022 - II,2022-12-17,0.51,2022,12,0.38
CHIMBOTE,2022 - II,2022-12-18,0.65,2022,12,0.51
CHIMBOTE,2022 - II,2022-12-19,0.37,2022,12,0.65
CHIMBOTE,2022 - II,2022-12-20,0.78,2022,12,0.37
CHIMBOTE,2022 - II,2022-12-22,0.47,2022,12,
CHIMBOTE,2022 - II,2022-12-23,0.64,2022,12,0.47
CHIMBOTE,2022 - II,2022-12-24,0.29,2022,12,0.64
CHIMBOTE,2022 - II,2022-12-26,0.68,2022,12,
CHIMBOTE,2022 - II,2022-12-27,0.86,2022,12,0.68
CHIMBOTE,2022 - II,2022-12-28,0.0,2022,12,0.86
CHIMBOTE,2022 - II,2022-12-29,0.41,2022,12,0.0
CHIMBOTE,2022 - II,2022-12-30,0.61,2022,12,0.41
CHIMBOTE,2022 - II,2022-12-31,0.91,2022,12,0.61
CHIMBOTE,2022 - II,2023-01-02,0.26,2023,1,
CHIMBOTE,2022 - II,2023-01-03,0.56,2023,1,0.26
CHIMBOTE,2022 - II,2023-01-11,0.0,2023,1,
CHIMBOTE,2022 - II,2023-01-12,0.0,2023,1,0.0
CHIMBOTE,2022 - II,2023-01-15,0.0,2023,1,
CHIMBOTE,2022 - II,2023-01-17,0.0,2023,1,
CHIMBOTE,2022 - II,2023-01-18,0.06,2023,1,0.0
CHIMBOTE,2022 - II,2023-01-19,0.0,2023,1,0.06
CHIMBOTE,2022 - II,2023-01-20,0.0,2023,1,0.0
CHIMBOTE,2022 - II,2023-01-21,0.1,2023,1,0.0
CHIMBOTE,2022 - II,2023-01-22,0.48,2023,1,0.1
CHIMBOTE,2022 - II,2023-01-23,0.18,2023,1,0.48
CHIMBOTE,2022 - II,2023-01-24,0.0,2023,1,0.18
CHIMBOTE,2022 - II,2023-01-25,0.06,2023,1,0.0
CHIMBOTE,2022 - II,2023-01-26,0.07,2023,1,0.06
CHIMBOTE,2022 - II,2023-01-27,0.66,2023,1,0.07
CHIMBOTE,2022 - II,2023-01-28,0.0,2023,1,0.66
CHIMBOTE,2022 - II,2023-01-30,0.0,2023,1,
CHIMBOTE,2022 - II,2023-02-03,0.32,2023,2,
CHIMBOTE,2022 - II,2023-02-04,0.15,2023,2,0.32
CHIMBOTE,2023 - I,2023-06-03,0.0,2023,6,
CHIMBOTE,2023 - I,2023-06-04,0.0,2023,6,0.0
CHIMBOTE,2023 - I,2023-06-06,0.0,2023,6,
CHIMBOTE,2023 - I,2023-08-05,0.15,2023,8,
CHIMBOTE,2023 - I,2023-08-06,0.0,2023,8,0.15
CHIMBOTE,2023 - I,2023-08-07,0.0,2023,8,0.0
CHIMBOTE,2023 - I,2023-08-08,0.0,2023,8,0.0
CHIMBOTE,2023 - I,2023-08-10,0.0,2023,8,
CHIMBOTE,2023 - I,2023-08-11,0.0,2023,8,0.0
CHIMBOTE,2023 - I,2023-08-12,0.0,2023,8,0.0
CHIMBOTE,2023 - II,2023-10-21,0.0,2023,10,
CHIMBOTE,2023 - II,2023-10-22,0.0,2023,10,0.0
CHIMBOTE,2023 - II,2023-10-23,0.13,2023,10,0.0
CHIMBOTE,2023 - II,2023-10-26,0.49,2023,10,
CHIMBOTE,2023 - II,2023-10-31,0.47,2023,10,
CHIMBOTE,2023 - II,2023-11-01,0.42,2023,11,0.47
CHIMBOTE,2023 - II,2023-11-02,0.3,2023,11,0.42
CHIMBOTE,2023 - II,2023-11-03,0.22,2023,11,0.3
CHIMBOTE,2023 - II,2023-11-05,0.88,2023,11,
CHIMBOTE,2023 - II,2023-11-06,0.9,2023,11,0.88
CHIMBOTE,2023 - II,2023-11-08,0.25,2023,11,
CHIMBOTE,2023 - II,2023-11-09,0.27,2023,11,0.25
CHIMBOTE,2023 - II,2023-11-10,0.78,2023,11,0.27
CHIMBOTE,2023 - II,2023-11-11,0.7,2023,11,0.78
CHIMBOTE,2023 - II,2023-11-12,0.52,2023,11,0.7
CHIMBOTE,2023 - II,2023-11-13,0.52,2023,11,0.52
CHIMBOTE,2023 - II,2023-11-14,0.33,2023,11,0.52
CHIMBOTE,2023 - II,2023-11-19,0.83,2023,11,
CHIMBOTE,2023 - II,2023-11-20,0.72,2023,11,0.83
CHIMBOTE,2023 - II,2023-11-21,0.81,2023,11,0.72
CHIMBOTE,2023 - II,2023-11-22,0.38,2023,11,0.81
CHIMBOTE,2023 - II,2023-11-26,0.0,2023,11,
CHIMBOTE,2023 - II,2023-11-27,0.09,2023,11,0.0
CHIMBOTE,2023 - II,2023-11-28,0.39,2023,11,0.09
CHIMBOTE,2023 - II,2023-11-29,0.44,2023,11,0.39
CHIMBOTE,2023 - II,2023-11-30,0.5,2023,11,0.44
CHIMBOTE,2023 - II,2023-12-01,0.38,2023,12,0.5
CHIMBOTE,2023 - II,2023-12-02,0.94,2023,12,0.38
CHIMBOTE,2023 - II,2023-12-05,0.0,2023,12,
CHIMBOTE,2024 - I,2024-04-16,0.38,2024,4,
CHIMBOTE,2024 - I,2024-04-17,0.42,2024,4,0.38
CHIMBOTE,2024 - I,2024-04-18,0.0,2024,4,0.42
CHIMBOTE,2024 - I,2024-04-19,0.23,2024,4,0.0
CHIMBOTE,2024 - I,2024-04-20,0.39,2024,4,0.23
CHIMBOTE,2024 - I,2024-04-21,0.51,2024,4,0.39
CHIMBOTE,2024 - I,2024-04-22,0.1,2024,4,0.51
CHIMBOTE,2024 - I,2024-04-23,0.0,2024,4,0.1
CHIMBOTE,2024 - I,2024-04-24,0.25,2024,4,0.0
CHIMBOTE,2024 - I,2024-04-25,0.0,2024,4,0.25
CHIMBOTE,2024 - I,2024-04-26,0.0,2024,4,0.0
CHIMBOTE,2024 - I,2024-04-27,0.12,2024,4,0.0
CHIMBOTE,2024 - I,2024-04-28,0.69,2024,4,0.12
CHIMBOTE,2024 - I,2024-04-29,0.09,2024,4,0.69
CHIMBOTE,2024 - I,2024-04-30,0.47,2024,4,0.09
CHIMBOTE,2024 - I,2024-05-01,0.64,2024,5,0.47
CHIMBOTE,2024 - I,2024-05-02,0.39,2024,5,0.64
CHIMBOTE,2024 - I,2024-05-05,0.23,2024,5,
CHIMBOTE,2024 - I,2024-05-06,0.0,2024,5,0.23
CHIMBOTE,2024 - I,2024-05-07,0.63,2024,5,0.0
CHIMBOTE,2024 - I,2024-05-08,0.43,2024,5,0.63
CHIMBOTE,2024 - I,2024-05-09,0.54,2024,5,0.43
CHIMBOTE,2024 - I,2024-05-10,0.67,2024,5,0.54
CHIMBOTE,2024 - I,2024-05-11,0.83,2024,5,0.67
CHIMBOTE,2024 - I,2024-05-12,0.49,2024,5,0.83
CHIMBOTE,2024 - I,2024-05-13,0.65,2024,5,0.49
CHIMBOTE,2024 - I,2024-05-14,0.76,2024,5,0.65
CHIMBOTE,2024 - I,2024-05-15,0.6,2024,5,0.76
CHIMBOTE,2024 - I,2024-05-16,0.6,2024,5,0.6
CHIMBOTE,2024 - I,2024-05-17,0.56,2024,5,0.6
CHIMBOTE,2024 - I,2024-05-18,0.55,2024,5,0.56
CHIMBOTE,2024 - I,2024-05-19,0.52,2024,5,0.55
CHIMBOTE,2024 - I,2024-05-20,0.48,2024,5,0.52
CHIMBOTE,2024 - I,2024-05-21,0.76,2024,5,0.48
CHIMBOTE,2024 - I,2024-05-22,0.46,2024,5,0.76
CHIMBOTE,2024 - I,2024-05-23,0.46,2024,5,0.46
CHIMBOTE,2024 - I,2024-05-24,0.27,2024,5,0.46
CHIMBOTE,2024 - I,2024-05-25,0.26,2024,5,0.27
CHIMBOTE,2024 - I,2024-05-26,0.0,2024,5,0.26
CHIMBOTE,2024 - I,2024-05-27,0.32,2024,5,0.0
CHIMBOTE,2024 - I,2024-05-28,0.75,2024,5,0.32
CHIMBOTE,2024 - I,2024-05-29,0.5,2024,5,0.75
CHIMBOTE,2024 - I,2024-05-30,0.63,2024,5,0.5
CHIMBOTE,2024 - I,2024-05-31,0.44,2024,5,0.63
CHIMBOTE,2024 - I,2024-06-01,0.76,2024,6,0.44
CHIMBOTE,2024 - I,2024-06-02,0.29,2024,6,0.76
CHIMBOTE,2024 - I,2024-06-03,0.31,2024,6,0.29
CHIMBOTE,2024 - I,2024-06-04,0.28,2024,6,0.31
CHIMBOTE,2024 - I,2024-06-05,0.48,2024,6,0.28
CHIMBOTE,2024 - I,2024-06-06,0.43,2024,6,0.48
CHIMBOTE,2024 - I,2024-06-07,0.77,2024,6,0.43
CHIMBOTE,2024 - I,2024-06-08,0.86,2024,6,0.77
CHIMBOTE,2024 - II,2024-11-01,0.76,2024,11,
CHIMBOTE,2024 - II,2024-11-02,0.48,2024,11,0.76
CHIMBOTE,2024 - II,2024-11-03,0.36,2024,11,0.48
CHIMBOTE,2024 - II,2024-11-04,0.75,2024,11,0.36
CHIMBOTE,2024 - II,2024-11-05,0.73,2024,11,0.75
CHIMBOTE,2024 - II,2024-11-06,0.62,2024,11,0.73
CHIMBOTE,2024 - II,2024-11-08,0.0,2024,11,
CHIMBOTE,2024 - II,2024-11-09,0.69,2024,11,0.0
CHIMBOTE,2024 - II,2024-11-10,0.39,2024,11,0.69
CHIMBOTE,2024 - II,2024-11-11,0.42,2024,11,0.39
CHIMBOTE,2024 - II,2024-11-12,0.27,2024,11,0.42
CHIMBOTE,2024 - II,2024-11-13,0.76,2024,11,0.27
CHIMBOTE,2024 - II,2024-11-14,0.37,2024,11,0.76
CHIMBOTE,2024 - II,2024-11-16,0.64,2024,11,
CHIMBOTE,2024 - II,2024-11-17,0.95,2024,11,0.64
CHIMBOTE,2024 - II,2024-11-18,0.53,2024,11,0.95
CHIMBOTE,2024 - II,2024-11-19,0.5,2024,11,0.53
CHIMBOTE,2024 - II,2024-11-20,0.34,2024,11,0.5
CHIMBOTE,2024 - II,2024-11-21,0.39,2024,11,0.34
CHIMBOTE,2024 - II,2024-11-22,0.35,2024,11,0.39
CHIMBOTE,2024 - II,2024-11-23,0.77,2024,11,0.35
CHIMBOTE,2024 - II,2024-11-24,0.5,2024,11,0.77
CHIMBOTE,2024 - II,2024-11-25,0.83,2024,11,0.5
CHIMBOTE,2024 - II,2024-11-27,0.54,2024,11,
CHIMBOTE,2024 - II,2024-11-28,0.16,2024,11,0.54
CHIMBOTE,2024 - II,2024-11-29,0.15,2024,11,0.16
CHIMBOTE,2024 - II,2024-11-30,0.24,2024,11,0.15
CHIMBOTE,2024 - II,2024-12-01,0.29,2024,12,0.24
CHIMBOTE,2024 - II,2024-12-02,0.0,2024,12,0.29
CHIMBOTE,2024 - II,2024-12-03,0.0,2024,12,0.0
CHIMBOTE,2024 - II,2024-12-04,0.14,2024,12,0.0
CHIMBOTE,2024 - II,2024-12-05,0.41,2024,12,0.14
CHIMBOTE,2024 - II,2024-12-06,0.28,2024,12,0.41
CHIMBOTE,2024 - II,2024-12-07,0.65,2024,12,0.28
CHIMBOTE,2024 - II,2024-12-08,0.5,2024,12,0.65
CHIMBOTE,2024 - II,2024-12-09,0.37,2024,12,0.5
CHIMBOTE,2024 - II,2024-12-10,0.49,2024,12,0.37
CHIMBOTE,2024 - II,2024-12-11,0.36,2024,12,0.49
CHIMBOTE,2024 - II,2024-12-12,0.39,2024,12,0.36
CHIMBOTE,2024 - II,2024-12-13,0.13,2024,12,0.39
CHIMBOTE,2024 - II,2024-12-14,0.21,2024,12,0.13
CHIMBOTE,2024 - II,2024-12-15,0.17,2024,12,0.21
CHIMBOTE,2024 - II,2024-12-16,0.11,2024,12,0.17
CHIMBOTE,2024 - II,2024-12-17,0.64,2024,12,0.11
CHIMBOTE,2024 - II,2024-12-18,0.6,2024,12,0.64
CHIMBOTE,2024 - II,2024-12-19,0.09,2024,12,0.6
CHIMBOTE,2024 - II,2024-12-20,0.36,2024,12,0.09
CHIMBOTE,2024 - II,2024-12-21,0.49,2024,12,0.36
CHIMBOTE,2024 - II,2024-12-22,0.09,2024,12,0.49
CHIMBOTE,2024 - II,2024-12-23,0.0,2024,12,0.09
CHIMBOTE,2024 - II,2024-12-27,0.34,2024,12,
CHIMBOTE,2024 - II,2024-12-28,0.0,2024,12,0.34
CHIMBOTE,2024 - II,2024-12-31,0.03,2024,12,
CHIMBOTE,2024 - II,2025-01-01,0.38,2025,1,0.03
CHIMBOTE,2024 - II,2025-01-02,0.03,2025,1,0.38
CHIMBOTE,2024 - II,2025-01-03,0.42,2025,1,0.03
CHIMBOTE,2024 - II,2025-01-04,0.24,2025,1,0.42
CHIMBOTE,2024 - II,2025-01-05,0.56,2025,1,0.24
CHIMBOTE,2024 - II,2025-01-06,0.66,2025,1,0.56
CHIMBOTE,2024 - II,2025-01-07,0.43,2025,1,0.66
CHIMBOTE,2024 - II,2025-01-08,0.19,2025,1,0.43
CHIMBOTE,2024 - II,2025-01-09,0.07,2025,1,0.19
CHIMBOTE,2024 - II,2025-01-10,0.0,2025,1,0.07
