PLANTA,TEMPORADA,F. BATCH,%SP+P,ANO,MES,%SP+P ANTERIOR
CHIMBOTE,2024 - II,2025-01-11,0.25,2025,1,0.0
CHIMBOTE,2024 - II,2025-01-12,0.42,2025,1,0.25
CHIMBOTE,2024 - II,2025-01-13,0.23,2025,1,0.42
CHIMBOTE,2024 - II,2025-01-15,0.48,2025,1,
CHIMBOTE,2024 - II,2025-01-16,0.21,2025,1,0.48
CHIMBOTE,2024 - II,2025-01-17,0.67,2025,1,0.21
CHIMBOTE,2024 - II,2025-01-18,0.37,2025,1,0.67
CHIMBOTE,2025 - I,2025-04-22,0.43,2025,4,
CHIMBOTE,2025 - I,2025-04-23,0.05,2025,4,0.43
CHIMBOTE,2025 - I,2025-04-24,0.0,2025,4,0.05
CHIMBOTE,2025 - I,2025-04-25,0.55,2025,4,0.0
CHIMBOTE,2025 - I,2025-04-26,0.06,2025,4,0.55
CHIMBOTE,2025 - I,2025-04-28,0.47,2025,4,
CHIMBOTE,2025 - I,2025-04-29,0.05,2025,4,0.47
CHIMBOTE,2025 - I,2025-04-30,0.28,2025,4,0.05
CHIMBOTE,2025 - I,2025-05-01,0.06,2025,5,0.28
CHIMBOTE,2025 - I,2025-05-02,0.08,2025,5,0.06
CHIMBOTE,2025 - I,2025-05-03,0.14,2025,5,0.08
CHIMBOTE,2025 - I,2025-05-04,0.14,2025,5,0.14
CHIMBOTE,2025 - I,2025-05-05,0.17,2025,5,0.14
CHIMBOTE,2025 - I,2025-05-06,0.2,2025,5,0.17
CHIMBOTE,2025 - I,2025-05-07,0.15,2025,5,0.2
CHIMBOTE,2025 - I,2025-05-08,0.35,2025,5,0.15
CHIMBOTE,2025 - I,2025-05-09,0.25,2025,5,0.35
CHIMBOTE,2025 - I,2025-05-10,0.0,2025,5,0.25
CHIMBOTE,2025 - I,2025-05-11,0.21,2025,5,0.0
CHIMBOTE,2025 - I,2025-05-12,0.18,2025,5,0.21
CHIMBOTE,2025 - I,2025-05-13,0.19,2025,5,0.18
CHIMBOTE,2025 - I,2025-05-14,0.1,2025,5,0.19
CHIMBOTE,2025 - I,2025-05-15,0.54,2025,5,0.1
CHIMBOTE,2025 - I,2025-05-16,0.53,2025,5,0.54
CHIMBOTE,2025 - I,2025-05-17,0.0,2025,5,0.53
CHIMBOTE,2025 - I,2025-05-18,0.0,2025,5,0.0
CHIMBOTE,2025 - I,2025-05-19,0.39,2025,5,0.0
CHIMBOTE,2025 - I,2025-05-20,0.39,2025,5,0.39
CHIMBOTE,2025 - I,2025-05-21,0.47,2025,5,0.39
CHIMBOTE,2025 - I,2025-05-22,0.34,2025,5,0.47
CHIMBOTE,2025 - I,2025-05-23,0.0,2025,5,0.34
CHIMBOTE,2025 - I,2025-05-27,0.14,2025,5,
CHIMBOTE,2025 - I,2025-05-28,0.0,2025,5,0.14
CHIMBOTE,2025 - I,2025-05-31,0.0,2025,5,
CHIMBOTE,2025 - I,2025-06-02,0.0,2025,6,
CHIMBOTE,2025 - I,2025-06-03,0.0,2025,6,0.0
CHIMBOTE,2025 - I,2025-06-04,0.0,2025,6,0.0
CHIMBOTE,2025 - I,2025-06-11,0.04,2025,6,
CHIMBOTE,2025 - I,2025-06-12,0.0,2025,6,0.04
CHIMBOTE,2025 - I,2025-06-26,0.0,2025,6,
CHIMBOTE,2025 - I,2025-07-01,0.42,2025,7,
CHIMBOTE,2025 - I,2025-07-02,0.0,2025,7,0.42
CHIMBOTE,2025 - I,2025-07-03,0.0,2025,7,0.0
CHIMBOTE,2025 - I,2025-07-04,0.0,2025,7,0.0
CHIMBOTE,2025 - I,2025-07-07,0.0,2025,7,
CHIMBOTE,2025 - I,2025-07-15,0.0,2025,7,
CHIMBOTE,2025 - I,2025-07-16,0.0,2025,7,0.0
CHIMBOTE,2025 - I,2025-07-17,0.0,2025,7,0.0
CHIMBOTE,2025 - I,2025-07-18,0.0,2025,7,0.0
CHIMBOTE,2025 - I,2025-07-19,0.0,2025,7,0.0
CHIMBOTE,2025 - I,2025-07-20,0.0,2025,7,0.0
CHIMBOTE,2025 - I,2025-07-22,0.24,2025,7,
CHIMBOTE,2025 - I,2025-07-23,0.0,2025,7,0.24
CHIMBOTE,2025 - II,2025-11-07,0.04,2025,11,
CHIMBOTE,2025 - II,2025-11-08,0.18,2025,11,0.04
CHIMBOTE,2025 - II,2025-11-09,0.24,2025,11,0.18
CHIMBOTE,2025 - II,2025-11-10,0.01,2025,11,0.24
CHIMBOTE,2025 - II,2025-11-11,0.0,2025,11,0.01
CHIMBOTE,2025 - II,2025-11-12,0.06,2025,11,0.0
CHIMBOTE,2025 - II,2025-11-13,0.0,2025,11,0.06
CHIMBOTE,2025 - II,2025-11-14,0.0,2025,11,0.0
CHIMBOTE,2025 - II,2025-11-15,0.0,2025,11,0.0
CHIMBOTE,2025 - II,2025-11-16,0.07,2025,11,0.0
CHIMBOTE,2025 - II,2025-11-17,0.02,2025,11,0.07
CHIMBOTE,2025 - II,2025-11-18,0.04,2025,11,0.02
CHIMBOTE,2025 - II,2025-11-19,0.0,2025,11,0.04
CHIMBOTE,2025 - II,2025-11-20,0.14,2025,11,0.0
CHIMBOTE,2025 - II,2025-11-21,0.27,2025,11,0.14
CHIMBOTE,2025 - II,2025-11-22,0.39,2025,11,0.27
CHIMBOTE,2025 - II,2025-11-23,0.24,2025,11,0.39
CHIMBOTE,2025 - II,2025-11-24,0.12,2025,11,0.24
CHIMBOTE,2025 - II,2025-11-25,0.02,2025,11,0.12
CHIMBOTE,2025 - II,2025-11-26,0.16,2025,11,0.02
CHIMBOTE,2025 - II,2025-11-27,0.04,2025,11,0.16
CHIMBOTE,2025 - II,2025-11-28,0.74,2025,11,0.04
CHIMBOTE,2025 - II,2025-11-29,0.53,2025,11,0.74
CHIMBOTE,2025 - II,2025-11-30,0.33,2025,11,0.53
CHIMBOTE,2025 - II,2025-12-01,0.87,2025,12,0.33
CHIMBOTE,2025 - II,2025-12-02,0.7,2025,12,0.87
CHIMBOTE,2025 - II,2025-12-03,0.59,2025,12,0.7
CHIMBOTE,2025 - II,2025-12-04,0.64,2025,12,0.59
CHIMBOTE,2025 - II,2025-12-05,0.42,2025,12,0.64
CHIMBOTE,2025 - II,2025-12-06,0.22,2025,12,0.42
CHIMBOTE,2025 - II,2025-12-07,0.37,2025,12,0.22
CHIMBOTE,2025 - II,2025-12-08,0.44,2025,12,0.37
CHIMBOTE,2025 - II,2025-12-09,0.53,2025,12,0.44
CHIMBOTE,2025 - II,2025-12-10,0.38,2025,12,0.53
CHIMBOTE,2025 - II,2025-12-11,0.47,2025,12,0.38
CHIMBOTE,2025 - II,2025-12-12,0.11,2025,12,0.47
CHIMBOTE,2025 - II,2025-12-13,0.64,2025,12,0.11
CHIMBOTE,2025 - II,2025-12-14,0.04,2025,12,0.64
CHIMBOTE,2025 - II,2025-12-15,0.74,2025,12,0.04
CHIMBOTE,2025 - II,2025-12-16,0.71,2025,12,0.74
CHIMBOTE,2025 - II,2025-12-17,0.61,2025,12,0.71
CHIMBOTE,2025 - II,2025-12-18,0.61,2025,12,0.61
CHIMBOTE,2025 - II,2025-12-19,0.53,2025,12,0.61
CHIMBOTE,2025 - II,2025-12-22,0.17,2025,12,
CHIMBOTE,2025 - II,2025-12-30,0.6,2025,12,
CHIMBOTE,2025 - II,2025-12-31,0.48,2025,12,0.6
CHIMBOTE,2025 - II,2026-01-01,0.74,2026,1,0.48
CHIMBOTE,2025 - II,2026-01-02,0.08,2026,1,0.74
CHIMBOTE,2025 - II,2026-01-03,0.12,2026,1,0.08
CHIMBOTE,2025 - II,2026-01-04,0.0,2026,1,0.12
CHIMBOTE,2025 - II,2026-01-05,0.31,2026,1,0.0
CHIMBOTE,2025 - II,2026-01-06,0.13,2026,1,0.31
CHIMBOTE,2025 - II,2026-01-07,0.04,2026,1,0.13
CHIMBOTE,2025 - II,2026-01-08,0.34,2026,1,0.04
CHIMBOTE,2025 - II,2026-01-09,0.36,2026,1,0.34
CHIMBOTE,2025 - II,2026-01-10,0.27,2026,1,0.36
CHIMBOTE,2025 - II,2026-01-12,0.3,2026,1,
CHIMBOTE,2026 - I,2026-04-20,0.08,2026,4,
MALABRIGO,2021 - I,2021-04-27,0.72,2021,4,
MALABRIGO,2021 - I,2021-04-28,0.33,2021,4,0.72
MALABRIGO,2021 - I,2021-04-29,0.24,2021,4,0.33
MALABRIGO,2021 - I,2021-04-30,0.17,2021,4,0.24
MALABRIGO,2021 - I,2021-05-01,0.34,2021,5,0.17
MALABRIGO,2021 - I,2021-05-02,0.19,2021,5,0.34
MALABRIGO,2021 - I,2021-05-03,0.28,2021,5,0.19
MALABRIGO,2021 - I,2021-05-04,0.32,2021,5,0.28
MALABRIGO,2021 - I,2021-05-05,0.64,2021,5,0.32
MALABRIGO,2021 - I,2021-05-06,0.56,2021,5,0.64
MALABRIGO,2021 - I,2021-05-07,0.5,2021,5,0.56
MALABRIGO,2021 - I,2021-05-08,0.48,2021,5,0.5
MALABRIGO,2021 - I,2021-05-09,0.87,2021,5,0.48
MALABRIGO,2021 - I,2021-05-10,0.5,2021,5,0.87
MALABRIGO,2021 - I,2021-05-11,0.68,2021,5,0.5
MALABRIGO,2021 - I,2021-05-12,0.88,2021,5,0.68
MALABRIGO,2021 - I,2021-05-13,0.63,2021,5,0.88
MALABRIGO,2021 - I,2021-05-14,0.6,2021,5,0.63
MALABRIGO,2021 - I,2021-05-22,0.26,2021,5,
MALABRIGO,2021 - I,2021-05-24,0.61,2021,5,
MALABRIGO,2021 - I,2021-05-25,0.88,2021,5,0.61
MALABRIGO,2021 - I,2021-05-26,0.77,2021,5,0.88
MALABRIGO,2021 - I,2021-05-27,0.25,2021,5,0.77
MALABRIGO,2021 - I,2021-05-28,0.05,2021,5,0.25
MALABRIGO,2021 - I,2021-05-29,0.0,2021,5,0.05
MALABRIGO,2021 - I,2021-05-30,0.0,2021,5,0.0
MALABRIGO,2021 - I,2021-05-31,0.91,2021,5,0.0
MALABRIGO,2021 - I,2021-06-01,0.94,2021,6,0.91
MALABRIGO,2021 - I,2021-06-03,1.0,2021,6,
MALABRIGO,2021 - I,2021-06-04,0.83,2021,6,1.0
MALABRIGO,2021 - I,2021-06-05,1.0,2021,6,0.83
MALABRIGO,2021 - I,2021-06-06,0.51,2021,6,1.0
MALABRIGO,2021 - I,2021-06-07,0.67,2021,6,0.51
MALABRIGO,2021 - I,2021-06-08,0.68,2021,6,0.67
MALABRIGO,2021 - I,2021-06-09,0.89,2021,6,0.68
MALABRIGO,2021 - I,2021-06-10,0.7,2021,6,0.89
MALABRIGO,2021 - I,2021-06-12,0.73,2021,6,
MALABRIGO,2021 - I,2021-06-13,0.49,2021,6,0.73
MALABRIGO,2021 - I,2021-06-14,0.22,2021,6,0.49
MALABRIGO,2021 - I,2021-06-15,0.38,2021,6,0.22
MALABRIGO,2021 - I,2021-06-16,0.34,2021,6,0.38
MALABRIGO,2021 - I,2021-06-17,0.21,2021,6,0.34
MALABRIGO,2021 - I,2021-06-18,0.04,2021,6,0.21
MALABRIGO,2021 - I,2021-06-19,0.0,2021,6,0.04
MALABRIGO,2021 - I,2021-06-21,0.35,2021,6,
MALABRIGO,2021 - I,2021-06-23,0.94,2021,6,
MALABRIGO,2021 - I,2021-06-24,0.83,2021,6,0.94
MALABRIGO,2021 - I,2021-06-25,0.32,2021,6,0.83
MALABRIGO,2021 - I,2021-06-27,0.94,2021,6,
MALABRIGO,2021 - I,2021-06-28,1.0,2021,6,0.94
MALABRIGO,2021 - I,2021-06-29,1.0,2021,6,1.0
MALABRIGO,2021 - I,2021-07-01,1.0,2021,7,
MALABRIGO,2021 - I,2021-07-03,0.99,2021,7,
MALABRIGO,2021 - I,2021-07-05,0.92,2021,7,
MALABRIGO,2021 - II,2021-11-15,1.0,2021,11,
MALABRIGO,2021 - II,2021-11-16,1.0,2021,11,1.0
MALABRIGO,2021 - II,2021-11-17,1.0,2021,11,1.0
MALABRIGO,2021 - II,2021-11-18,0.95,2021,11,1.0
MALABRIGO,2021 - II,2021-11-19,1.0,2021,11,0.95
MALABRIGO,2021 - II,2021-11-20,1.0,2021,11,1.0
MALABRIGO,2021 - II,2021-11-21,1.0,2021,11,1.0
MALABRIGO,2021 - II,2021-11-22,1.0,2021,11,1.0
MALABRIGO,2021 - II,2021-11-23,1.0,2021,11,1.0
MALABRIGO,2021 - II,2021-11-24,0.97,2021,11,1.0
MALABRIGO,2021 - II,2021-11-25,0.89,2021,11,0.97
MALABRIGO,2021 - II,2021-11-26,0.19,2021,11,0.89
MALABRIGO,2021 - II,2021-11-27,0.23,2021,11,0.19
MALABRIGO,2021 - II,2021-11-28,0.23,2021,11,0.23
MALABRIGO,2021 - II,2021-12-04,1.0,2021,12,
MALABRIGO,2021 - II,2021-12-05,1.0,2021,12,1.0
MALABRIGO,2021 - II,2021-12-14,0.77,2021,12,
MALABRIGO,2021 - II,2021-12-15,0.65,2021,12,0.77
MALABRIGO,2021 - II,2021-12-16,0.93,2021,12,0.65
MALABRIGO,2021 - II,2021-12-17,0.75,2021,12,0.93
MALABRIGO,2021 - II,2021-12-18,0.73,2021,12,0.75
MALABRIGO,2021 - II,2021-12-19,0.39,2021,12,0.73
MALABRIGO,2021 - II,2021-12-20,0.0,2021,12,0.39
MALABRIGO,2021 - II,2021-12-21,0.79,2021,12,0.0
MALABRIGO,2021 - II,2021-12-22,1.0,2021,12,0.79
MALABRIGO,2021 - II,2021-12-23,0.92,2021,12,1.0
MALABRIGO,2022 - I,2022-05-12,0.0,2022,5,
MALABRIGO,2022 - I,2022-05-13,0.0,2022,5,0.0
MALABRIGO,2022 - I,2022-05-15,0.52,2022,5,
MALABRIGO,2022 - I,2022-05-21,0.46,2022,5,
MALABRIGO,2022 - I,2022-05-22,0.74,2022,5,0.46
MALABRIGO,2022 - I,2022-05-26,0.36,2022,5,
MALABRIGO,2022 - I,2022-05-28,0.56,2022,5,
MALABRIGO,2022 - I,2022-05-29,0.1,2022,5,0.56
MALABRIGO,2022 - I,2022-05-30,0.61,2022,5,0.1
MALABRIGO,2022 - I,2022-06-03,0.51,2022,6,
MALABRIGO,2022 - I,2022-06-04,0.8,2022,6,0.51
MALABRIGO,2022 - I,2022-06-05,0.51,2022,6,0.8
MALABRIGO,2022 - I,2022-06-06,0.73,2022,6,0.51
MALABRIGO,2022 - I,2022-06-07,0.84,2022,6,0.73
MALABRIGO,2022 - I,2022-06-08,0.67,2022,6,0.84
MALABRIGO,2022 - I,2022-06-09,0.22,2022,6,0.67
MALABRIGO,2022 - I,2022-06-10,0.0,2022,6,0.22
MALABRIGO,2022 - I,2022-06-11,0.93,2022,6,0.0
MALABRIGO,2022 - I,2022-06-12,0.22,2022,6,0.93
MALABRIGO,2022 - I,2022-06-13,0.43,2022,6,0.22
MALABRIGO,2022 - I,2022-06-17,0.88,2022,6,
MALABRIGO,2022 - I,2022-06-18,0.65,2022,6,0.88
MALABRIGO,2022 - I,2022-06-19,0.5,2022,6,0.65
MALABRIGO,2022 - I,2022-06-20,0.0,2022,6,0.5
MALABRIGO,2022 - I,2022-06-24,0.17,2022,6,
MALABRIGO,2022 - II,2022-11-24,0.88,2022,11,
MALABRIGO,2022 - II,2022-11-25,0.77,2022,11,0.88
MALABRIGO,2022 - II,2022-11-26,0.75,2022,11,0.77
MALABRIGO,2022 - II,2022-11-27,0.95,2022,11,0.75
MALABRIGO,2022 - II,2022-11-28,0.92,2022,11,0.95
MALABRIGO,2022 - II,2022-11-30,0.98,2022,11,
MALABRIGO,2022 - II,2022-12-01,0.89,2022,12,0.98
MALABRIGO,2022 - II,2022-12-02,0.83,2022,12,0.89
MALABRIGO,2022 - II,2022-12-03,1.0,2022,12,0.83
MALABRIGO,2022 - II,2022-12-04,0.84,2022,12,1.0
MALABRIGO,2022 - II,2022-12-05,0.97,2022,12,0.84
MALABRIGO,2022 - II,2022-12-06,0.63,2022,12,0.97
MALABRIGO,2022 - II,2022-12-07,0.53,2022,12,0.63
MALABRIGO,2022 - II,2022-12-08,0.18,2022,12,0.53
MALABRIGO,2022 - II,2022-12-09,0.32,2022,12,0.18
MALABRIGO,2022 - II,2022-12-10,0.54,2022,12,0.32
MALABRIGO,2022 - II,2022-12-11,0.32,2022,12,0.54
MALABRIGO,2022 - II,2022-12-12,0.33,2022,12,0.32
MALABRIGO,2022 - II,2022-12-13,0.1,2022,12,0.33
MALABRIGO,2022 - II,2022-12-15,0.57,2022,12,
MALABRIGO,2022 - II,2022-12-16,0.32,2022,12,0.57
MALABRIGO,2022 - II,2022-12-17,0.0,2022,12,0.32
MALABRIGO,2022 - II,2022-12-18,0.0,2022,12,0.0
MALABRIGO,2022 - II,2022-12-21,0.37,2022,12,
MALABRIGO,2022 - II,2022-12-22,0.0,2022,12,0.37
MALABRIGO,2022 - II,2022-12-23,0.18,2022,12,0.0
MALABRIGO,2022 - II,2022-12-25,0.56,2022,12,
MALABRIGO,2022 - II,2022-12-26,0.41,2022,12,0.56
MALABRIGO,2022 - II,2022-12-27,0.65,2022,12,0.41
MALABRIGO,2022 - II,2022-12-28,0.3,2022,12,0.65
MALABRIGO,2022 - II,2022-12-29,0.59,2022,12,0.3
MALABRIGO,2022 - II,2022-12-30,0.3,2022,12,0.59
MALABRIGO,2022 - II,2022-12-31,0.43,2022,12,0.3
MALABRIGO,2022 - II,2023-01-01,0.47,2023,1,0.43
MALABRIGO,2022 - II,2023-01-02,0.0,2023,1,0.47
MALABRIGO,2022 - II,2023-01-03,0.47,2023,1,0.0
MALABRIGO,2022 - II,2023-01-04,0.11,2023,1,0.47
MALABRIGO,2022 - II,2023-01-05,0.17,2023,1,0.11
MALABRIGO,2022 - II,2023-01-06,0.0,2023,1,0.17
MALABRIGO,2022 - II,2023-01-07,0.0,2023,1,0.0
MALABRIGO,2022 - II,2023-01-08,0.0,2023,1,0.0
MALABRIGO,2022 - II,2023-01-09,0.0,2023,1,0.0
MALABRIGO,2022 - II,2023-01-10,0.03,2023,1,0.0
MALABRIGO,2022 - II,2023-01-13,0.0,2023,1,
MALABRIGO,2022 - II,2023-01-14,0.1,2023,1,0.0
MALABRIGO,2022 - II,2023-01-15,0.0,2023,1,0.1
MALABRIGO,2022 - II,2023-01-16,0.0,2023,1,0.0
MALABRIGO,2022 - II,2023-01-19,0.0,2023,1,
MALABRIGO,2022 - II,2023-01-22,0.11,2023,1,
MALABRIGO,2022 - II,2023-01-23,0.0,2023,1,0.11
MALABRIGO,2022 - II,2023-01-24,0.0,2023,1,0.0
MALABRIGO,2022 - II,2023-01-26,0.18,2023,1,
MALABRIGO,2022 - II,2023-01-28,0.0,2023,1,
MALABRIGO,2022 - II,2023-01-29,0.27,2023,1,0.0
MALABRIGO,2022 - II,2023-01-30,0.23,2023,1,0.27
MALABRIGO,2022 - II,2023-01-31,0.08,2023,1,0.23
MALABRIGO,2022 - II,2023-02-01,0.06,2023,2,0.08
MALABRIGO,2022 - II,2023-02-02,0.53,2023,2,0.06
MALABRIGO,2022 - II,2023-02-03,0.63,2023,2,0.53
MALABRIGO,2022 - II,2023-02-04,0.0,2023,2,0.63
MALABRIGO,2023 - I,2023-06-03,0.0,2023,6,
MALABRIGO,2023 - I,2023-06-04,0.0,2023,6,0.0
MALABRIGO,2023 - I,2023-06-05,0.0,2023,6,0.0
MALABRIGO,2023 - I,2023-08-04,0.0,2023,8,
MALABRIGO,2023 - I,2023-08-05,0.55,2023,8,0.0
MALABRIGO,2023 - I,2023-08-06,0.31,2023,8,0.55
MALABRIGO,2023 - I,2023-08-07,0.33,2023,8,0.31
MALABRIGO,2023 - I,2023-08-08,0.0,2023,8,0.33
MALABRIGO,2023 - I,2023-08-09,0.0,2023,8,0.0
MALABRIGO,2023 - I,2023-08-10,0.0,2023,8,0.0
MALABRIGO,2023 - I,2023-08-11,0.32,2023,8,0.0
MALABRIGO,2023 - I,2023-08-12,0.15,2023,8,0.32
MALABRIGO,2023 - II,2023-10-21,0.19,2023,10,
MALABRIGO,2023 - II,2023-10-22,0.0,2023,10,0.19
MALABRIGO,2023 - II,2023-10-23,0.41,2023,10,0.0
MALABRIGO,2023 - II,2023-10-24,0.22,2023,10,0.41
MALABRIGO,2023 - II,2023-10-26,0.3,2023,10,
MALABRIGO,2023 - II,2023-10-27,0.0,2023,10,0.3
MALABRIGO,2023 - II,2023-11-01,0.21,2023,11,
MALABRIGO,2023 - II,2023-11-02,0.76,2023,11,0.21
MALABRIGO,2023 - II,2023-11-03,0.09,2023,11,0.76
MALABRIGO,2023 - II,2023-11-04,0.3,2023,11,0.09
MALABRIGO,2023 - II,2023-11-05,0.09,2023,11,0.3
MALABRIGO,2023 - II,2023-11-06,0.0,2023,11,0.09
MALABRIGO,2023 - II,2023-11-08,0.52,2023,11,
MALABRIGO,2023 - II,2023-11-09,0.0,2023,11,0.52
MALABRIGO,2023 - II,2023-11-10,0.34,2023,11,0.0
MALABRIGO,2023 - II,2023-11-11,0.37,2023,11,0.34
MALABRIGO,2023 - II,2023-11-12,0.79,2023,11,0.37
MALABRIGO,2023 - II,2023-11-13,0.53,2023,11,0.79
MALABRIGO,2023 - II,2023-11-14,0.0,2023,11,0.53
MALABRIGO,2023 - II,2023-11-15,0.07,2023,11,0.0
MALABRIGO,2023 - II,2023-11-16,0.0,2023,11,0.07
MALABRIGO,2023 - II,2023-11-18,0.66,2023,11,
MALABRIGO,2023 - II,2023-11-19,0.0,2023,11,0.66
MALABRIGO,2023 - II,2023-11-20,0.45,2023,11,0.0
MALABRIGO,2023 - II,2023-11-21,0.0,2023,11,0.45
MALABRIGO,2023 - II,2023-11-24,0.64,2023,11,
MALABRIGO,2023 - II,2023-11-25,0.21,2023,11,0.64
MALABRIGO,2023 - II,2023-11-26,0.0,2023,11,0.21
MALABRIGO,2023 - II,2023-11-28,0.0,2023,11,
MALABRIGO,2023 - II,2023-12-03,0.0,2023,12,
MALABRIGO,2023 - II,2023-12-04,0.55,2023,12,0.0
MALABRIGO,2024 - I,2024-04-16,0.26,2024,4,
MALABRIGO,2024 - I,2024-04-17,0.0,2024,4,0.26
MALABRIGO,2024 - I,2024-04-18,0.0,2024,4,0.0
MALABRIGO,2024 - I,2024-04-19,0.24,2024,4,0.0
MALABRIGO,2024 - I,2024-04-20,0.27,2024,4,0.24
MALABRIGO,2024 - I,2024-04-21,0.25,2024,4,0.27
MALABRIGO,2024 - I,2024-04-22,0.61,2024,4,0.25
MALABRIGO,2024 - I,2024-04-23,0.25,2024,4,0.61
MALABRIGO,2024 - I,2024-04-24,0.58,2024,4,0.25
MALABRIGO,2024 - I,2024-04-25,0.0,2024,4,0.58
MALABRIGO,2024 - I,2024-04-26,0.0,2024,4,0.0
MALABRIGO,2024 - I,2024-04-27,0.0,2024,4,0.0
MALABRIGO,2024 - I,2024-04-28,0.0,2024,4,0.0
MALABRIGO,2024 - I,2024-04-29,0.12,2024,4,0.0
MALABRIGO,2024 - I,2024-04-30,0.0,2024,4,0.12
MALABRIGO,2024 - I,2024-05-01,0.67,2024,5,0.0
MALABRIGO,2024 - I,2024-05-02,0.08,2024,5,0.67
MALABRIGO,2024 - I,2024-05-03,0.42,2024,5,0.08
MALABRIGO,2024 - I,2024-05-04,0.49,2024,5,0.42
MALABRIGO,2024 - I,2024-05-05,0.75,2024,5,0.49
MALABRIGO,2024 - I,2024-05-06,0.49,2024,5,0.75
MALABRIGO,2024 - I,2024-05-07,0.1,2024,5,0.49
MALABRIGO,2024 - I,2024-05-08,0.24,2024,5,0.1
MALABRIGO,2024 - I,2024-05-09,0.59,2024,5,0.24
MALABRIGO,2024 - I,2024-05-10,0.66,2024,5,0.59
MALABRIGO,2024 - I,2024-05-11,0.65,2024,5,0.66
MALABRIGO,2024 - I,2024-05-12,0.64,2024,5,0.65
MALABRIGO,2024 - I,2024-05-13,0.51,2024,5,0.64
MALABRIGO,2024 - I,2024-05-14,0.41,2024,5,0.51
MALABRIGO,2024 - I,2024-05-15,0.33,2024,5,0.41
MALABRIGO,2024 - I,2024-05-16,0.59,2024,5,0.33
MALABRIGO,2024 - I,2024-05-17,0.61,2024,5,0.59
MALABRIGO,2024 - I,2024-05-18,0.61,2024,5,0.61
MALABRIGO,2024 - I,2024-05-19,0.75,2024,5,0.61
MALABRIGO,2024 - I,2024-05-21,0.85,2024,5,
MALABRIGO,2024 - I,2024-05-22,0.37,2024,5,0.85
MALABRIGO,2024 - I,2024-05-23,0.0,2024,5,0.37
MALABRIGO,2024 - I,2024-05-24,0.55,2024,5,0.0
MALABRIGO,2024 - I,2024-05-25,0.09,2024,5,0.55
MALABRIGO,2024 - I,2024-05-26,0.0,2024,5,0.09
MALABRIGO,2024 - I,2024-05-27,0.63,2024,5,0.0
MALABRIGO,2024 - I,2024-05-28,0.42,2024,5,0.63
MALABRIGO,2024 - I,2024-05-29,0.4,2024,5,0.42
MALABRIGO,2024 - I,2024-05-30,0.16,2024,5,0.4
MALABRIGO,2024 - I,2024-05-31,0.0,2024,5,0.16
MALABRIGO,2024 - I,2024-06-01,0.75,2024,6,0.0
MALABRIGO,2024 - I,2024-06-02,0.95,2024,6,0.75
MALABRIGO,2024 - I,2024-06-03,0.36,2024,6,0.95
MALABRIGO,2024 - II,2024-11-01,1.0,2024,11,
MALABRIGO,2024 - II,2024-11-02,0.61,2024,11,1.0
MALABRIGO,2024 - II,2024-11-03,0.09,2024,11,0.61
MALABRIGO,2024 - II,2024-11-04,0.4,2024,11,0.09
MALABRIGO,2024 - II,2024-11-05,0.83,2024,11,0.4
MALABRIGO,2024 - II,2024-11-06,0.82,2024,11,0.83
MALABRIGO,2024 - II,2024-11-07,0.09,2024,11,0.82
MALABRIGO,2024 - II,2024-11-08,0.41,2024,11,0.09
MALABRIGO,2024 - II,2024-11-09,0.36,2024,11,0.41
MALABRIGO,2024 - II,2024-11-10,0.11,2024,11,0.36
MALABRIGO,2024 - II,2024-11-11,0.96,2024,11,0.11
MALABRIGO,2024 - II,2024-11-12,0.64,2024,11,0.96
MALABRIGO,2024 - II,2024-11-13,0.17,2024,11,0.64
MALABRIGO,2024 - II,2024-11-14,0.53,2024,11,0.17
MALABRIGO,2024 - II,2024-11-15,0.0,2024,11,0.53
MALABRIGO,2024 - II,2024-11-19,0.0,2024,11,
MALABRIGO,2024 - II,2024-11-20,0.0,2024,11,0.0
MALABRIGO,2024 - II,2024-11-21,0.17,2024,11,0.0
MALABRIGO,2024 - II,2024-11-22,0.12,2024,11,0.17
MALABRIGO,2024 - II,2024-11-23,0.8,2024,11,0.12
MALABRIGO,2024 - II,2024-11-24,0.8,2024,11,0.8
MALABRIGO,2024 - II,2024-11-25,0.0,2024,11,0.8
MALABRIGO,2024 - II,2024-11-27,0.94,2024,11,
MALABRIGO,2024 - II,2024-11-28,0.94,2024,11,0.94
MALABRIGO,2024 - II,2024-11-29,0.16,2024,11,0.94
MALABRIGO,2024 - II,2024-11-30,0.45,2024,11,0.16
MALABRIGO,2024 - II,2024-12-01,0.1,2024,12,0.45
MALABRIGO,2024 - II,2024-12-02,0.05,2024,12,0.1
MALABRIGO,2024 - II,2024-12-03,0.12,2024,12,0.05
MALABRIGO,2024 - II,2024-12-04,0.0,2024,12,0.12
MALABRIGO,2024 - II,2024-12-05,0.0,2024,12,0.0
MALABRIGO,2024 - II,2024-12-06,0.0,2024,12,0.0
MALABRIGO,2024 - II,2024-12-07,0.0,2024,12,0.0
MALABRIGO,2024 - II,2024-12-08,0.0,2024,12,0.0
MALABRIGO,2024 - II,2024-12-09,0.0,2024,12,0.0
MALABRIGO,2024 - II,2024-12-10,0.0,2024,12,0.0
MALABRIGO,2024 - II,2024-12-11,0.04,2024,12,0.0
MALABRIGO,2024 - II,2024-12-12,0.07,2024,12,0.04
