PLANTA,TEMPORADA,Fecha_Batch,DESCARG,TDC_POND,JUVX2,Munida_pond,ANO,MES
CALLAO,2020 - II,12/11/2020,574,12.8,0.125,0.065,2020,11
CALLAO,2020 - II,13/11/2020,2891,13.9,0.156,0.019,2020,11
CALLAO,2020 - II,14/11/2020,3484,12,0.092,0.042,2020,11
CALLAO,2020 - II,15/11/2020,3333,15.1,0.101,0.048,2020,11
CALLAO,2020 - II,16/11/2020,4296,15.3,0.247,0.009,2020,11
CALLAO,2020 - II,17/11/2020,396,10,0.197,0.075,2020,11
CALLAO,2020 - II,18/11/2020,1889,10.2,0.119,0.059,2020,11
CALLAO,2020 - II,19/11/2020,2554,19.5,0.072,0.012,2020,11
CALLAO,2020 - II,20/11/2020,1124,8.9,0.035,0.004,2020,11
CALLAO,2020 - II,21/11/2020,1002,10,0.039,0.071,2020,11
CALLAO,2020 - II,24/11/2020,548,16.4,0.072,0.012,2020,11
CALLAO,2020 - II,25/11/2020,1632,15.9,0.059,0.025,2020,11
CALLAO,2020 - II,26/11/2020,608,14.1,0.013,0.031,2020,11
CALLAO,2020 - II,27/11/2020,917,28.7,0.058,0.131,2020,11
CALLAO,2020 - II,03/12/2020,1080,25.5,0.048,0.017,2020,12
CALLAO,2020 - II,04/12/2020,705,13.7,0.166,0.027,2020,12
CALLAO,2020 - II,06/12/2020,3395,15.7,0.155,0.029,2020,12
CALLAO,2020 - II,07/12/2020,2312,11.7,0.026,0.045,2020,12
CALLAO,2020 - II,08/12/2020,3763,14.5,0.092,0.045,2020,12
CALLAO,2020 - II,09/12/2020,2251,10.3,0.095,0.012,2020,12
CALLAO,2020 - II,10/12/2020,2929,13,0.216,0.012,2020,12
CALLAO,2020 - II,11/12/2020,1276,12.6,0.109,0.058,2020,12
CALLAO,2020 - II,12/12/2020,904,8.2,0.071,0.066,2020,12
CALLAO,2020 - II,13/12/2020,351,10.2,0.149,0.052,2020,12
CALLAO,2020 - II,15/12/2020,468,11.3,0.003,0,2020,12
CALLAO,2020 - II,16/12/2020,697,12.1,0.032,0.084,2020,12
CALLAO,2020 - II,17/12/2020,1097,9.5,0.037,0.004,2020,12
CALLAO,2020 - II,18/12/2020,2035,12.3,0.065,0.029,2020,12
CALLAO,2020 - II,20/12/2020,349,8.3,0.029,0.075,2020,12
CALLAO,2020 - II,21/12/2020,1209,12,0.049,0.001,2020,12
CALLAO,2020 - II,27/12/2020,2248,34.9,0.002,0.004,2020,12
CALLAO,2020 - II,05/01/2021,548,8,0.163,0.001,2021,1
CALLAO,2020 - II,14/01/2021,244,5.8,0.011,0.03,2021,1
CALLAO,2020 - II,15/01/2021,370,11.6,0.162,0.003,2021,1
CALLAO,2020 - II,16/01/2021,905,10.5,0.247,0.003,2021,1
CALLAO,2020 - II,17/01/2021,276,5.8,0.038,0,2021,1
CALLAO,2020 - II,18/01/2021,431,7.5,0.145,0,2021,1
CALLAO,2020 - II,20/01/2021,3719,20.3,0.22,0.02,2021,1
CALLAO,2020 - II,21/01/2021,852,6.3,0.606,0.002,2021,1
CALLAO,2020 - II,22/01/2021,43,14.6,0.446,0.014,2021,1
CALLAO,2021 - I,23/04/2021,36,3.7,0.854,0,2021,4
CALLAO,2021 - I,24/04/2021,1084,11.1,0.247,0,2021,4
CALLAO,2021 - I,25/04/2021,3563,12.2,0.544,0,2021,4
CALLAO,2021 - I,26/04/2021,1637,16.7,0.812,0,2021,4
CALLAO,2021 - I,27/04/2021,2304,17.7,0.201,0.004,2021,4
CALLAO,2021 - I,28/04/2021,4071,18.9,0.195,0.014,2021,4
CALLAO,2021 - I,29/04/2021,4579,21.5,0.183,0.009,2021,4
CALLAO,2021 - I,30/04/2021,1631,21.6,0.347,0.023,2021,4
CALLAO,2021 - I,01/05/2021,2780,25.6,0.124,0.005,2021,5
CALLAO,2021 - I,02/05/2021,3291,27.6,0.039,0,2021,5
CALLAO,2021 - I,03/05/2021,2988,27.6,0.123,0,2021,5
CALLAO,2021 - I,04/05/2021,2348,22.7,0.349,0,2021,5
CALLAO,2021 - I,05/05/2021,661,27.6,0.614,0,2021,5
CALLAO,2021 - I,06/05/2021,708,23.7,0.178,0.019,2021,5
CALLAO,2021 - I,10/05/2021,677,15,0.049,0,2021,5
CALLAO,2021 - I,11/05/2021,4563,12.6,0.1,0,2021,5
CALLAO,2021 - I,12/05/2021,3391,17.1,0.172,0,2021,5
CALLAO,2021 - I,13/05/2021,2993,11.6,0.197,0,2021,5
CALLAO,2021 - I,14/05/2021,3764,17.6,0.251,0,2021,5
CALLAO,2021 - I,15/05/2021,3542,13.7,0.224,0,2021,5
CALLAO,2021 - I,16/05/2021,2214,21.7,0.166,0,2021,5
CALLAO,2021 - I,17/05/2021,603,11.5,0.264,0,2021,5
CALLAO,2021 - I,18/05/2021,197,8.8,0.632,0.001,2021,5
CALLAO,2021 - I,19/05/2021,163,27.2,0.41,0,2021,5
CALLAO,2021 - I,21/05/2021,420,10.7,0.132,0,2021,5
CALLAO,2021 - I,22/05/2021,776,12.9,0.165,0,2021,5
CALLAO,2021 - I,23/05/2021,832,9.8,0.264,0.003,2021,5
CALLAO,2021 - I,24/05/2021,4432,15.5,0.081,0,2021,5
CALLAO,2021 - I,25/05/2021,1589,12.6,0.196,0,2021,5
CALLAO,2021 - I,26/05/2021,25,5.5,0.357,0.067,2021,5
CALLAO,2021 - I,28/05/2021,233,14.5,0.13,0,2021,5
CALLAO,2021 - I,29/05/2021,228,12.9,0.126,0,2021,5
CALLAO,2021 - I,30/05/2021,602,9.7,0.07,0,2021,5
CALLAO,2021 - I,01/06/2021,2493,26.8,0.228,0,2021,6
CALLAO,2021 - I,02/06/2021,1408,8.2,0.124,0,2021,6
CALLAO,2021 - I,03/06/2021,4087,14.2,0.279,0,2021,6
CALLAO,2021 - I,04/06/2021,3352,14,0.216,0,2021,6
CALLAO,2021 - I,05/06/2021,3191,13.6,0.181,0,2021,6
CALLAO,2021 - I,06/06/2021,2325,12,0.099,0,2021,6
CALLAO,2021 - I,07/06/2021,1106,11.6,0.327,0.001,2021,6
CALLAO,2021 - I,08/06/2021,1681,12.8,0.103,0,2021,6
CALLAO,2021 - I,09/06/2021,3718,15.7,0.252,0,2021,6
CALLAO,2021 - I,10/06/2021,293,6.5,0.183,0,2021,6
CALLAO,2021 - I,11/06/2021,1579,12.1,0.313,0,2021,6
CALLAO,2021 - I,12/06/2021,490,7.2,0.263,0.003,2021,6
CALLAO,2021 - I,13/06/2021,1004,12.2,0.445,0,2021,6
CALLAO,2021 - I,15/06/2021,736,7.7,0.535,0.034,2021,6
CALLAO,2021 - I,19/06/2021,798,13.2,0.647,0.022,2021,6
CALLAO,2021 - I,22/06/2021,1067,11.2,0.373,0,2021,6
CALLAO,2021 - II,15/11/2021,3591,16.3,0.091,0.067,2021,11
CALLAO,2021 - II,16/11/2021,3197,14.2,0.123,0.025,2021,11
CALLAO,2021 - II,17/11/2021,3106,11.3,0.307,0.017,2021,11
CALLAO,2021 - II,18/11/2021,3087,14.2,0.267,0.017,2021,11
CALLAO,2021 - II,19/11/2021,4304,12.7,0.142,0.008,2021,11
CALLAO,2021 - II,20/11/2021,2120,11.9,0.02,0,2021,11
CALLAO,2021 - II,21/11/2021,3814,13.2,0.106,0.003,2021,11
CALLAO,2021 - II,22/11/2021,3144,13.7,0.051,0.005,2021,11
CALLAO,2021 - II,23/11/2021,1422,14.6,0.006,0.018,2021,11
CALLAO,2021 - II,24/11/2021,1060,26,0.027,0.01,2021,11
CALLAO,2021 - II,27/11/2021,1078,39,0.006,0.001,2021,11
CALLAO,2021 - II,28/11/2021,4097,11.8,0.035,0.029,2021,11
CALLAO,2021 - II,29/11/2021,4155,11.2,0.057,0.019,2021,11
CALLAO,2021 - II,30/11/2021,2163,10.7,0.015,0.001,2021,11
CALLAO,2021 - II,01/12/2021,3524,22,0,0,2021,12
CALLAO,2021 - II,03/12/2021,656,28.1,0,0,2021,12
CALLAO,2021 - II,04/12/2021,5109,27.6,0.007,0,2021,12
CALLAO,2021 - II,06/12/2021,4285,12.8,0.007,0.003,2021,12
CALLAO,2021 - II,07/12/2021,3557,10.8,0.064,0.017,2021,12
CALLAO,2021 - II,08/12/2021,4120,14.3,0.215,0.014,2021,12
CALLAO,2021 - II,09/12/2021,3155,12,0.181,0.002,2021,12
CALLAO,2021 - II,10/12/2021,3063,18,0.167,0.001,2021,12
CALLAO,2021 - II,11/12/2021,4138,19.4,0.178,0,2021,12
CALLAO,2021 - II,12/12/2021,1895,14.8,0.236,0.001,2021,12
CALLAO,2021 - II,13/12/2021,925,40.4,0.377,0,2021,12
CALLAO,2021 - II,14/12/2021,4119,15.6,0.151,0,2021,12
CALLAO,2021 - II,15/12/2021,2624,20.9,0.096,0,2021,12
CALLAO,2021 - II,16/12/2021,2449,20.1,0.278,0.037,2021,12
CALLAO,2021 - II,17/12/2021,2003,19.6,0.096,0,2021,12
CALLAO,2021 - II,18/12/2021,3903,22.8,0.121,0.002,2021,12
CALLAO,2021 - II,19/12/2021,1998,21.2,0.099,0.024,2021,12
CALLAO,2021 - II,20/12/2021,1624,29.4,0.17,0.011,2021,12
CALLAO,2021 - II,21/12/2021,3323,16.9,0.223,0.003,2021,12
CALLAO,2021 - II,22/12/2021,1122,16.4,0.093,0.003,2021,12
CALLAO,2021 - II,23/12/2021,2596,23.9,0.209,0.008,2021,12
CALLAO,2021 - II,25/12/2021,2979,16,0.152,0,2021,12
CALLAO,2021 - II,26/12/2021,1690,11,0.097,0,2021,12
CALLAO,2021 - II,27/12/2021,633,11.7,0.142,0.02,2021,12
CALLAO,2021 - II,28/12/2021,860,8.4,0.149,0,2021,12
CALLAO,2021 - II,29/12/2021,2362,13.6,0.63,0.001,2021,12
CALLAO,2021 - II,31/12/2021,2826,17.9,0.146,0,2021,12
CALLAO,2021 - II,01/01/2022,865,19.3,0.125,0,2022,1
CALLAO,2021 - II,02/01/2022,2250,31.1,0.134,0.048,2022,1
CALLAO,2021 - II,03/01/2022,249,14.7,0,0,2022,1
CALLAO,2022 - I,04/05/2022,2163,9.6,0.18,0.001,2022,5
CALLAO,2022 - I,05/05/2022,3783,13.8,0.453,0.001,2022,5
CALLAO,2022 - I,06/05/2022,4006,12,0.395,0.007,2022,5
CALLAO,2022 - I,07/05/2022,4162,10.6,0.268,0.01,2022,5
CALLAO,2022 - I,08/05/2022,4085,14.1,0.16,0.002,2022,5
CALLAO,2022 - I,09/05/2022,3028,20.3,0.086,0.016,2022,5
CALLAO,2022 - I,10/05/2022,3186,16.5,0.162,0.003,2022,5
CALLAO,2022 - I,11/05/2022,2719,12.5,0.079,0,2022,5
CALLAO,2022 - I,12/05/2022,4896,19,0.288,0.021,2022,5
CALLAO,2022 - I,18/05/2022,329,21.4,0.028,0,2022,5
CALLAO,2022 - I,19/05/2022,1760,22.5,0.158,0,2022,5
CALLAO,2022 - I,20/05/2022,970,14.3,0.07,0,2022,5
CALLAO,2022 - I,21/05/2022,1012,20.9,0.033,0,2022,5
CALLAO,2022 - I,22/05/2022,3311,16.9,0.131,0,2022,5
CALLAO,2022 - I,23/05/2022,3631,16.9,0.173,0.001,2022,5
CALLAO,2022 - I,24/05/2022,1306,17.3,0.199,0,2022,5
CALLAO,2022 - I,25/05/2022,422,13.5,0.05,0,2022,5
CALLAO,2022 - I,26/05/2022,3078,24.9,0.051,0,2022,5
CALLAO,2022 - I,27/05/2022,706,9.3,0.112,0.08,2022,5
CALLAO,2022 - I,28/05/2022,4204,17.6,0.153,0,2022,5
CALLAO,2022 - I,29/05/2022,929,13.5,0.199,0,2022,5
CALLAO,2022 - I,30/05/2022,1569,13,0.372,0.003,2022,5
CALLAO,2022 - I,31/05/2022,2512,17.2,0.38,0.006,2022,5
CALLAO,2022 - I,01/06/2022,2147,23.7,0.161,0,2022,6
CALLAO,2022 - I,02/06/2022,33,13.2,0.043,0,2022,6
CALLAO,2022 - I,09/06/2022,207,10.2,0.313,0.018,2022,6
CALLAO,2022 - I,10/06/2022,529,9.9,0.134,0.022,2022,6
CALLAO,2022 - I,11/06/2022,3308,11.5,0.23,0.016,2022,6
CALLAO,2022 - I,12/06/2022,2370,10,0.1,0.01,2022,6
CALLAO,2022 - I,13/06/2022,2690,11.6,0.083,0.025,2022,6
CALLAO,2022 - I,14/06/2022,7175,22.8,0.212,0.005,2022,6
CALLAO,2022 - I,16/06/2022,198,9.8,0.146,0.001,2022,6
CALLAO,2022 - I,20/06/2022,1488,22,0.3,0,2022,6
CALLAO,2022 - I,21/06/2022,3720,23.7,0.112,0,2022,6
CALLAO,2022 - I,22/06/2022,1084,25.7,0.057,0,2022,6
CALLAO,2022 - I,01/07/2022,405,6.5,0.056,0.015,2022,7
CALLAO,2022 - I,02/07/2022,3507,16.7,0.096,0.006,2022,7
CALLAO,2022 - I,03/07/2022,3615,14.7,0.123,0.025,2022,7
CALLAO,2022 - I,04/07/2022,2479,13.8,0.204,0.001,2022,7
CALLAO,2022 - I,05/07/2022,1262,10.2,0.252,0.03,2022,7
CALLAO,2022 - I,12/07/2022,2585,24.9,0.485,0.035,2022,7
CALLAO,2022 - I,13/07/2022,2306,14.4,0.155,0.008,2022,7
CALLAO,2022 - I,14/07/2022,3648,15.4,0.2,0.003,2022,7
CALLAO,2022 - I,19/07/2022,1203,10.3,0.236,0.02,2022,7
CALLAO,2022 - I,20/07/2022,4005,13.3,0.062,0,2022,7
CALLAO,2022 - I,21/07/2022,1338,9.5,0.117,0.028,2022,7
CALLAO,2022 - I,22/07/2022,2234,12,0.073,0.009,2022,7
CALLAO,2022 - I,23/07/2022,1750,12,0.083,0.002,2022,7
CALLAO,2022 - II,23/11/2022,3749,10.1,0.341,0,2022,11
CALLAO,2022 - II,24/11/2022,3773,11,0.077,0.001,2022,11
CALLAO,2022 - II,25/11/2022,560,8.3,0.089,0.021,2022,11
CALLAO,2022 - II,26/11/2022,1526,11.6,0.057,0,2022,11
CALLAO,2022 - II,27/11/2022,626,6.1,0,0.084,2022,11
CALLAO,2022 - II,28/11/2022,4055,11.6,0.117,0.009,2022,11
CALLAO,2022 - II,29/11/2022,2914,11.4,0.085,0.003,2022,11
CALLAO,2022 - II,30/11/2022,3377,11.5,0.123,0,2022,11
CALLAO,2022 - II,01/12/2022,2969,10.3,0.088,0.006,2022,12
CALLAO,2022 - II,02/12/2022,3143,12.7,0.071,0.011,2022,12
CALLAO,2022 - II,03/12/2022,1412,10,0.078,0.019,2022,12
CALLAO,2022 - II,04/12/2022,1006,9.2,0.273,0.018,2022,12
CALLAO,2022 - II,05/12/2022,2927,10.4,0.155,0.014,2022,12
CALLAO,2022 - II,06/12/2022,2879,10.6,0.141,0.007,2022,12
CALLAO,2022 - II,07/12/2022,1268,13.9,0.177,0.021,2022,12
CALLAO,2022 - II,10/12/2022,806,5.4,0.322,0.02,2022,12
CALLAO,2022 - II,11/12/2022,900,12.2,0.285,0.019,2022,12
CALLAO,2022 - II,13/12/2022,523,11.8,0.203,0.005,2022,12
CALLAO,2022 - II,14/12/2022,2122,15.4,0.022,0,2022,12
CALLAO,2022 - II,15/12/2022,2889,19.2,0.025,0,2022,12
CALLAO,2022 - II,16/12/2022,580,18.4,0,0,2022,12
CALLAO,2022 - II,17/12/2022,1902,23.3,0.025,0,2022,12
CALLAO,2022 - II,18/12/2022,532,7.9,0.182,0.037,2022,12
CALLAO,2022 - II,19/12/2022,243,10.8,0.046,0.016,2022,12
CALLAO,2022 - II,20/12/2022,455,10.8,0.083,0.082,2022,12
CALLAO,2022 - II,21/12/2022,304,7.1,0.143,0.038,2022,12
CALLAO,2022 - II,22/12/2022,992,9.4,0.191,0.14,2022,12
CALLAO,2022 - II,26/12/2022,141,6.1,0.773,0.062,2022,12
CALLAO,2022 - II,27/12/2022,1955,10.1,0.018,0.005,2022,12
CALLAO,2022 - II,28/12/2022,3099,19.4,0.068,0.051,2022,12
CALLAO,2022 - II,29/12/2022,327,10,0.062,0.243,2022,12
CALLAO,2022 - II,30/12/2022,485,8.5,0.036,0.062,2022,12
CALLAO,2022 - II,31/12/2022,82,7.8,0,0,2022,12
CALLAO,2022 - II,01/01/2023,296,9.5,0.275,0.174,2023,1
CALLAO,2022 - II,02/01/2023,723,10.6,0.556,0.006,2023,1
CALLAO,2022 - II,03/01/2023,1148,8.5,0.283,0.061,2023,1
CALLAO,2022 - II,04/01/2023,317,8.3,0.298,0.118,2023,1
CALLAO,2022 - II,06/01/2023,2119,15.1,0.243,0.017,2023,1
CALLAO,2022 - II,07/01/2023,383,10.7,0.17,0.029,2023,1
CALLAO,2022 - II,08/01/2023,1304,11.2,0.112,0.039,2023,1
CALLAO,2022 - II,09/01/2023,2942,13.2,0.327,0.007,2023,1
CALLAO,2022 - II,10/01/2023,2156,15,0.141,0.003,2023,1
CALLAO,2022 - II,14/01/2023,1711,10.9,0.249,0.044,2023,1
CALLAO,2022 - II,15/01/2023,541,13.4,0.295,0.056,2023,1
CALLAO,2022 - II,16/01/2023,1733,18.2,0.285,0.197,2023,1
CALLAO,2022 - II,17/01/2023,473,10.2,0.149,0.047,2023,1
CALLAO,2022 - II,18/01/2023,33,5.9,0,0.176,2023,1
CALLAO,2022 - II,19/01/2023,2089,20.2,0.18,0.024,2023,1
CALLAO,2022 - II,21/01/2023,51,12.3,0.258,0.291,2023,1
CALLAO,2022 - II,22/01/2023,609,8.1,0.044,0,2023,1
CALLAO,2022 - II,23/01/2023,644,10.7,0.3,0.025,2023,1
CALLAO,2022 - II,24/01/2023,1264,11,0.201,0.035,2023,1
CALLAO,2022 - II,25/01/2023,2748,11.4,0.216,0.024,2023,1
CALLAO,2022 - II,27/01/2023,1673,10.8,0.315,0.032,2023,1
CALLAO,2022 - II,28/01/2023,62,2.9,0.312,0.02,2023,1
CALLAO,2022 - II,29/01/2023,798,24.1,0.564,0.038,2023,1
CALLAO,2022 - II,30/01/2023,799,11.4,0.51,0.068,2023,1
CALLAO,2022 - II,31/01/2023,276,6.1,0.343,0.019,2023,1
CALLAO,2022 - II,01/02/2023,1680,8.5,0.673,0.024,2023,2
CALLAO,2023 - I,03/06/2023,1267,9.7,0.841,0,2023,6
CALLAO,2023 - I,04/06/2023,448,14.9,0.887,0.003,2023,6
CALLAO,2023 - I,05/08/2023,209,15.4,0.611,0,2023,8
CALLAO,2023 - II,21/10/2023,3614,18,0.764,0,2023,10
CALLAO,2023 - II,23/10/2023,1872,11.1,0.789,0,2023,10
CALLAO,2023 - II,24/10/2023,3112,14.2,0.782,0,2023,10
CALLAO,2023 - II,25/10/2023,199,28.7,0.337,0,2023,10
CALLAO,2023 - II,26/10/2023,3028,16.6,0.558,0,2023,10
CALLAO,2023 - II,27/10/2023,2779,21,0.354,0,2023,10
CALLAO,2023 - II,28/10/2023,3234,18.4,0.467,0,2023,10
CALLAO,2023 - II,29/10/2023,2672,26.4,0.573,0,2023,10
CALLAO,2023 - II,31/10/2023,1137,17.3,0.562,0,2023,10
CALLAO,2023 - II,01/11/2023,3979,15.5,0.726,0,2023,11
CALLAO,2023 - II,02/11/2023,2927,17.3,0.437,0,2023,11
CALLAO,2023 - II,03/11/2023,3621,18.5,0.297,0,2023,11
CALLAO,2023 - II,04/11/2023,1562,25.8,0.367,0,2023,11
CALLAO,2023 - II,05/11/2023,3333,21.1,0.726,0.019,2023,11
CALLAO,2023 - II,06/11/2023,1388,26.5,0.535,0.022,2023,11
CALLAO,2023 - II,07/11/2023,2223,16.8,0.678,0,2023,11
CALLAO,2023 - II,08/11/2023,3915,17.4,0.493,0,2023,11
CALLAO,2023 - II,09/11/2023,1564,17.5,0.68,0,2023,11
CALLAO,2023 - II,11/11/2023,3674,19.2,0.673,0.001,2023,11
CALLAO,2023 - II,12/11/2023,2744,13.6,0.568,0,2023,11
CALLAO,2023 - II,13/11/2023,1570,7.7,0.609,0,2023,11
CALLAO,2023 - II,14/11/2023,1828,11.4,0.564,0,2023,11
CALLAO,2023 - II,15/11/2023,1757,9.3,0.646,0,2023,11
CALLAO,2023 - II,16/11/2023,603,7.9,0.681,0,2023,11
CALLAO,2023 - II,17/11/2023,1385,10.9,0.618,0.002,2023,11
CALLAO,2023 - II,19/11/2023,2079,12.9,0.525,0,2023,11
CALLAO,2023 - II,20/11/2023,1397,10,0.525,0,2023,11
CALLAO,2023 - II,21/11/2023,3159,21.2,0.519,0.004,2023,11
CALLAO,2023 - II,22/11/2023,3290,12.8,0.456,0,2023,11
CALLAO,2023 - II,23/11/2023,3029,15.4,0.584,0,2023,11
CALLAO,2023 - II,24/11/2023,1495,12,0.526,0,2023,11
CALLAO,2023 - II,25/11/2023,3046,15.4,0.594,0,2023,11
CALLAO,2023 - II,26/11/2023,939,11.5,0.355,0,2023,11
CALLAO,2023 - II,27/11/2023,3795,18.3,0.486,0.001,2023,11
CALLAO,2023 - II,28/11/2023,342,14.6,0.781,0,2023,11
CALLAO,2023 - II,29/11/2023,2008,16.2,0.596,0.012,2023,11
CALLAO,2023 - II,30/11/2023,235,6.9,0.711,0,2023,11
CALLAO,2023 - II,01/12/2023,2086,9.5,0.702,0,2023,12
CALLAO,2023 - II,03/12/2023,689,8.9,0.525,0.006,2023,12
CALLAO,2023 - II,04/12/2023,811,11,0.527,0,2023,12
CALLAO,2023 - II,05/12/2023,3225,15,0.649,0,2023,12
CALLAO,2023 - II,06/12/2023,921,26.2,0.526,0.001,2023,12
CALLAO,2023 - II,10/12/2023,1005,10.9,0.379,0,2023,12
CALLAO,2023 - II,11/12/2023,61,8.3,0.606,0.014,2023,12
CALLAO,2023 - II,17/12/2023,110,6,0.808,0,2023,12
CALLAO,2023 - II,18/12/2023,856,15.6,0.745,0,2023,12
CALLAO,2023 - II,19/12/2023,390,11.4,0.785,0,2023,12
CALLAO,2023 - II,29/12/2023,528,5.8,0.623,0.007,2023,12
CALLAO,2023 - II,30/12/2023,578,8.1,0.21,0.001,2023,12
CALLAO,2023 - II,31/12/2023,2155,13.7,0.655,0,2023,12
CALLAO,2023 - II,01/01/2024,1422,10.3,0.388,0.011,2024,1
CALLAO,2023 - II,02/01/2024,469,11.1,0.739,0.032,2024,1
CALLAO,2023 - II,03/01/2024,1099,14.4,0.862,0,2024,1
CALLAO,2023 - II,05/01/2024,813,17.8,0.622,0.001,2024,1
CALLAO,2023 - II,06/01/2024,365,10,0.678,0.002,2024,1
CALLAO,2023 - II,07/01/2024,134,12.6,0.698,0.011,2024,1
CALLAO,2023 - II,08/01/2024,2074,12.8,0.683,0.01,2024,1
CALLAO,2023 - II,09/01/2024,2204,11,0.686,0,2024,1
CALLAO,2023 - II,10/01/2024,1543,11.1,0.584,0.004,2024,1
CALLAO,2023 - II,11/01/2024,1002,13.4,0.707,0,2024,1
CALLAO,2023 - II,12/01/2024,390,15.4,0.779,0.003,2024,1
CALLAO,2024 - I,16/04/2024,2731,61.8,0.883,0.024,2024,4
CALLAO,2024 - I,17/04/2024,3338,16.3,0.614,0.023,2024,4
CALLAO,2024 - I,18/04/2024,3165,21.6,0.709,0.015,2024,4
CALLAO,2024 - I,20/04/2024,3507,13.5,0.652,0.013,2024,4
CALLAO,2024 - I,21/04/2024,2159,13,0.734,0.011,2024,4
CALLAO,2024 - I,22/04/2024,1295,17.2,0.871,0.02,2024,4
CALLAO,2024 - I,23/04/2024,2272,9.5,0.568,0.034,2024,4
CALLAO,2024 - I,24/04/2024,3274,12.1,0.471,0.03,2024,4
CALLAO,2024 - I,25/04/2024,1817,13.6,0.561,0.017,2024,4
CALLAO,2024 - I,26/04/2024,2890,14.9,0.85,0.072,2024,4
CALLAO,2024 - I,27/04/2024,1001,12.4,0.829,0.089,2024,4
CALLAO,2024 - I,28/04/2024,1820,14.2,0.396,0.028,2024,4
CALLAO,2024 - I,29/04/2024,3497,20.6,0.387,0.018,2024,4
CALLAO,2024 - I,30/04/2024,1835,16.6,0.477,0.077,2024,4
CALLAO,2024 - I,01/05/2024,3585,15.1,0.407,0.016,2024,5
CALLAO,2024 - I,02/05/2024,3671,17.7,0.36,0.009,2024,5
CALLAO,2024 - I,03/05/2024,4315,22.7,0.318,0.011,2024,5
CALLAO,2024 - I,04/05/2024,1112,18.6,0.494,0.014,2024,5
CALLAO,2024 - I,05/05/2024,556,17.1,0.802,0.016,2024,5
CALLAO,2024 - I,06/05/2024,2429,14.9,0.679,0.015,2024,5
CALLAO,2024 - I,07/05/2024,4125,15.3,0.557,0.02,2024,5
CALLAO,2024 - I,08/05/2024,2357,13.7,0.486,0.041,2024,5
CALLAO,2024 - I,09/05/2024,3033,17.7,0.519,0.017,2024,5
CALLAO,2024 - I,10/05/2024,2081,13.9,0.363,0.006,2024,5
CALLAO,2024 - I,11/05/2024,2202,14.5,0.435,0.013,2024,5
CALLAO,2024 - I,12/05/2024,3248,17.5,0.679,0.082,2024,5
CALLAO,2024 - I,13/05/2024,1934,12.2,0.559,0.08,2024,5
CALLAO,2024 - I,14/05/2024,1410,12,0.621,0.055,2024,5
CALLAO,2024 - I,15/05/2024,837,13,0.31,0.039,2024,5
CALLAO,2024 - I,17/05/2024,542,17.6,0.88,0.006,2024,5
CALLAO,2024 - I,18/05/2024,91,7.7,0.43,0.004,2024,5
CALLAO,2024 - I,25/05/2024,580,11,0.3,0.012,2024,5
CALLAO,2024 - I,26/05/2024,452,13.4,0.686,0.197,2024,5
CALLAO,2024 - I,30/05/2024,1250,13.1,0.67,0.033,2024,5
CALLAO,2024 - I,31/05/2024,884,12.6,0.613,0.009,2024,5
CALLAO,2024 - I,01/06/2024,2171,13.1,0.504,0.012,2024,6
CALLAO,2024 - I,02/06/2024,2521,13,0.187,0.01,2024,6
CALLAO,2024 - I,03/06/2024,1430,13.5,0.328,0.011,2024,6
CALLAO,2024 - II,01/11/2024,3204,13,0.032,0.032,2024,11
CALLAO,2024 - II,02/11/2024,2858,14.9,0.031,0.013,2024,11
CALLAO,2024 - II,03/11/2024,1415,17.5,0,0.013,2024,11
CALLAO,2024 - II,04/11/2024,372,12.8,0.004,0.006,2024,11
CALLAO,2024 - II,05/11/2024,1972,16.8,0.183,0.033,2024,11
CALLAO,2024 - II,06/11/2024,1215,16.4,0.197,0.014,2024,11
CALLAO,2024 - II,07/11/2024,1154,19.1,0.442,0.04,2024,11
CALLAO,2024 - II,08/11/2024,2521,12.4,0.241,0.048,2024,11
CALLAO,2024 - II,09/11/2024,1917,14.4,0.057,0.118,2024,11
CALLAO,2024 - II,10/11/2024,2069,13.8,0.261,0.04,2024,11
CALLAO,2024 - II,11/11/2024,678,20.8,0.049,0.001,2024,11
CALLAO,2024 - II,14/11/2024,2122,15.9,0.036,0.006,2024,11
CALLAO,2024 - II,15/11/2024,2762,18.4,0.025,0.026,2024,11
CALLAO,2024 - II,16/11/2024,2717,14.1,0.218,0.034,2024,11
CALLAO,2024 - II,17/11/2024,1199,17.4,0.227,0.025,2024,11
CALLAO,2024 - II,18/11/2024,2703,13.7,0.119,0.039,2024,11
CALLAO,2024 - II,19/11/2024,3249,14.9,0.17,0.047,2024,11
CALLAO,2024 - II,20/11/2024,1009,8.9,0.33,0.043,2024,11
CALLAO,2024 - II,21/11/2024,2612,17.3,0.719,0.032,2024,11
CALLAO,2024 - II,22/11/2024,641,18.5,0.315,0.04,2024,11
CALLAO,2024 - II,23/11/2024,515,16.7,0.495,0.043,2024,11
CALLAO,2024 - II,25/11/2024,1837,16.4,0.239,0.045,2024,11
CALLAO,2024 - II,26/11/2024,528,16,0.246,0.052,2024,11
CALLAO,2024 - II,27/11/2024,1509,12.4,0.163,0.034,2024,11
CALLAO,2024 - II,28/11/2024,2144,14.8,0.256,0.034,2024,11
CALLAO,2024 - II,29/11/2024,592,13,0.414,0.046,2024,11
CALLAO,2024 - II,30/11/2024,1218,12.9,0.116,0.017,2024,11
