PLANTA,TEMPORADA,Fecha_Batch,DESCARG,TDC_POND,JUVX2,Munida_pond,ANO,MES
VEGUETA,2024 - II,14/12/2024,244,11.2,0.45,0.02,2024,12
VEGUETA,2024 - II,15/12/2024,812,16.4,0.161,0.042,2024,12
VEGUETA,2025 - I,22/04/2025,2822,15.4,0.257,0.007,2025,4
VEGUETA,2025 - I,23/04/2025,972,17.2,0.328,0.001,2025,4
VEGUETA,2025 - I,24/04/2025,303,9.1,0.327,0.034,2025,4
VEGUETA,2025 - I,25/04/2025,1775,16,0.126,0.055,2025,4
VEGUETA,2025 - I,27/04/2025,1818,16.6,0.408,0.057,2025,4
VEGUETA,2025 - I,28/04/2025,1304,14.9,0.298,0.108,2025,4
VEGUETA,2025 - I,29/04/2025,1566,8.8,0.348,0.031,2025,4
VEGUETA,2025 - I,30/04/2025,2621,14.4,0.454,0.009,2025,4
VEGUETA,2025 - I,01/05/2025,2524,13.3,0.419,0.09,2025,5
VEGUETA,2025 - I,02/05/2025,3129,14.2,0.273,0.073,2025,5
VEGUETA,2025 - I,03/05/2025,1399,16.1,0.426,0.103,2025,5
VEGUETA,2025 - I,04/05/2025,2598,12.3,0.627,0.138,2025,5
VEGUETA,2025 - I,05/05/2025,1903,10,0.108,0.012,2025,5
VEGUETA,2025 - I,06/05/2025,1483,13.5,0.233,0.058,2025,5
VEGUETA,2025 - I,07/05/2025,2561,16.9,0.625,0.102,2025,5
VEGUETA,2025 - I,08/05/2025,2268,13.4,0.43,0.034,2025,5
VEGUETA,2025 - I,09/05/2025,2568,20.8,0.434,0.158,2025,5
VEGUETA,2025 - I,10/05/2025,2644,11.7,0.096,0.001,2025,5
VEGUETA,2025 - I,11/05/2025,3309,14.4,0.176,0,2025,5
VEGUETA,2025 - I,12/05/2025,2314,12,0.151,0.011,2025,5
VEGUETA,2025 - I,13/05/2025,1216,15.5,0.161,0.042,2025,5
VEGUETA,2025 - I,14/05/2025,2074,13.6,0.19,0.01,2025,5
VEGUETA,2025 - I,16/05/2025,1423,14.5,0.135,0.002,2025,5
VEGUETA,2025 - I,17/05/2025,2902,15.1,0.238,0.062,2025,5
VEGUETA,2025 - I,18/05/2025,2003,11.9,0.371,0.042,2025,5
VEGUETA,2025 - I,19/05/2025,2772,16.6,0.318,0.008,2025,5
VEGUETA,2025 - I,20/05/2025,3041,14.5,0.259,0.013,2025,5
VEGUETA,2025 - I,21/05/2025,274,8.7,0.244,0,2025,5
VEGUETA,2025 - I,30/05/2025,638,10.2,0.278,0,2025,5
VEGUETA,2025 - I,31/05/2025,830,18.5,0.619,0.323,2025,5
VEGUETA,2025 - I,02/06/2025,1293,14.4,0.413,0.006,2025,6
VEGUETA,2025 - I,03/06/2025,1198,12.2,0.289,0.07,2025,6
VEGUETA,2025 - I,04/06/2025,1299,28.4,0.313,0.013,2025,6
VEGUETA,2025 - I,05/06/2025,2349,19.7,0.369,0.022,2025,6
VEGUETA,2025 - I,11/06/2025,616,13.6,0.717,0.011,2025,6
VEGUETA,2025 - I,12/06/2025,196,10.9,0.406,0.019,2025,6
VEGUETA,2025 - I,20/06/2025,862,10.6,0.451,0.063,2025,6
VEGUETA,2025 - I,21/06/2025,827,6.3,0.422,0.02,2025,6
VEGUETA,2025 - I,22/06/2025,1334,9.1,0.553,0.045,2025,6
VEGUETA,2025 - I,23/06/2025,260,5.8,0.636,0.018,2025,6
VEGUETA,2025 - I,24/06/2025,261,5.4,0.422,0.031,2025,6
VEGUETA,2025 - I,25/06/2025,385,12.3,0.253,0.13,2025,6
VEGUETA,2025 - I,26/06/2025,79,5.2,0.514,0.06,2025,6
VEGUETA,2025 - I,02/07/2025,118,14.4,0.909,0.01,2025,7
VEGUETA,2025 - II,11/11/2025,679,10.3,0.531,0.077,2025,11
VEGUETA,2025 - II,14/11/2025,1264,19.8,0.051,0,2025,11
VEGUETA,2025 - II,19/11/2025,1415,29.9,0.077,0,2025,11
VEGUETA,2025 - II,20/11/2025,931,21.3,0.067,0.004,2025,11
VEGUETA,2025 - II,23/11/2025,317,13.7,0.15,0.008,2025,11
VEGUETA,2025 - II,24/11/2025,2619,15.7,0.102,0.012,2025,11
VEGUETA,2025 - II,25/11/2025,273,11.9,0.041,0.012,2025,11
VEGUETA,2025 - II,26/11/2025,918,14.1,0.071,0,2025,11
VEGUETA,2025 - II,27/11/2025,293,12.6,0.064,0.005,2025,11
VEGUETA,2025 - II,28/11/2025,274,14.9,0.025,0.002,2025,11
VEGUETA,2025 - II,29/11/2025,2854,15.7,0.034,0,2025,11
VEGUETA,2025 - II,30/11/2025,2743,12.4,0.026,0,2025,11
VEGUETA,2025 - II,01/12/2025,1052,10.2,0.015,0.018,2025,12
VEGUETA,2025 - II,02/12/2025,428,12.3,0.023,0.029,2025,12
VEGUETA,2025 - II,04/12/2025,1521,17.7,0.041,0.018,2025,12
VEGUETA,2025 - II,05/12/2025,3087,22.7,0.014,0,2025,12
VEGUETA,2025 - II,06/12/2025,2722,24.7,0.039,0.001,2025,12
VEGUETA,2025 - II,07/12/2025,3176,19.1,0.033,0,2025,12
VEGUETA,2025 - II,08/12/2025,1835,16,0.023,0.007,2025,12
VEGUETA,2025 - II,09/12/2025,150,7.2,0.017,0.006,2025,12
VEGUETA,2025 - II,10/12/2025,1741,12.2,0.008,0,2025,12
VEGUETA,2025 - II,11/12/2025,1760,13.3,0.023,0.014,2025,12
VEGUETA,2025 - II,16/12/2025,936,27.3,0.008,0,2025,12
VEGUETA,2025 - II,19/12/2025,1898,15.9,0.053,0,2025,12
VEGUETA,2025 - II,20/12/2025,2479,13.8,0.037,0.001,2025,12
VEGUETA,2025 - II,21/12/2025,133,24.6,0.025,0,2025,12
VEGUETA,2025 - II,27/12/2025,868,7.3,0.032,0.053,2025,12
VEGUETA,2025 - II,28/12/2025,385,27.3,0.464,0.038,2025,12
VEGUETA,2025 - II,10/01/2026,1081,23.2,0.07,0.011,2026,1
VEGUETA,2026 - I,09/04/2026,2829,16.4,0.206,0.081,2026,4
VEGUETA,2026 - I,10/04/2026,2336,13.5,0.209,0.031,2026,4
VEGUETA,2026 - I,11/04/2026,1185,10.5,0.383,0.024,2026,4
VEGUETA,2026 - I,12/04/2026,596,8.2,0.076,0.002,2026,4
VEGUETA,2026 - I,13/04/2026,510,8.7,0.624,0.013,2026,4
VEGUETA,2026 - I,14/04/2026,947,11.2,0.135,0.025,2026,4
VEGUETA,2026 - I,17/04/2026,224,5.2,0.519,0.002,2026,4
VEGUETA,2026 - I,18/04/2026,290,9.1,0.93,0.017,2026,4
VEGUETA,2026 - I,19/04/2026,352,10.5,0.875,0.003,2026,4
VEGUETA,2026 - I,20/04/2026,465,11.7,0.49,0.08,2026,4
VEGUETA,2026 - I,21/04/2026,1030,14.1,0.497,0.077,2026,4
VEGUETA,2026 - I,22/04/2026,3327,21,0.334,0,2026,4
VEGUETA,2026 - I,23/04/2026,2977,21.1,0.386,0.097,2026,4
VEGUETA,2026 - I,24/04/2026,2023,22.4,0.588,0.003,2026,4
VEGUETA,2026 - I,07/05/2026,32,10.5,0.816,0.051,2026,5
