PLANTA,TEMPORADA,Fecha_Batch,DESCARG,TDC_POND,JUVX2,Munida_pond
Malabrigo,2024 - II,17/12/24,"1,314",13.5,24.1 %,0.9
Malabrigo,2024 - II,18/12/24,"1,032",8.0,12.0 %,5.5
Malabrigo,2024 - II,19/12/24,"1,053",13.6,1.0 %,14.5
Malabrigo,2024 - II,20/12/24,"1,797",15.6,1.5 %,23.9
Malabrigo,2024 - II,30/12/24,"1,537",9.4,51.0 %,21.3
Malabrigo,2024 - II,31/12/24,"3,696",12.0,28.9 %,7.1
Malabrigo,2024 - II,1/01/25,"2,846",11.9,8.5 %,16.5
Malabrigo,2024 - II,2/01/25,"2,122",11.1,58.9 %,2.6
Malabrigo,2024 - II,3/01/25,404,12.6,1.6 %,63.2
Malabrigo,2024 - II,4/01/25,45,10.5,98.0 %,0.0
Malabrigo,2024 - II,9/01/25,591,12.2,5.7 %,14.4
Malabrigo,2024 - II,10/01/25,330,9.9,3.1 %,13.6
Malabrigo,2024 - II,11/01/25,937,10.6,64.4 %,3.0
Malabrigo,2024 - II,12/01/25,999,14.5,22.6 %,15.7
Malabrigo,2024 - II,13/01/25,"1,521",12.9,47.5 %,22.7
Malabrigo,2024 - II,14/01/25,664,12.1,15.4 %,28.2
Malabrigo,2024 - II,15/01/25,"2,192",14.0,1.5 %,4.5
Malabrigo,2024 - II,16/01/25,"2,089",25.8,12.1 %,9.2
Malabrigo,2024 - II,17/01/25,"2,047",14.0,45.8 %,10.8
Malabrigo,2024 - II,18/01/25,320,18.2,62.2 %,5.5
Chimbote,2019 - II,,"78,852",16.4,4.6 %,1.6
Chimbote,2020 - I,,"131,731",18.6,4.7 %,0.2
Chimbote,2020 - II,12/11/20,423,11.0,0.0 %,0.0
Chimbote,2020 - II,13/11/20,"1,115",12.4,0.0 %,0.1
Chimbote,2020 - II,14/11/20,"1,050",14.3,0.0 %,0.0
Chimbote,2020 - II,17/11/20,958,28.2,19.1 %,2.1
Chimbote,2020 - II,18/11/20,320,12.2,0.0 %,0.0
Chimbote,2020 - II,19/11/20,631,11.6,0.0 %,0.3
Chimbote,2020 - II,20/11/20,478,23.5,1.9 %,0.6
Chimbote,2020 - II,21/11/20,851,17.4,0.4 %,0.6
Chimbote,2020 - II,22/11/20,"1,647",29.1,2.9 %,0.0
Chimbote,2020 - II,26/11/20,"1,603",33.5,0.0 %,0.0
Chimbote,2020 - II,27/11/20,"1,571",37.8,0.0 %,2.1
Chimbote,2020 - II,28/11/20,"3,099",20.0,0.1 %,0.0
Chimbote,2020 - II,29/11/20,"3,590",19.4,2.3 %,0.1
Chimbote,2020 - II,30/11/20,"1,705",20.4,0.8 %,0.4
Chimbote,2020 - II,1/12/20,"1,420",11.7,1.4 %,0.0
Chimbote,2020 - II,2/12/20,"2,810",15.9,2.2 %,1.2
Chimbote,2020 - II,3/12/20,"1,853",13.7,0.9 %,0.3
Chimbote,2020 - II,4/12/20,"2,643",16.8,2.8 %,0.1
Chimbote,2020 - II,5/12/20,"1,739",21.2,1.3 %,0.7
Chimbote,2020 - II,6/12/20,"1,239",11.5,1.9 %,6.0
Chimbote,2020 - II,7/12/20,"1,929",20.1,0.0 %,0.4
Chimbote,2020 - II,8/12/20,"1,135",20.9,0.0 %,0.6
Chimbote,2020 - II,9/12/20,"2,986",22.2,0.0 %,1.1
Chimbote,2020 - II,10/12/20,"1,334",19.5,4.9 %,0.0
Chimbote,2020 - II,11/12/20,"4,771",32.0,0.0 %,0.4
Chimbote,2020 - II,12/12/20,818,19.6,0.0 %,0.0
Chimbote,2020 - II,13/12/20,"3,362",31.1,0.2 %,0.0
Chimbote,2020 - II,14/12/20,"1,616",20.9,0.3 %,0.2
Chimbote,2020 - II,15/12/20,"1,851",22.2,0.0 %,0.4
Chimbote,2020 - II,16/12/20,"1,826",15.8,0.8 %,1.4
Chimbote,2020 - II,17/12/20,"2,700",22.1,1.2 %,1.2
Chimbote,2020 - II,18/12/20,"2,467",27.9,0.2 %,0.1
Chimbote,2020 - II,19/12/20,981,23.8,1.3 %,0.3
Chimbote,2020 - II,20/12/20,"1,754",14.7,0.2 %,2.8
Chimbote,2020 - II,21/12/20,"3,152",24.2,0.1 %,0.4
Chimbote,2020 - II,22/12/20,"3,516",17.4,4.2 %,0.6
Chimbote,2020 - II,23/12/20,"2,634",18.8,1.9 %,1.3
Chimbote,2020 - II,24/12/20,"2,767",20.2,0.4 %,0.8
Chimbote,2020 - II,25/12/20,434,8.8,0.0 %,1.6
Chimbote,2020 - II,26/12/20,"3,875",19.5,0.7 %,1.3
Chimbote,2020 - II,27/12/20,"2,178",14.8,1.8 %,0.3
Chimbote,2020 - II,28/12/20,"1,840",15.0,1.7 %,4.9
Chimbote,2020 - II,29/12/20,"3,304",14.8,2.5 %,1.7
Chimbote,2020 - II,30/12/20,"3,756",16.9,3.3 %,7.8
Chimbote,2020 - II,31/12/20,"1,411",31.0,0.7 %,4.8
Chimbote,2020 - II,1/01/21,"1,797",16.1,1.7 %,1.6
Chimbote,2020 - II,2/01/21,"2,890",38.3,0.1 %,1.2
Chimbote,2020 - II,3/01/21,"3,172",17.7,0.9 %,0.6
Chimbote,2020 - II,4/01/21,"3,841",28.3,1.1 %,2.2
Chimbote,2020 - II,5/01/21,"3,575",23.6,2.1 %,2.4
Chimbote,2020 - II,6/01/21,"3,103",16.4,1.3 %,4.4
Chimbote,2020 - II,7/01/21,"1,857",18.4,8.8 %,3.9
Chimbote,2020 - II,8/01/21,"2,369",22.9,1.0 %,1.6
Chimbote,2020 - II,9/01/21,"1,920",21.8,1.2 %,1.3
Chimbote,2020 - II,10/01/21,"1,272",11.1,5.0 %,3.8
Chimbote,2020 - II,11/01/21,"2,393",36.3,0.0 %,2.8
Chimbote,2020 - II,12/01/21,"1,951",32.5,0.0 %,0.5
Chimbote,2020 - II,13/01/21,"2,169",32.5,0.5 %,0.6
Chimbote,2020 - II,14/01/21,"1,320",34.4,0.0 %,1.3
Chimbote,2020 - II,15/01/21,"1,300",26.5,3.2 %,6.3
Chimbote,2020 - II,16/01/21,"2,149",15.1,4.6 %,6.2
Chimbote,2020 - II,17/01/21,367,16.0,20.1 %,6.8
Chimbote,2020 - II,18/01/21,"1,390",19.0,0.4 %,0.0
Chimbote,2020 - II,20/01/21,"1,792",16.7,12.0 %,3.3
Chimbote,2021 - I,24/04/21,557,13.3,10.5 %,0.4
Chimbote,2021 - I,25/04/21,"2,350",15.6,8.0 %,1.1
Chimbote,2021 - I,26/04/21,"1,529",11.7,15.6 %,0.7
Chimbote,2021 - I,27/04/21,"2,360",13.6,6.9 %,0.6
Chimbote,2021 - I,28/04/21,"1,940",8.8,3.1 %,0.8
Chimbote,2021 - I,29/04/21,"3,507",12.1,5.6 %,0.2
Chimbote,2021 - I,30/04/21,"3,934",13.5,7.8 %,1.7
Chimbote,2021 - I,1/05/21,"2,386",11.1,6.6 %,0.5
Chimbote,2021 - I,2/05/21,"3,919",15.7,1.6 %,1.0
Chimbote,2021 - I,3/05/21,"2,456",19.2,0.8 %,0.5
Chimbote,2021 - I,4/05/21,"2,756",11.7,2.8 %,0.1
Chimbote,2021 - I,5/05/21,"2,967",15.1,4.7 %,5.6
Chimbote,2021 - I,6/05/21,"2,555",16.4,6.2 %,22.9
Chimbote,2021 - I,7/05/21,"3,660",19.0,10.3 %,1.1
Chimbote,2021 - I,8/05/21,"3,195",23.4,14.3 %,0.8
Chimbote,2021 - I,9/05/21,"2,426",13.5,1.6 %,0.0
Chimbote,2021 - I,10/05/21,"4,320",16.7,2.4 %,0.0
Chimbote,2021 - I,11/05/21,"3,862",18.3,10.3 %,0.0
Chimbote,2021 - I,12/05/21,"2,497",13.3,10.9 %,0.0
Chimbote,2021 - I,13/05/21,"2,289",22.2,3.5 %,1.2
Chimbote,2021 - I,14/05/21,"4,143",20.1,0.0 %,1.9
Chimbote,2021 - I,15/05/21,"2,696",19.2,7.9 %,1.1
Chimbote,2021 - I,16/05/21,"3,357",16.9,1.8 %,6.3
Chimbote,2021 - I,17/05/21,"2,759",33.9,2.6 %,9.2
Chimbote,2021 - I,19/05/21,"1,663",19.4,16.2 %,0.0
Chimbote,2021 - I,22/05/21,134,5.5,8.4 %,15.8
Chimbote,2021 - I,23/05/21,"4,104",15.6,0.3 %,0.4
Chimbote,2021 - I,24/05/21,"3,172",19.4,8.4 %,0.8
Chimbote,2021 - I,25/05/21,"2,981",12.2,7.1 %,0.2
Chimbote,2021 - I,26/05/21,"2,958",16.6,7.7 %,0.3
Chimbote,2021 - I,27/05/21,"2,761",11.5,4.1 %,0.0
Chimbote,2021 - I,28/05/21,"4,781",29.7,5.9 %,0.0
Chimbote,2021 - I,30/05/21,"4,707",25.6,17.0 %,0.0
Chimbote,2021 - I,31/05/21,"2,213",26.5,13.2 %,0.0
Chimbote,2021 - I,1/06/21,424,21.5,5.6 %,0.0
Chimbote,2021 - I,4/06/21,"1,235",28.3,8.4 %,0.0
Chimbote,2021 - I,7/06/21,"2,664",30.9,10.4 %,0.0
Chimbote,2021 - I,8/06/21,104,17.4,54.4 %,0.0
Chimbote,2021 - I,9/06/21,"1,857",26.0,7.5 %,0.0
Chimbote,2021 - I,11/06/21,"4,394",27.1,5.4 %,0.0
Chimbote,2021 - I,15/06/21,"4,781",39.4,13.7 %,0.0
Chimbote,2021 - I,16/06/21,"2,275",26.6,1.7 %,0.0
Chimbote,2021 - I,17/06/21,"3,644",32.4,12.8 %,0.0
Chimbote,2021 - I,18/06/21,"2,019",34.0,23.5 %,0.0
Chimbote,2021 - I,20/06/21,"2,052",38.8,10.1 %,0.4
Chimbote,2021 - I,22/06/21,"1,170",22.4,16.0 %,0.0
Chimbote,2021 - I,23/06/21,"1,221",34.3,5.4 %,0.0
Chimbote,2021 - I,25/06/21,"4,327",33.5,22.6 %,1.5
Chimbote,2021 - I,26/06/21,"2,095",15.5,11.6 %,0.8
Chimbote,2021 - I,27/06/21,"2,316",22.0,2.7 %,1.5
Chimbote,2021 - I,28/06/21,"2,380",16.7,13.0 %,0.8
Chimbote,2021 - I,29/06/21,"2,528",12.8,12.5 %,1.0
Chimbote,2021 - I,30/06/21,"2,631",15.8,3.8 %,0.0
Chimbote,2021 - I,1/07/21,"3,756",17.7,8.3 %,1.1
Chimbote,2021 - I,2/07/21,"3,638",23.3,13.9 %,2.4
Chimbote,2021 - I,3/07/21,"3,217",17.6,1.8 %,0.1
Chimbote,2021 - I,4/07/21,"2,287",20.2,3.3 %,0.0
Chimbote,2021 - I,5/07/21,"3,430",23.9,0.1 %,0.0
Chimbote,2021 - I,6/07/21,"1,154",31.4,0.1 %,0.0
Chimbote,2021 - I,7/07/21,409,35.5,0.0 %,0.0
Chimbote,2021 - I,8/07/21,314,36.0,1.0 %,0.0
Chimbote,2021 - II,15/11/21,"3,829",12.9,2.5 %,0.1
Chimbote,2021 - II,16/11/21,"3,939",18.0,3.6 %,0.0
Chimbote,2021 - II,17/11/21,"1,040",17.6,2.0 %,1.2
Chimbote,2021 - II,18/11/21,"3,734",13.4,2.8 %,0.1
Chimbote,2021 - II,19/11/21,"2,893",12.3,4.8 %,0.4
Chimbote,2021 - II,20/11/21,"3,211",12.6,4.4 %,0.0
Chimbote,2021 - II,21/11/21,"3,393",13.5,12.1 %,0.0
Chimbote,2021 - II,22/11/21,"4,150",14.5,5.0 %,0.0
Chimbote,2021 - II,23/11/21,"2,363",16.3,6.0 %,0.0
Chimbote,2021 - II,24/11/21,"3,248",11.5,2.5 %,0.0
Chimbote,2021 - II,25/11/21,"3,299",15.4,7.7 %,0.0
Chimbote,2021 - II,26/11/21,"1,690",28.1,1.3 %,0.0
Chimbote,2021 - II,27/11/21,"1,696",20.3,0.0 %,0.0
Chimbote,2021 - II,28/11/21,"2,515",14.9,1.8 %,0.1
Chimbote,2021 - II,29/11/21,"3,020",15.8,4.8 %,0.0
Chimbote,2021 - II,30/11/21,"2,990",9.8,3.3 %,0.0
Chimbote,2021 - II,1/12/21,"3,866",12.2,2.6 %,0.0
Chimbote,2021 - II,2/12/21,"3,410",11.9,1.2 %,0.0
Chimbote,2021 - II,3/12/21,"3,161",14.0,4.5 %,0.0
Chimbote,2021 - II,4/12/21,"2,772",13.2,0.3 %,0.0
Chimbote,2021 - II,5/12/21,"3,285",12.5,0.5 %,0.0
Chimbote,2021 - II,6/12/21,"1,792",13.9,2.8 %,0.0
Chimbote,2021 - II,7/12/21,"1,146",10.1,6.1 %,1.8
Chimbote,2021 - II,8/12/21,785,10.1,6.1 %,0.0
Chimbote,2021 - II,9/12/21,"1,147",11.7,3.9 %,0.0
Chimbote,2021 - II,10/12/21,637,10.1,4.5 %,2.9
Chimbote,2021 - II,11/12/21,522,10.7,5.9 %,0.7
Chimbote,2021 - II,12/12/21,340,11.3,6.9 %,0.0
Chimbote,2021 - II,13/12/21,"1,169",9.4,2.7 %,0.0
Chimbote,2021 - II,14/12/21,143,15.3,6.1 %,7.7
Chimbote,2021 - II,15/12/21,93,8.7,4.8 %,14.1
Chimbote,2021 - II,20/12/21,552,11.3,1.3 %,0.0
Chimbote,2022 - I,6/05/22,"5,489",29.1,56.6 %,0.1
Chimbote,2022 - I,8/05/22,830,27.4,22.3 %,9.5
Chimbote,2022 - I,12/05/22,888,18.8,4.0 %,2.3
Chimbote,2022 - I,13/05/22,"1,216",31.7,37.4 %,16.0
Chimbote,2022 - I,14/05/22,"3,578",22.7,31.0 %,0.0
Chimbote,2022 - I,15/05/22,"3,413",16.9,7.0 %,0.1
Chimbote,2022 - I,16/05/22,"4,237",16.9,9.0 %,0.0
Chimbote,2022 - I,19/05/22,"3,768",18.3,17.6 %,0.0
Chimbote,2022 - I,20/05/22,"1,685",17.7,12.5 %,0.0
Chimbote,2022 - I,21/05/22,"1,350",14.4,11.8 %,0.4
Chimbote,2022 - I,22/05/22,"1,568",14.5,42.3 %,0.0
Chimbote,2022 - I,24/05/22,"1,237",16.6,4.3 %,0.0
Chimbote,2022 - I,25/05/22,689,10.3,26.4 %,0.0
Chimbote,2022 - I,26/05/22,"3,065",13.0,18.6 %,0.0
Chimbote,2022 - I,27/05/22,"2,020",10.6,2.2 %,0.1
Chimbote,2022 - I,28/05/22,"4,677",16.4,10.2 %,0.5
Chimbote,2022 - I,29/05/22,"2,957",15.5,17.6 %,1.1
Chimbote,2022 - I,30/05/22,"2,646",12.2,8.8 %,0.3
Chimbote,2022 - I,31/05/22,"1,885",12.6,11.8 %,0.5
Chimbote,2022 - I,1/06/22,"3,280",12.9,11.8 %,0.2
Chimbote,2022 - I,2/06/22,"3,053",15.0,15.2 %,0.2
Chimbote,2022 - I,3/06/22,"4,073",14.6,20.5 %,0.0
Chimbote,2022 - I,4/06/22,"3,779",19.2,17.6 %,0.1
Chimbote,2022 - I,5/06/22,"2,471",16.2,6.3 %,0.0
Chimbote,2022 - I,6/06/22,"2,466",15.9,3.8 %,5.7
Chimbote,2022 - I,7/06/22,"2,793",14.8,8.8 %,0.1
Chimbote,2022 - I,8/06/22,"2,644",19.9,10.2 %,0.0
Chimbote,2022 - I,9/06/22,"2,579",15.3,1.9 %,0.4
Chimbote,2022 - I,10/06/22,"1,198",9.8,19.5 %,0.7
Chimbote,2022 - I,11/06/22,"3,917",13.5,7.7 %,2.3
Chimbote,2022 - I,12/06/22,"3,475",13.8,3.5 %,1.8
Chimbote,2022 - I,13/06/22,"3,635",19.2,6.0 %,1.6
Chimbote,2022 - I,14/06/22,"2,954",14.9,8.9 %,0.5
Chimbote,2022 - I,15/06/22,"2,814",14.6,7.2 %,0.5
Chimbote,2022 - I,16/06/22,"1,431",12.2,1.6 %,3.7
Chimbote,2022 - I,17/06/22,"2,786",18.0,20.4 %,1.0
Chimbote,2022 - I,18/06/22,"3,491",14.7,44.5 %,0.0
Chimbote,2022 - I,19/06/22,"3,152",18.4,40.1 %,0.0
Chimbote,2022 - I,20/06/22,212,8.9,0.0 %,0.2
Chimbote,2022 - I,21/06/22,"3,450",23.1,4.1 %,0.0
Chimbote,2022 - I,22/06/22,843,13.7,0.9 %,0.3
Chimbote,2022 - I,24/06/22,"1,068",16.1,0.3 %,0.0
Chimbote,2022 - I,30/06/22,560,7.1,26.4 %,0.0
Chimbote,2022 - I,1/07/22,646,7.9,30.8 %,0.8
Chimbote,2022 - I,3/07/22,438,8.3,19.2 %,0.4
Chimbote,2022 - I,4/07/22,394,6.5,28.7 %,0.4
Chimbote,2022 - I,5/07/22,"2,310",19.7,13.9 %,0.3
Chimbote,2022 - I,6/07/22,"2,852",17.4,4.2 %,1.3
Chimbote,2022 - I,7/07/22,"2,770",15.1,7.3 %,0.3
Chimbote,2022 - I,8/07/22,"2,372",14.4,11.8 %,1.3
Chimbote,2022 - I,9/07/22,"2,718",18.0,11.8 %,0.5
Chimbote,2022 - I,10/07/22,"1,143",30.7,6.0 %,0.6
Chimbote,2022 - I,11/07/22,"2,050",12.1,42.2 %,6.0
Chimbote,2022 - I,15/07/22,629,8.5,71.1 %,8.4
Chimbote,2022 - I,19/07/22,410,10.4,36.4 %,0.0
Chimbote,2022 - I,20/07/22,"2,143",14.3,26.0 %,8.5
Chimbote,2022 - I,21/07/22,"1,964",11.7,1.7 %,1.2
Chimbote,2022 - I,22/07/22,"1,762",15.2,23.3 %,0.0
Chimbote,2022 - II,23/11/22,"3,191",14.7,16.3 %,1.1
Chimbote,2022 - II,24/11/22,"3,085",13.0,13.8 %,1.3
Chimbote,2022 - II,25/11/22,"1,798",12.9,12.0 %,1.0
Chimbote,2022 - II,26/11/22,"1,934",15.1,10.2 %,1.2
Chimbote,2022 - II,27/11/22,"3,564",14.8,15.8 %,1.2
Chimbote,2022 - II,28/11/22,"2,372",16.5,26.2 %,1.8
Chimbote,2022 - II,29/11/22,"1,960",10.5,6.3 %,6.2
Chimbote,2022 - II,30/11/22,"2,204",15.9,5.5 %,5.1
Chimbote,2022 - II,1/12/22,"2,371",13.9,6.5 %,1.4
Chimbote,2022 - II,2/12/22,"2,506",15.6,8.8 %,3.3
Chimbote,2022 - II,3/12/22,564,25.6,4.0 %,1.1
Chimbote,2022 - II,4/12/22,"4,238",21.1,6.4 %,1.1
Chimbote,2022 - II,5/12/22,"1,824",13.3,8.8 %,0.8
Chimbote,2022 - II,6/12/22,"3,800",15.0,2.0 %,4.3
Chimbote,2022 - II,7/12/22,"1,211",23.5,7.0 %,8.2
Chimbote,2022 - II,8/12/22,"3,679",15.9,13.8 %,13.7
Chimbote,2022 - II,9/12/22,"2,658",11.2,7.1 %,7.3
Chimbote,2022 - II,10/12/22,"2,032",15.4,7.1 %,10.8
Chimbote,2022 - II,11/12/22,"3,688",28.2,19.2 %,7.8
Chimbote,2022 - II,12/12/22,"2,400",25.2,19.3 %,2.7
Chimbote,2022 - II,13/12/22,"3,138",25.2,8.3 %,8.1
Chimbote,2022 - II,14/12/22,"1,268",27.9,4.9 %,7.7
Chimbote,2022 - II,15/12/22,"1,490",22.9,28.1 %,8.1
Chimbote,2022 - II,16/12/22,"1,690",19.2,3.3 %,1.4
Chimbote,2022 - II,17/12/22,"1,676",18.3,2.3 %,1.0
Chimbote,2022 - II,18/12/22,"2,571",25.9,2.1 %,0.3
Chimbote,2022 - II,19/12/22,529,17.0,1.8 %,0.5
Chimbote,2022 - II,20/12/22,"2,693",18.8,14.0 %,4.9
Chimbote,2022 - II,22/12/22,607,11.2,7.8 %,5.7
Chimbote,2022 - II,23/12/22,610,11.5,3.4 %,6.4
Chimbote,2022 - II,24/12/22,"3,298",13.2,30.7 %,19.8
Chimbote,2022 - II,26/12/22,585,9.3,3.4 %,9.6
Chimbote,2022 - II,27/12/22,"1,758",13.5,15.7 %,3.7
Chimbote,2022 - II,28/12/22,"1,081",13.5,18.8 %,7.2
Chimbote,2022 - II,29/12/22,"1,216",15.6,6.3 %,15.7
Chimbote,2022 - II,30/12/22,250,7.3,12.3 %,4.7
Chimbote,2022 - II,31/12/22,"1,092",12.5,19.6 %,9.0
Chimbote,2022 - II,2/01/23,484,11.4,42.8 %,22.9
Chimbote,2022 - II,3/01/23,617,13.8,2.0 %,8.1
Chimbote,2022 - II,11/01/23,"1,482",48.6,10.0 %,3.4
Chimbote,2022 - II,12/01/23,554,13.1,14.3 %,1.8
Chimbote,2022 - II,15/01/23,687,11.5,8.2 %,8.6
Chimbote,2022 - II,17/01/23,282,13.6,9.5 %,0.0
Chimbote,2022 - II,18/01/23,"1,367",22.7,24.5 %,3.3
Chimbote,2022 - II,19/01/23,784,12.9,16.9 %,5.8
Chimbote,2022 - II,20/01/23,478,8.7,21.5 %,15.0
Chimbote,2022 - II,21/01/23,819,12.9,8.3 %,10.7
Chimbote,2022 - II,22/01/23,"4,808",19.4,29.4 %,9.6
Chimbote,2022 - II,23/01/23,"1,120",15.4,51.5 %,18.6
Chimbote,2022 - II,24/01/23,152,9.7,2.6 %,6.3
Chimbote,2022 - II,25/01/23,"1,372",16.3,16.8 %,4.1
Chimbote,2022 - II,26/01/23,733,7.5,18.4 %,11.4
Chimbote,2022 - II,27/01/23,"1,375",13.8,15.3 %,0.1
Chimbote,2022 - II,28/01/23,275,11.8,44.8 %,13.6
Chimbote,2022 - II,30/01/23,161,8.6,37.2 %,4.2
Chimbote,2022 - II,3/02/23,342,10.2,56.1 %,1.3
Chimbote,2022 - II,4/02/23,554,14.1,2.4 %,6.7
Chimbote,2023 - I,3/06/23,243,7.5,95.6 %,0.0
Chimbote,2023 - I,4/06/23,107,7.7,93.4 %,2.5
Chimbote,2023 - I,6/06/23,564,29.0,96.4 %,0.0
Chimbote,2023 - I,5/08/23,"2,935",17.4,49.5 %,0.3
Chimbote,2023 - I,6/08/23,"1,941",14.7,70.6 %,0.2
Chimbote,2023 - I,7/08/23,"3,510",23.7,67.8 %,0.2
Chimbote,2023 - I,8/08/23,"1,897",28.1,54.8 %,0.0
Chimbote,2023 - I,10/08/23,767,29.4,69.6 %,0.0
Chimbote,2023 - I,11/08/23,"2,007",12.3,84.2 %,0.0
Chimbote,2023 - I,12/08/23,"2,413",19.3,71.5 %,0.0
Chimbote,2023 - II,21/10/23,"1,697",19.8,66.7 %,1.5
Chimbote,2023 - II,22/10/23,"1,257",13.3,18.4 %,0.1
Chimbote,2023 - II,23/10/23,"1,685",26.6,42.9 %,0.0
Chimbote,2023 - II,26/10/23,"3,121",10.0,45.6 %,0.0
Chimbote,2023 - II,31/10/23,"3,257",14.0,65.6 %,0.0
Chimbote,2023 - II,1/11/23,"2,655",18.3,59.9 %,0.0
Chimbote,2023 - II,2/11/23,204,5.2,28.0 %,0.0
Chimbote,2023 - II,3/11/23,"2,803",23.1,45.6 %,0.0
Chimbote,2023 - II,5/11/23,495,21.1,33.1 %,0.0
Chimbote,2023 - II,6/11/23,"2,232",25.6,68.5 %,0.0
Chimbote,2023 - II,8/11/23,"1,244",9.7,59.8 %,4.7
Chimbote,2023 - II,9/11/23,"1,651",23.6,44.4 %,0.0
Chimbote,2023 - II,10/11/23,"1,284",23.0,36.2 %,0.0
Chimbote,2023 - II,11/11/23,"2,239",22.3,39.3 %,0.1
Chimbote,2023 - II,12/11/23,"1,516",12.9,11.7 %,0.2
Chimbote,2023 - II,13/11/23,"3,786",20.0,40.3 %,0.0
Chimbote,2023 - II,14/11/23,"1,477",19.5,33.3 %,0.0
Chimbote,2023 - II,19/11/23,"1,498",10.1,7.7 %,0.0
Chimbote,2023 - II,20/11/23,"1,190",13.8,11.6 %,0.6
Chimbote,2023 - II,21/11/23,"1,698",13.3,23.9 %,0.0
Chimbote,2023 - II,22/11/23,401,6.6,48.7 %,0.0
Chimbote,2023 - II,26/11/23,117,13.4,83.2 %,6.3
Chimbote,2023 - II,27/11/23,325,10.0,64.8 %,0.0
Chimbote,2023 - II,28/11/23,198,9.0,54.5 %,0.0
Chimbote,2023 - II,29/11/23,"1,021",8.8,38.5 %,0.0
Chimbote,2023 - II,30/11/23,706,7.5,58.7 %,0.0
Chimbote,2023 - II,1/12/23,600,7.2,48.7 %,0.0
Chimbote,2023 - II,2/12/23,465,9.9,28.5 %,0.0
Chimbote,2023 - II,5/12/23,143,8.4,77.9 %,0.0
Chimbote,2024 - I,,132,19.2,18.0 %,0.0
Chimbote,2024 - I,16/04/24,"3,220",13.9,25.5 %,0.0
Chimbote,2024 - I,17/04/24,"2,844",11.7,43.5 %,0.0
Chimbote,2024 - I,18/04/24,"1,632",11.3,42.5 %,0.0
Chimbote,2024 - I,19/04/24,"3,631",12.8,48.4 %,0.0
Chimbote,2024 - I,20/04/24,"2,789",13.0,35.4 %,0.0
Chimbote,2024 - I,21/04/24,"3,186",16.6,30.9 %,0.0
Chimbote,2024 - I,22/04/24,"2,427",12.7,33.6 %,0.0
Chimbote,2024 - I,23/04/24,"2,605",13.8,69.4 %,0.0
Chimbote,2024 - I,24/04/24,"3,298",14.7,46.6 %,0.0
Chimbote,2024 - I,25/04/24,"2,735",12.5,40.5 %,0.0
Chimbote,2024 - I,26/04/24,"2,339",14.2,26.7 %,0.0
Chimbote,2024 - I,27/04/24,"1,693",12.0,32.2 %,0.0
Chimbote,2024 - I,28/04/24,"1,351",13.9,38.3 %,0.0
Chimbote,2024 - I,29/04/24,"2,906",11.7,48.6 %,0.0
Chimbote,2024 - I,30/04/24,"2,272",11.5,27.2 %,0.0
Chimbote,2024 - I,1/05/24,"2,720",13.7,15.2 %,0.2
Chimbote,2024 - I,2/05/24,"1,544",12.9,23.6 %,0.0
Chimbote,2024 - I,5/05/24,"1,161",7.4,78.6 %,0.0
Chimbote,2024 - I,6/05/24,"3,101",20.7,14.6 %,0.0
Chimbote,2024 - I,7/05/24,"2,594",16.4,17.1 %,0.0
Chimbote,2024 - I,8/05/24,"2,914",19.2,26.1 %,0.3
Chimbote,2024 - I,9/05/24,"3,403",16.5,26.3 %,0.0
Chimbote,2024 - I,10/05/24,"2,804",18.7,27.0 %,0.0
Chimbote,2024 - I,11/05/24,"3,617",14.8,8.2 %,0.0
Chimbote,2024 - I,12/05/24,"2,867",13.9,29.0 %,0.0
Chimbote,2024 - I,13/05/24,"1,977",8.8,12.3 %,0.0
Chimbote,2024 - I,14/05/24,"3,058",16.2,9.2 %,0.0
Chimbote,2024 - I,15/05/24,"2,740",13.1,14.1 %,0.0
Chimbote,2024 - I,16/05/24,"2,278",13.2,7.3 %,0.0
Chimbote,2024 - I,17/05/24,"4,415",14.6,7.7 %,0.0
Chimbote,2024 - I,18/05/24,"3,480",13.8,8.4 %,0.0
Chimbote,2024 - I,19/05/24,"1,580",11.4,7.4 %,0.0
Chimbote,2024 - I,20/05/24,"4,364",22.9,7.3 %,0.0
Chimbote,2024 - I,21/05/24,"2,421",13.4,6.6 %,0.0
Chimbote,2024 - I,22/05/24,"3,801",13.5,7.3 %,0.0
Chimbote,2024 - I,23/05/24,"2,368",12.6,28.8 %,0.0
Chimbote,2024 - I,24/05/24,"2,965",19.5,13.1 %,0.0
Chimbote,2024 - I,25/05/24,"3,724",16.0,6.1 %,0.0
Chimbote,2024 - I,26/05/24,"2,133",20.4,6.1 %,0.0
Chimbote,2024 - I,27/05/24,"2,780",15.8,24.7 %,0.6
Chimbote,2024 - I,28/05/24,"1,520",13.0,8.7 %,0.5
Chimbote,2024 - I,29/05/24,"2,603",24.2,9.1 %,0.0
Chimbote,2024 - I,30/05/24,"2,716",19.5,6.0 %,3.1
Chimbote,2024 - I,31/05/24,"3,295",18.6,7.6 %,2.9
Chimbote,2024 - I,1/06/24,"2,179",12.3,12.8 %,0.8
Chimbote,2024 - I,2/06/24,"3,570",11.8,8.7 %,0.0
Chimbote,2024 - I,3/06/24,"1,370",9.3,3.5 %,0.5
Chimbote,2024 - I,4/06/24,"2,605",11.8,4.2 %,0.0
Chimbote,2024 - I,5/06/24,"3,422",17.3,9.8 %,0.0
