PLANTA,TEMPORADA,Fecha_Batch,DESCARG,TDC_POND,JUVX2,Munida_pond
Chimbote,2024 - I,6/06/24,"3,190",18.1,4.6 %,0.0
Chimbote,2024 - I,7/06/24,311,29.8,4.0 %,0.0
Chimbote,2024 - I,8/06/24,438,25.4,3.8 %,0.7
Chimbote,2024 - II,1/11/24,"1,172",9.0,0.0 %,0.0
Chimbote,2024 - II,2/11/24,"1,587",8.5,0.0 %,0.0
Chimbote,2024 - II,3/11/24,"1,846",7.3,0.0 %,0.0
Chimbote,2024 - II,4/11/24,"2,584",10.2,0.5 %,2.0
Chimbote,2024 - II,5/11/24,"3,442",11.9,0.0 %,0.0
Chimbote,2024 - II,6/11/24,"2,499",14.3,0.0 %,0.0
Chimbote,2024 - II,8/11/24,"2,945",11.8,0.0 %,1.2
Chimbote,2024 - II,9/11/24,"1,628",9.5,0.0 %,0.0
Chimbote,2024 - II,10/11/24,"3,784",10.9,1.4 %,0.0
Chimbote,2024 - II,11/11/24,"2,676",14.3,0.0 %,0.1
Chimbote,2024 - II,12/11/24,"2,393",11.9,0.0 %,0.2
Chimbote,2024 - II,13/11/24,"1,431",10.7,1.2 %,1.4
Chimbote,2024 - II,14/11/24,"1,796",12.0,0.0 %,2.5
Chimbote,2024 - II,16/11/24,"2,604",10.2,0.8 %,1.1
Chimbote,2024 - II,17/11/24,"3,396",19.8,4.6 %,0.0
Chimbote,2024 - II,18/11/24,"2,920",15.4,0.1 %,0.0
Chimbote,2024 - II,19/11/24,"2,570",11.4,3.2 %,0.7
Chimbote,2024 - II,20/11/24,"2,371",9.6,35.9 %,11.8
Chimbote,2024 - II,21/11/24,"3,428",18.8,3.6 %,1.8
Chimbote,2024 - II,22/11/24,"2,827",13.3,3.6 %,10.6
Chimbote,2024 - II,23/11/24,"2,933",14.8,0.6 %,2.0
Chimbote,2024 - II,24/11/24,"2,998",13.9,0.0 %,0.2
Chimbote,2024 - II,25/11/24,"3,983",25.8,2.3 %,0.6
Chimbote,2024 - II,27/11/24,"3,005",14.2,2.1 %,2.5
Chimbote,2024 - II,28/11/24,"3,388",15.1,0.8 %,1.3
Chimbote,2024 - II,29/11/24,"2,117",15.5,3.5 %,4.2
Chimbote,2024 - II,30/11/24,"3,233",17.6,32.1 %,1.4
Chimbote,2024 - II,1/12/24,"2,808",13.0,13.8 %,20.0
Chimbote,2024 - II,2/12/24,"3,757",16.5,19.2 %,0.0
Chimbote,2024 - II,3/12/24,"3,027",18.4,24.5 %,1.1
Chimbote,2024 - II,4/12/24,"1,572",20.9,1.7 %,0.9
Chimbote,2024 - II,5/12/24,"2,036",17.6,4.6 %,3.8
Chimbote,2024 - II,6/12/24,"3,265",21.8,2.2 %,3.8
Chimbote,2024 - II,7/12/24,"3,306",18.3,1.3 %,3.4
Chimbote,2024 - II,8/12/24,"3,563",22.1,1.1 %,3.8
Chimbote,2024 - II,9/12/24,"3,038",18.0,4.5 %,1.6
Chimbote,2024 - II,10/12/24,"2,897",25.0,10.9 %,2.6
Chimbote,2024 - II,11/12/24,"2,720",23.5,1.5 %,1.5
Chimbote,2024 - II,12/12/24,"3,685",20.7,30.7 %,3.4
Chimbote,2024 - II,13/12/24,"3,841",18.7,2.1 %,2.1
Chimbote,2024 - II,14/12/24,"2,437",12.3,0.5 %,0.9
Chimbote,2024 - II,15/12/24,"3,661",22.6,16.3 %,2.9
Chimbote,2024 - II,16/12/24,"2,685",17.2,9.1 %,0.1
Chimbote,2024 - II,17/12/24,"3,104",16.4,34.9 %,3.1
Chimbote,2024 - II,18/12/24,"2,745",13.5,7.3 %,6.2
Chimbote,2024 - II,19/12/24,"2,104",11.6,5.2 %,8.5
Chimbote,2024 - II,20/12/24,"3,481",14.8,3.4 %,9.8
Chimbote,2024 - II,21/12/24,"3,340",12.5,4.6 %,2.5
Chimbote,2024 - II,22/12/24,"3,471",19.8,23.7 %,3.1
Chimbote,2024 - II,23/12/24,"2,833",23.2,15.7 %,2.4
Chimbote,2024 - II,27/12/24,"3,768",19.2,55.9 %,7.9
Chimbote,2024 - II,28/12/24,92,10.6,0.0 %,2.6
Chimbote,2024 - II,31/12/24,"2,592",15.3,12.7 %,3.6
Chimbote,2024 - II,1/01/25,"2,644",12.4,2.9 %,13.0
Chimbote,2024 - II,2/01/25,"3,343",22.4,43.3 %,25.6
Chimbote,2024 - II,3/01/25,"3,289",16.1,80.1 %,15.9
Chimbote,2024 - II,4/01/25,507,11.0,0.0 %,56.3
Chimbote,2024 - II,5/01/25,"1,678",12.5,19.7 %,23.7
Chimbote,2024 - II,6/01/25,"3,145",12.8,37.3 %,12.2
Chimbote,2024 - II,7/01/25,"2,921",14.7,53.5 %,18.4
Chimbote,2024 - II,8/01/25,926,16.4,35.3 %,40.2
Chimbote,2024 - II,9/01/25,"3,080",14.5,69.6 %,36.3
Chimbote,2024 - II,10/01/25,"1,171",14.5,67.0 %,36.3
Chimbote,2024 - II,11/01/25,"2,809",23.8,33.5 %,15.9
Chimbote,2024 - II,12/01/25,"1,902",14.0,40.4 %,23.1
Chimbote,2024 - II,13/01/25,"3,398",20.6,11.2 %,19.5
Chimbote,2024 - II,15/01/25,945,22.4,7.7 %,1.9
Chimbote,2024 - II,16/01/25,967,23.5,30.0 %,5.9
Chimbote,2024 - II,17/01/25,"2,248",19.1,12.7 %,17.2
Chimbote,2024 - II,18/01/25,"1,335",14.0,29.2 %,13.4
Samanco,2019 - II,,"20,231",16.7,1.3 %,2.4
Samanco,2020 - I,,"6,119",17.0,2.6 %,0.6
Samanco,2020 - II,13/11/20,390,16.3,0.0 %,0.0
Samanco,2020 - II,22/11/20,296,12.7,4.9 %,0.0
Samanco,2020 - II,27/11/20,509,33.9,0.0 %,0.0
Samanco,2020 - II,28/11/20,911,27.5,0.0 %,0.0
Samanco,2020 - II,29/11/20,"1,140",20.2,1.2 %,0.0
Samanco,2020 - II,30/11/20,778,18.4,2.1 %,0.0
Samanco,2020 - II,1/12/20,594,18.2,0.0 %,0.0
Samanco,2020 - II,2/12/20,720,19.3,2.1 %,0.3
Samanco,2020 - II,3/12/20,512,11.5,8.6 %,0.0
Samanco,2020 - II,4/12/20,817,12.0,2.1 %,0.0
Samanco,2020 - II,5/12/20,613,22.4,0.5 %,0.1
Samanco,2020 - II,8/12/20,403,28.5,,8.1
Samanco,2020 - II,9/12/20,"1,403",30.7,0.0 %,0.0
Samanco,2020 - II,11/12/20,983,25.4,0.0 %,0.0
Samanco,2020 - II,12/12/20,967,33.7,1.0 %,3.1
Samanco,2020 - II,13/12/20,938,31.0,0.5 %,0.0
Samanco,2020 - II,14/12/20,608,36.5,1.9 %,0.0
Samanco,2020 - II,15/12/20,"1,118",27.7,0.0 %,0.0
Samanco,2020 - II,16/12/20,"1,026",35.5,0.0 %,1.1
Samanco,2020 - II,18/12/20,"1,114",38.9,0.0 %,0.0
Samanco,2020 - II,19/12/20,"1,225",37.3,0.0 %,0.0
Samanco,2020 - II,20/12/20,651,30.4,1.0 %,2.4
Samanco,2020 - II,21/12/20,"1,029",33.7,1.9 %,1.5
Samanco,2020 - II,22/12/20,"1,137",19.2,0.6 %,1.3
Samanco,2020 - II,23/12/20,852,21.2,0.0 %,2.1
Samanco,2020 - II,24/12/20,750,32.3,0.0 %,7.6
Samanco,2020 - II,26/12/20,"1,244",21.2,0.0 %,1.3
Samanco,2020 - II,27/12/20,774,15.1,0.0 %,0.0
Samanco,2020 - II,28/12/20,792,19.4,0.0 %,3.0
Samanco,2020 - II,29/12/20,988,16.4,7.6 %,1.0
Samanco,2020 - II,30/12/20,"1,139",19.2,4.1 %,7.3
Samanco,2020 - II,31/12/20,455,38.1,2.2 %,4.2
Samanco,2020 - II,1/01/21,628,16.7,3.0 %,8.2
Samanco,2020 - II,3/01/21,"1,455",25.4,2.5 %,0.3
Samanco,2020 - II,4/01/21,"1,176",35.6,5.2 %,1.2
Samanco,2020 - II,6/01/21,"1,084",52.6,1.8 %,0.9
Samanco,2020 - II,7/01/21,570,23.0,0.0 %,4.0
Samanco,2020 - II,8/01/21,351,18.6,0.8 %,0.8
Samanco,2020 - II,9/01/21,436,12.6,28.3 %,2.9
Samanco,2020 - II,11/01/21,849,22.8,0.0 %,0.0
Samanco,2020 - II,12/01/21,339,22.5,,0.0
Samanco,2020 - II,13/01/21,541,22.0,0.0 %,0.1
Samanco,2020 - II,15/01/21,448,22.3,0.0 %,10.8
Samanco,2020 - II,16/01/21,669,17.0,0.0 %,2.6
Samanco,2020 - II,18/01/21,103,30.3,0.5 %,19.9
Samanco,2020 - II,19/01/21,250,10.3,0.0 %,0.8
Samanco,2020 - II,20/01/21,332,9.0,22.6 %,8.2
Samanco,2021 - I,26/04/21,134,11.6,0.0 %,0.0
Samanco,2021 - I,27/04/21,605,19.7,3.0 %,0.0
Samanco,2021 - I,28/04/21,411,19.9,2.1 %,0.0
Samanco,2021 - I,29/04/21,"1,095",16.0,12.2 %,0.0
Samanco,2021 - I,1/05/21,619,31.9,7.8 %,0.5
Samanco,2021 - I,2/05/21,"1,163",19.0,0.5 %,5.9
Samanco,2021 - I,3/05/21,947,16.0,0.0 %,0.0
Samanco,2021 - I,4/05/21,861,15.6,0.0 %,0.0
Samanco,2021 - I,5/05/21,725,14.5,0.0 %,1.0
Samanco,2021 - I,6/05/21,805,21.1,0.0 %,3.5
Samanco,2021 - I,7/05/21,766,24.9,8.8 %,0.2
Samanco,2021 - I,8/05/21,451,27.5,4.5 %,0.0
Samanco,2021 - I,9/05/21,"1,253",20.1,0.0 %,0.0
Samanco,2021 - I,10/05/21,"1,129",12.4,1.4 %,0.0
Samanco,2021 - I,11/05/21,"1,318",20.9,2.8 %,0.2
Samanco,2021 - I,13/05/21,"1,102",25.0,0.1 %,2.3
Samanco,2021 - I,14/05/21,"1,109",21.3,0.4 %,0.9
Samanco,2021 - I,17/05/21,985,31.3,0.0 %,4.0
Samanco,2021 - I,19/05/21,721,19.3,22.0 %,0.0
Samanco,2021 - I,20/05/21,139,32.0,0.0 %,0.0
Samanco,2021 - I,23/05/21,"1,340",18.7,2.2 %,0.4
Samanco,2021 - I,24/05/21,518,14.3,1.9 %,0.9
Samanco,2021 - I,25/05/21,885,13.7,0.5 %,0.1
Samanco,2021 - I,26/05/21,759,15.3,6.6 %,0.1
Samanco,2021 - I,27/05/21,918,9.7,2.8 %,0.0
Samanco,2021 - I,28/05/21,"1,413",25.7,8.5 %,0.0
Samanco,2021 - I,29/05/21,614,24.8,20.4 %,0.0
Samanco,2021 - I,30/05/21,"1,581",29.0,34.7 %,0.0
Samanco,2021 - I,9/06/21,321,27.3,2.1 %,0.0
Samanco,2021 - I,11/06/21,"1,473",42.4,7.7 %,0.0
Samanco,2021 - I,15/06/21,"1,309",48.7,23.5 %,0.0
Samanco,2021 - I,17/06/21,"1,207",31.8,11.0 %,0.5
Samanco,2021 - I,18/06/21,698,25.3,22.4 %,0.0
Samanco,2021 - I,23/06/21,394,28.3,9.6 %,0.0
Samanco,2021 - I,25/06/21,"1,047",25.2,2.4 %,2.4
Samanco,2021 - I,27/06/21,607,29.6,4.1 %,0.5
Samanco,2021 - I,28/06/21,449,16.4,14.0 %,2.2
Samanco,2021 - I,29/06/21,203,10.9,1.6 %,0.5
Samanco,2021 - I,30/06/21,882,15.1,0.0 %,0.3
Samanco,2021 - I,1/07/21,"1,093",20.2,0.1 %,1.2
Samanco,2021 - I,2/07/21,"1,023",29.3,8.3 %,3.1
Samanco,2021 - I,3/07/21,"1,150",35.2,3.9 %,0.6
Samanco,2021 - I,5/07/21,"1,113",19.6,0.0 %,0.0
Samanco,2021 - I,9/07/21,47,18.3,2.1 %,0.0
Samanco,2021 - I,10/07/21,29,8.8,6.5 %,0.0
Samanco,2021 - I,12/07/21,29,29.7,,2.0
Samanco,2021 - II,15/11/21,803,12.4,1.9 %,0.0
Samanco,2021 - II,16/11/21,694,16.7,7.6 %,0.0
Samanco,2021 - II,17/11/21,831,12.6,2.7 %,0.1
Samanco,2021 - II,18/11/21,"1,045",12.7,3.7 %,0.0
Samanco,2021 - II,19/11/21,"1,068",10.7,1.3 %,0.0
Samanco,2021 - II,20/11/21,"1,009",17.2,0.9 %,0.0
Samanco,2021 - II,21/11/21,909,12.2,2.4 %,0.0
Samanco,2021 - II,22/11/21,"1,288",17.0,1.5 %,0.0
Samanco,2021 - II,23/11/21,678,12.4,0.3 %,0.0
Samanco,2021 - II,24/11/21,893,11.4,4.0 %,0.0
Samanco,2021 - II,25/11/21,222,12.6,0.0 %,0.0
Samanco,2021 - II,26/11/21,609,13.3,0.0 %,0.0
Samanco,2021 - II,29/11/21,"1,108",12.9,5.4 %,0.0
Samanco,2021 - II,30/11/21,994,10.3,4.0 %,0.0
Samanco,2021 - II,1/12/21,"1,102",12.3,3.1 %,0.0
Samanco,2021 - II,2/12/21,"1,206",15.1,1.1 %,0.0
Samanco,2021 - II,3/12/21,"1,015",12.5,1.2 %,0.0
Samanco,2021 - II,4/12/21,621,12.7,0.0 %,0.0
Samanco,2021 - II,5/12/21,"1,014",10.0,0.0 %,0.0
Samanco,2021 - II,6/12/21,774,27.2,1.0 %,0.0
Samanco,2022 - I,6/05/22,"1,014",20.3,30.9 %,0.3
Samanco,2022 - I,7/05/22,507,21.4,28.9 %,15.0
Samanco,2022 - I,12/05/22,529,18.7,42.7 %,7.5
Samanco,2022 - I,13/05/22,683,32.7,35.7 %,5.8
Samanco,2022 - I,14/05/22,"1,261",19.1,54.9 %,1.3
Samanco,2022 - I,15/05/22,"1,029",14.3,9.1 %,1.2
Samanco,2022 - I,16/05/22,"1,191",19.2,2.7 %,0.0
Samanco,2022 - I,19/05/22,907,14.1,37.0 %,0.0
Samanco,2022 - I,20/05/22,383,24.2,39.3 %,0.0
Samanco,2022 - I,23/05/22,103,14.4,0.0 %,9.0
Samanco,2022 - I,24/05/22,319,26.0,0.0 %,5.8
Samanco,2022 - I,26/05/22,"1,197",12.0,43.7 %,0.0
Samanco,2022 - I,27/05/22,562,13.6,2.1 %,7.8
Samanco,2022 - I,28/05/22,"1,377",11.9,24.3 %,2.4
Samanco,2022 - I,29/05/22,"1,147",15.6,32.5 %,6.1
Samanco,2022 - I,30/05/22,813,13.2,11.8 %,14.7
Samanco,2022 - I,31/05/22,902,17.1,24.0 %,2.5
Samanco,2022 - I,1/06/22,828,13.6,28.7 %,0.0
Samanco,2022 - I,2/06/22,429,13.0,42.1 %,0.0
Samanco,2022 - I,3/06/22,"1,370",13.6,20.7 %,1.9
Samanco,2022 - I,4/06/22,"1,156",14.7,6.3 %,5.3
Samanco,2022 - I,5/06/22,748,15.8,13.1 %,3.8
Samanco,2022 - I,6/06/22,894,12.9,0.6 %,19.7
Samanco,2022 - I,8/06/22,"1,692",24.3,30.4 %,0.0
Samanco,2022 - I,9/06/22,369,18.4,0.0 %,0.0
Samanco,2022 - I,10/06/22,309,10.0,0.0 %,1.3
Samanco,2022 - I,11/06/22,"1,309",10.7,11.9 %,15.6
Samanco,2022 - I,12/06/22,"1,313",14.5,26.0 %,7.5
Samanco,2022 - I,13/06/22,"1,184",16.4,35.0 %,8.4
Samanco,2022 - I,14/06/22,889,20.7,11.6 %,2.2
Samanco,2022 - I,15/06/22,"1,129",18.8,18.1 %,0.0
Samanco,2022 - I,16/06/22,342,9.7,3.0 %,8.8
Samanco,2022 - I,17/06/22,"1,160",16.4,21.4 %,3.3
Samanco,2022 - I,18/06/22,"1,225",17.1,62.5 %,2.2
Samanco,2022 - I,19/06/22,466,17.5,12.9 %,1.9
Samanco,2022 - I,20/06/22,592,19.9,42.7 %,0.0
Samanco,2022 - I,21/06/22,"1,182",20.2,11.0 %,0.0
Samanco,2022 - I,25/06/22,202,12.5,0.0 %,0.0
Samanco,2022 - I,2/07/22,206,10.2,66.9 %,0.0
Samanco,2022 - I,5/07/22,810,23.1,10.3 %,5.3
Samanco,2022 - I,6/07/22,746,12.9,6.7 %,12.8
Samanco,2022 - I,7/07/22,753,12.1,4.6 %,11.3
Samanco,2022 - I,8/07/22,"1,018",18.4,9.3 %,2.5
Samanco,2022 - I,9/07/22,"1,134",14.9,12.8 %,2.8
Samanco,2022 - I,10/07/22,"1,044",26.5,13.6 %,1.4
Samanco,2022 - I,11/07/22,355,8.2,42.7 %,9.6
Samanco,2022 - I,15/07/22,323,6.0,64.2 %,20.2
Samanco,2022 - II,23/11/22,898,11.6,30.3 %,4.3
Samanco,2022 - II,24/11/22,894,10.5,26.2 %,1.0
Samanco,2022 - II,25/11/22,827,6.5,7.6 %,0.0
Samanco,2022 - II,26/11/22,852,18.6,6.0 %,2.0
Samanco,2022 - II,27/11/22,"1,095",10.6,4.4 %,1.2
Samanco,2022 - II,28/11/22,"1,157",12.0,20.5 %,0.0
Samanco,2022 - II,29/11/22,362,10.8,12.9 %,15.7
Samanco,2022 - II,30/11/22,189,15.2,3.7 %,0.0
Samanco,2022 - II,1/12/22,997,17.1,19.9 %,0.0
Samanco,2022 - II,2/12/22,207,19.3,15.1 %,0.0
Samanco,2022 - II,4/12/22,"1,347",18.1,0.9 %,0.4
Samanco,2022 - II,6/12/22,"1,027",17.4,0.3 %,1.2
Samanco,2022 - II,8/12/22,"1,152",11.6,20.6 %,17.9
Samanco,2022 - II,9/12/22,788,13.1,17.3 %,1.5
Samanco,2022 - II,10/12/22,498,11.0,24.8 %,15.8
Samanco,2022 - II,11/12/22,"1,116",34.1,40.6 %,1.8
Samanco,2022 - II,12/12/22,934,28.7,21.0 %,1.0
Samanco,2022 - II,13/12/22,108,5.6,13.3 %,3.4
Samanco,2022 - II,14/12/22,977,25.6,20.9 %,0.0
Samanco,2022 - II,15/12/22,"1,354",22.9,14.7 %,0.0
Samanco,2022 - II,17/12/22,599,12.9,3.7 %,0.0
Samanco,2022 - II,18/12/22,655,14.1,1.6 %,0.0
Samanco,2022 - II,19/12/22,346,12.4,0.7 %,0.0
Samanco,2022 - II,20/12/22,776,11.0,24.0 %,0.8
Samanco,2022 - II,21/12/22,249,14.9,53.8 %,0.1
Samanco,2022 - II,27/12/22,287,9.0,17.3 %,16.1
Samanco,2022 - II,1/01/23,212,12.8,21.8 %,0.0
Samanco,2022 - II,7/01/23,41,10.4,47.2 %,0.0
Samanco,2022 - II,13/01/23,123,41.9,10.7 %,0.0
Samanco,2023 - I,,848,NaN,,0.0
Samanco,2023 - II,25/10/23,331,10.4,30.8 %,0.0
Samanco,2023 - II,28/10/23,316,11.8,10.9 %,0.0
Samanco,2023 - II,29/10/23,109,12.3,7.7 %,0.0
Samanco,2023 - II,31/10/23,291,21.8,68.8 %,0.0
Samanco,2023 - II,1/11/23,408,21.5,80.5 %,0.0
Samanco,2023 - II,3/11/23,867,23.5,41.8 %,0.0
Samanco,2023 - II,6/11/23,609,22.8,33.6 %,0.0
Samanco,2023 - II,11/11/23,312,17.6,37.0 %,0.0
Samanco,2023 - II,13/11/23,"1,138",14.3,41.5 %,0.0
Samanco,2023 - II,14/11/23,593,22.0,27.7 %,0.0
Samanco,2023 - II,16/11/23,55,10.0,3.3 %,0.0
Samanco,2024 - I,16/04/24,"1,110",16.7,32.1 %,0.0
Samanco,2024 - I,17/04/24,"1,074",15.2,47.5 %,0.0
Samanco,2024 - I,18/04/24,494,18.1,35.0 %,0.4
Samanco,2024 - I,19/04/24,846,20.5,23.9 %,0.0
Samanco,2024 - I,21/04/24,"1,132",16.0,31.5 %,0.0
Samanco,2024 - I,22/04/24,699,15.3,35.4 %,0.0
Samanco,2024 - I,23/04/24,"1,156",19.9,35.8 %,0.0
Samanco,2024 - I,24/04/24,987,17.5,69.9 %,0.0
Samanco,2024 - I,25/04/24,"1,013",14.6,49.6 %,0.0
Samanco,2024 - I,26/04/24,702,19.8,88.4 %,0.0
Samanco,2024 - I,28/04/24,542,26.4,55.1 %,0.6
Samanco,2024 - I,29/04/24,685,12.4,76.4 %,0.6
Samanco,2024 - I,1/05/24,"1,062",14.3,24.5 %,0.0
Samanco,2024 - I,2/05/24,497,15.1,33.0 %,0.0
Samanco,2024 - I,3/05/24,229,14.4,31.5 %,0.0
Samanco,2024 - I,4/05/24,517,30.7,66.6 %,0.0
Samanco,2024 - I,7/05/24,895,21.4,17.7 %,0.2
Samanco,2024 - I,8/05/24,"1,264",25.4,32.6 %,0.0
Samanco,2024 - I,10/05/24,784,26.0,38.7 %,1.4
Samanco,2024 - I,11/05/24,"1,091",21.1,16.2 %,0.0
Samanco,2024 - I,12/05/24,282,28.3,47.2 %,2.3
Samanco,2024 - I,14/05/24,415,20.0,3.8 %,0.0
Samanco,2024 - I,15/05/24,"1,055",13.4,10.9 %,0.0
Samanco,2024 - I,16/05/24,924,16.2,5.4 %,0.0
Samanco,2024 - I,17/05/24,739,7.8,17.1 %,0.0
Samanco,2024 - I,19/05/24,849,9.9,4.2 %,0.0
Samanco,2024 - I,20/05/24,"1,552",18.0,12.9 %,0.0
Samanco,2024 - I,22/05/24,"1,010",11.5,8.5 %,0.0
Samanco,2024 - I,23/05/24,"1,111",13.2,3.2 %,0.0
Samanco,2024 - I,24/05/24,"1,033",19.4,13.6 %,0.0
Samanco,2024 - I,26/05/24,"1,209",23.5,10.0 %,0.0
Samanco,2024 - I,27/05/24,"1,200",29.1,0.2 %,0.0
Samanco,2024 - I,28/05/24,638,12.7,21.1 %,0.0
Samanco,2024 - I,29/05/24,727,19.1,4.2 %,0.0
Samanco,2024 - I,30/05/24,993,14.6,9.6 %,0.0
Samanco,2024 - I,31/05/24,839,14.7,11.5 %,0.0
Samanco,2024 - I,1/06/24,864,11.5,5.0 %,1.3
Samanco,2024 - I,2/06/24,"1,071",14.2,5.8 %,0.0
Samanco,2024 - I,3/06/24,"1,276",14.5,7.5 %,0.1
Samanco,2024 - I,4/06/24,931,15.8,6.1 %,0.0
Samanco,2024 - I,5/06/24,"1,145",16.9,3.1 %,0.0
Samanco,2024 - I,6/06/24,600,14.3,3.2 %,0.0
Samanco,2024 - II,5/11/24,"1,169",11.8,0.5 %,0.0
Samanco,2024 - II,6/11/24,192,16.3,15.3 %,0.0
Samanco,2024 - II,7/11/24,356,20.6,0.0 %,0.0
Samanco,2024 - II,8/11/24,"1,168",11.9,0.1 %,0.0
Samanco,2024 - II,9/11/24,496,11.2,2.2 %,0.0
Samanco,2024 - II,10/11/24,"1,160",11.4,3.2 %,0.0
Samanco,2024 - II,11/11/24,"1,122",13.7,4.7 %,0.0
Samanco,2024 - II,12/11/24,446,18.1,3.8 %,0.0
Samanco,2024 - II,13/11/24,460,12.3,0.6 %,0.0
Samanco,2024 - II,14/11/24,276,15.0,0.4 %,0.0
Samanco,2024 - II,15/11/24,338,14.8,0.0 %,0.0
Samanco,2024 - II,16/11/24,234,11.8,3.8 %,0.0
Samanco,2024 - II,17/11/24,"1,183",12.9,0.3 %,0.0
Samanco,2024 - II,18/11/24,393,20.2,3.5 %,0.0
Samanco,2024 - II,19/11/24,200,16.3,7.1 %,3.4
Samanco,2024 - II,20/11/24,495,14.0,26.7 %,10.6
Samanco,2024 - II,21/11/24,"1,020",13.3,5.2 %,2.7
Samanco,2024 - II,22/11/24,"1,057",16.6,22.2 %,2.7
Samanco,2024 - II,23/11/24,796,23.5,11.6 %,3.2
Samanco,2024 - II,24/11/24,606,11.6,1.7 %,1.5
Samanco,2024 - II,26/11/24,737,25.1,12.1 %,1.5
Samanco,2024 - II,27/11/24,497,19.0,20.8 %,5.2
Samanco,2024 - II,3/12/24,"1,014",15.4,30.0 %,7.1
Samanco,2024 - II,4/12/24,508,12.4,2.4 %,1.2
Samanco,2024 - II,7/12/24,532,13.7,8.1 %,2.3
Samanco,2024 - II,8/12/24,587,24.5,2.5 %,3.4
Samanco,2024 - II,9/12/24,745,23.6,5.8 %,0.3
Samanco,2024 - II,12/12/24,"1,116",13.6,23.3 %,3.4
Samanco,2024 - II,13/12/24,"1,144",22.8,2.1 %,4.5
Samanco,2024 - II,14/12/24,873,10.8,0.0 %,0.0
Samanco,2024 - II,16/12/24,755,13.7,1.5 %,0.0
Samanco,2024 - II,17/12/24,550,27.7,12.4 %,2.6
Samanco,2024 - II,19/12/24,510,14.2,0.0 %,4.4
Samanco,2024 - II,20/12/24,"1,038",16.0,5.8 %,16.8
Samanco,2024 - II,21/12/24,891,11.5,0.9 %,1.7
Samanco,2024 - II,22/12/24,"1,247",12.6,30.6 %,3.6
Samanco,2024 - II,23/12/24,"1,408",18.8,14.0 %,1.7
Samanco,2024 - II,26/12/24,720,12.7,25.0 %,6.1
Samanco,2024 - II,27/12/24,564,17.8,39.4 %,1.8
Samanco,2024 - II,30/12/24,347,12.5,0.0 %,1.2
Samanco,2024 - II,1/01/25,694,11.3,28.9 %,3.5
Samanco,2024 - II,2/01/25,486,13.2,32.8 %,1.9
Samanco,2024 - II,3/01/25,162,12.6,61.3 %,7.2
Samanco,2024 - II,5/01/25,411,13.3,1.3 %,3.8
Samanco,2024 - II,6/01/25,708,12.0,55.3 %,0.0
Samanco,2024 - II,7/01/25,836,12.3,71.5 %,6.8
Samanco,2024 - II,8/01/25,280,26.9,54.5 %,16.6
Samanco,2024 - II,9/01/25,731,25.3,65.0 %,11.4
Samanco,2024 - II,11/01/25,905,26.4,63.4 %,0.0
Samanco,2024 - II,12/01/25,363,11.4,35.0 %,8.9
Samanco,2024 - II,13/01/25,974,16.1,9.2 %,34.8
Supe,2019 - II,,"18,720",18.2,0.2 %,2.3
Supe,2020 - II,,158,21.9,0.0 %,0.0
Supe,2020 - II,13/11/20,335,11.1,2.1 %,0.2
Supe,2020 - II,14/11/20,"1,619",15.1,2.3 %,2.8
Supe,2020 - II,15/11/20,706,12.3,0.0 %,0.0
Supe,2020 - II,16/11/20,"1,506",19.3,6.8 %,0.4
Supe,2020 - II,17/11/20,549,12.4,9.2 %,7.7
Supe,2020 - II,18/11/20,853,11.6,25.8 %,6.1
Supe,2020 - II,19/11/20,717,23.2,16.4 %,7.9
Supe,2020 - II,22/11/20,820,16.5,1.0 %,0.0
Supe,2020 - II,23/11/20,572,15.7,0.2 %,1.0
Supe,2020 - II,24/11/20,874,13.2,2.6 %,6.6
Supe,2020 - II,25/11/20,825,13.3,0.0 %,0.0
Supe,2020 - II,26/11/20,"1,392",16.6,0.0 %,0.1
Supe,2020 - II,28/11/20,75,8.7,56.5 %,0.0
Supe,2020 - II,29/11/20,"1,051",29.4,1.2 %,0.6
Supe,2020 - II,30/11/20,907,29.4,3.6 %,1.3
Supe,2020 - II,1/12/20,427,13.9,2.1 %,0.8
Supe,2020 - II,2/12/20,"1,091",25.7,7.2 %,0.0
Supe,2020 - II,3/12/20,449,13.9,26.1 %,0.0
Supe,2020 - II,4/12/20,939,25.8,1.5 %,0.1
Supe,2020 - II,5/12/20,34,8.9,60.4 %,0.0
Supe,2020 - II,6/12/20,939,29.4,2.0 %,0.0
Supe,2020 - II,7/12/20,844,12.6,22.1 %,6.9
Supe,2020 - II,9/12/20,609,14.3,0.0 %,6.3
Supe,2020 - II,10/12/20,806,12.7,0.3 %,0.0
Supe,2020 - II,11/12/20,866,13.2,0.0 %,0.0
Supe,2020 - II,12/12/20,952,15.3,0.0 %,0.0
Supe,2020 - II,13/12/20,"1,401",18.3,1.4 %,0.1
Supe,2020 - II,14/12/20,874,14.6,1.8 %,1.2
Supe,2020 - II,15/12/20,806,11.1,2.1 %,7.0
Supe,2020 - II,16/12/20,981,13.9,3.8 %,1.4
Supe,2020 - II,17/12/20,"1,290",28.0,1.5 %,1.6
Supe,2020 - II,18/12/20,529,11.5,0.0 %,2.5
Supe,2020 - II,19/12/20,"1,351",9.9,14.8 %,3.2
Supe,2020 - II,21/12/20,753,28.9,0.0 %,0.0
Supe,2020 - II,22/12/20,"1,274",26.8,0.0 %,2.2
